scheme,instance,method,alpha,status,objective,f_true,feasible,u_at_xstar,covered_at_xstar,slack,x0,x1,x2,x3,x4
paper,0,cmicl,0.1,optimal,4.642893718989851,49.02614440228293,0,0.6824033586896997,0,-0.9738555977170549,1114.961371345999,1486.6151617946653,1273.6812400386705,1.1642756671731143,11.642756671731142
paper,0,nominal,0.1,optimal,3.6388825047738727,46.510224169522914,0,3.830831893074646,1,10.015973052258587,876.1977151390574,1168.26362018541,997.18,1.0877086996383776,10.877086996383781
paper,1,cmicl,0.1,optimal,64.35549188620344,54.48810010642466,1,1.274872783639045,1,4.4881001064246675,1000.7817060320915,1334.3756080427884,997.18,0.8747419507018115,37.712796891576076
paper,1,nominal,0.1,optimal,57.96488165758699,46.51022416952299,0,3.8308318930746452,1,10.015973052258659,876.1977151390577,1168.2636201854102,997.18,1.0877086996383778,10.877086996383781
paper,2,cmicl,0.1,optimal,48.309743282136296,54.06817289183018,1,1.4826598607367638,1,4.068172891830173,1010.653302845953,1347.5377371279374,997.18,2.0,20.0
paper,2,nominal,0.1,optimal,45.79824471733326,46.51022416952297,0,3.8308318930746443,1,10.01597305225863,876.1977151390577,1168.2636201854102,997.18,1.087708699638378,10.877086996383781
paper,3,cmicl,0.1,optimal,31.212771721102225,51.11521910474769,1,0.5901330208684374,1,1.1152191047476734,1141.9073419801496,1064.7915541268471,1038.0975836183177,1.1291196610294922,37.8178046643449
paper,3,nominal,0.1,optimal,22.585163842609777,47.168500977243,0,1.5071434888383715,1,4.24448369606008,1482.932,762.9979954463133,1348.12,1.2435744865332556,12.435744865332559
paper,4,cmicl,0.1,optimal,6.0122458252721405,48.57533436484419,0,1.1199287538183593,0,-1.4246656351558045,1096.898,1462.5306666666665,997.18,0.5,37.6009286048926
paper,4,nominal,0.1,optimal,6.008127072618946,48.28820057865848,0,1.137671159901398,0,-1.4369175356770825,1096.8980000000001,1462.5306666666668,997.18,0.5,37.15473231921973
paper,5,cmicl,0.1,optimal,83.35365066206619,51.12131215385021,1,0.5713679840233394,1,1.121312153850198,1137.3668442750043,1068.4366557836724,1033.9698584318219,1.1310763877154157,38.26934957614023
paper,5,nominal,0.1,optimal,72.06322892584183,46.39256612046045,0,2.1650161379590718,1,4.380292623981212,1096.8980000000001,830.0501014510344,997.18,1.0649299048949683,10.649299048949686
paper,6,cmicl,0.1,optimal,11.996766744919258,50.88092586375877,1,1.158504858518957,1,0.8809258637587902,1002.107694423685,1336.1435925649132,997.18,0.5,50.10538472118425
paper,6,nominal,0.1,optimal,11.209560218067713,46.51022416952299,0,3.8308318930746452,1,10.015973052258659,876.1977151390577,1168.2636201854102,997.18,1.0877086996383778,10.877086996383781
paper,7,cmicl,0.1,optimal,30.91404645639604,55.69380240107187,1,0.4118449200888237,0,-2.7940026102928286,1096.898,1462.5306666666665,997.18,0.5,54.8449
paper,7,nominal,0.1,optimal,30.91404645639604,55.69380240107186,1,0.411844920088822,0,-2.79400261029285,1096.8980000000001,1462.5306666666668,997.18,0.5,54.844899999999996
paper,8,cmicl,0.1,optimal,11.098483647947765,52.69901473163739,1,1.2244338066885285,1,2.699014731637405,1008.9260947967691,1345.2347930623587,997.18,2.0,24.621153419747582
paper,8,nominal,0.1,optimal,10.721366936175313,46.510224169522914,0,3.830831893074646,1,10.015973052258587,876.1977151390574,1168.26362018541,997.18,1.0877086996383776,10.877086996383781
paper,9,cmicl,0.1,optimal,38.3070772585755,54.06817289182862,1,1.4826598607367647,1,4.068172891828631,1010.6533028459527,1347.537737127937,997.18,2.0,20.0
paper,9,nominal,0.1,optimal,34.561245178077804,46.51022416952297,0,3.8308318930746443,1,10.01597305225863,876.1977151390577,1168.2636201854102,997.18,1.087708699638378,10.877086996383781
paper,10,cmicl,0.1,optimal,49.650838436436274,52.6189870022846,1,1.2108563003816901,1,2.618987002284591,1007.5965965192852,1343.4621286923802,997.18,1.9570197013884254,25.182822494985277
paper,10,nominal,0.1,optimal,47.32393245826543,46.51022416952297,0,3.8308318930746443,1,10.01597305225863,876.1977151390577,1168.2636201854102,997.18,1.087708699638378,10.877086996383781
paper,11,cmicl,0.1,optimal,19.361660006246765,50.71369974127977,1,0.6304804603061853,1,0.038960221883392876,1096.898,1462.5306666666665,997.18,2.0,54.8449
paper,11,nominal,0.1,optimal,19.361660006246765,50.7136997421817,1,0.6304804603061862,1,0.0389602227853203,1096.8980000000001,1462.5306666666668,997.18,2.0,54.844899999999996
paper,12,cmicl,0.1,optimal,-8.961978982166007,54.38159615394727,1,1.780464969658539,1,3.545617686274049,1482.932,1500.0,1348.12,0.5,74.14660000000002
paper,12,nominal,0.1,optimal,-8.961978982166007,54.38159615394727,1,1.7804649696585388,1,3.545617686274042,1482.932,1500.0,1348.12,0.5,74.1466
paper,13,cmicl,0.1,optimal,45.607917794622466,53.44442475654746,1,1.1522735286097927,1,3.444424756547477,1000.4733251930302,1333.964433590707,997.18,0.5831709112450718,50.02366625965151
paper,13,nominal,0.1,optimal,44.36536307524113,46.51022416952297,0,3.8308318930746443,1,10.01597305225863,876.1977151390577,1168.2636201854102,997.18,1.087708699638378,10.877086996383781
paper,14,cmicl,0.1,optimal,50.1424226316918,47.10097625002961,0,0.6703962511999288,0,-2.899023749970361,1174.825334212194,1073.9428030134834,1068.023031101995,0.5,45.10361066187593
paper,14,nominal,0.1,optimal,43.09146180807287,46.39256612046045,0,2.165016137959073,1,4.380292623981212,1096.898,830.0501014510347,997.18,1.0649299048949683,10.649299048949686
paper,15,cmicl,0.1,optimal,51.51634725882021,51.22569971745137,1,1.0554500646889369,1,1.2256997174513842,1096.898,1133.214385194745,997.18,0.5,54.8449
paper,15,nominal,0.1,optimal,49.336308295552925,47.43889705772248,0,2.126162404545129,1,5.478450655476458,1096.8980000000001,906.4479457630785,997.18,0.5,52.36974571221832
paper,16,cmicl,0.1,optimal,24.08150870862976,50.880925863758755,1,1.1585048585189581,1,0.8809258637587831,1002.1076944236847,1336.143592564913,997.18,0.5,50.105384721184244
paper,16,nominal,0.1,optimal,22.859372631545554,46.51022416952299,0,3.8308318930746452,1,10.015973052258659,876.1977151390577,1168.2636201854102,997.18,1.0877086996383778,10.877086996383781
paper,17,cmicl,0.1,optimal,74.77527207653472,51.03568204139167,1,0.45860910932149335,1,1.0356820413916523,1113.9847322400906,1094.924977133097,1012.7133929455367,1.1909531228123027,40.7288039798598
paper,17,nominal,0.1,optimal,68.88670027124847,45.85152224166557,0,2.827534432904602,1,6.5797859901615965,1026.562039463098,905.5071782511071,997.18,1.0642911221533202,10.642911221533204
paper,18,cmicl,0.1,optimal,79.41836621960253,47.10097625002961,0,0.6703962511999288,0,-2.899023749970361,1174.825334212194,1073.9428030134834,1068.023031101995,0.5,45.10361066187593
paper,18,nominal,0.1,optimal,68.21597022017342,46.392566120460444,0,2.165016137959072,1,4.380292623981198,1096.898,830.0501014510345,997.18,1.0649299048949683,10.649299048949686
paper,19,cmicl,0.1,optimal,73.4551288408554,50.88092586375875,1,1.158504858518955,1,0.8809258637587618,1002.1076944236851,1336.1435925649134,997.18,0.5,50.10538472118426
paper,19,nominal,0.1,optimal,70.14312083309196,46.51022416952299,0,3.8308318930746452,1,10.015973052258659,876.1977151390577,1168.2636201854102,997.18,1.0877086996383778,10.877086996383781
paper,20,cmicl,0.1,optimal,22.36693803453425,55.69380240107187,1,0.4118449200888237,0,-2.7940026102928286,1096.898,1462.5306666666665,997.18,0.5,54.8449
paper,20,nominal,0.1,optimal,22.366938034534247,55.69380240107186,1,0.411844920088822,0,-2.79400261029285,1096.8980000000001,1462.5306666666668,997.18,0.5,54.844899999999996
paper,21,cmicl,0.1,optimal,36.55096804917106,54.068172891838266,1,1.4826598607367643,1,4.068172891838287,1010.6533028459525,1347.5377371279367,997.18,2.0,20.0
