scheme,instance,method,alpha,status,objective,f_true,feasible,u_at_xstar,covered_at_xstar,slack,x0,x1,x2,x3,x4
paper,0,cmicl,0.1,optimal,3.883604739287029,50.05285973743131,1,-1.3183898417423734e-15,0,0.05285973743133354,943.4755901418555,1257.967453522474,1074.683247330289,1.4007233996129036,14.007233996129038
paper,0,nominal,0.1,optimal,3.6916062925798876,47.38639109665297,0,1.2125823017415303,1,5.085782516595771,888.2148083052276,1184.2864110736368,1009.3701301052356,1.1220260314975898,11.22026031497591
paper,1,cmicl,0.1,optimal,59.77863598266611,49.73669512748947,0,-4.3021142204224816e-16,0,-0.26330487251052404,906.8686102188698,1209.158146958493,997.18,1.2334843442027008,22.405237421208987
paper,1,nominal,0.1,optimal,58.466407574518286,49.093896535692714,0,0.8658215871550161,1,4.285825587301879,885.1758176367211,1180.2344235156281,997.1800000000001,1.2353918389214018,12.353918389214016
paper,2,cmicl,0.1,optimal,46.567970136983746,49.73669512748944,0,3.1225022567582528e-15,0,-0.26330487251053114,906.8686102188697,1209.1581469584928,997.18,1.2334843442027004,22.405237421208966
paper,2,nominal,0.1,optimal,45.949512759709556,49.09389653569269,0,0.8658215871550099,1,4.285825587301808,885.1758176367215,1180.2344235156286,997.1800000000001,1.2353918389214011,12.353918389214016
paper,3,cmicl,0.1,optimal,25.092190495357762,47.69676209620725,0,-2.1510571102112408e-15,0,-2.3032379037927555,1221.7510971620547,850.3882413559612,1110.6828156018678,0.6238559076961107,47.16547392139832
paper,3,nominal,0.1,optimal,23.458771265302556,47.402624766374416,0,1.4431863211044114,1,8.222403635633277,1103.7736227818984,796.3672740039511,1003.4305661653622,0.7872421252315512,27.88592336440787
paper,4,cmicl,0.1,optimal,6.301884710610656,48.26292205642432,0,1.0516141268406556,0,-1.7370779435756845,1096.8980000000001,1462.5306666666668,997.18,0.9623442402932517,10.0
paper,4,nominal,0.1,optimal,5.977212667481872,45.923791238670766,0,3.7100195154422506,1,14.69001854816971,1096.8980000000001,1462.5306666666668,997.1800000000001,0.5,33.805686161941225
paper,5,cmicl,0.1,optimal,74.84570438520424,47.688338211934536,0,-8.743006318923108e-16,0,-2.3116617880654857,1100.1864611129397,904.8458267644158,1000.1695101026723,0.5,55.00932305564698
paper,5,nominal,0.1,optimal,70.56578033039337,47.50924020356345,0,1.3704992338111566,1,8.022713090004814,1096.8980000000001,796.7183007745291,997.1800000000001,0.8042242804805101,28.5410435108887
paper,6,cmicl,0.1,optimal,11.76137159955146,49.39335392813325,0,0.0010153248263869014,0,-0.6066460718667415,910.7766638060225,1214.3688850746967,1020.5116365327727,1.1536610009783292,22.082125462891312
paper,6,nominal,0.1,optimal,10.99754387719557,49.1203554580673,0,2.2631367660138864,1,11.70585195249884,920.6393535321318,1227.5191380428425,997.1800000000001,0.5794105186013507,46.0319676766066
paper,7,cmicl,0.1,optimal,30.95916272642673,50.157431536777,1,0.705524136016431,1,0.15743153677698984,1096.8980000000001,1095.240580164328,997.18,0.5,51.771857010050475
paper,7,nominal,0.1,optimal,30.91404645639604,55.69380240107188,1,2.9660959577035655,1,13.832101954042045,1096.8980000000001,1462.5306666666668,997.1800000000001,0.5,54.84490000000001
paper,8,cmicl,0.1,optimal,10.803982501456034,49.40100163304272,0,0.029329456220054798,0,-0.5989983669573036,908.0189561715551,1210.6919415620735,997.18,1.3044830662871163,23.45569697047182
