scheme,instance,method,alpha,status,objective,f_true,feasible,u_at_xstar,covered_at_xstar,slack,x0,x1,x2,x3,x4
paper,0,cmicl,0.1,optimal,4.064638911604598,49.99510662519822,0,0.2598300526080485,0,-0.004893374801817174,965.067893148129,1286.757190864172,1058.9070777518293,1.8447725242224084,18.447725242224095
paper,0,nominal,0.1,optimal,3.600290058958013,44.68004019753374,0,2.240404434092958,1,6.121146982117651,964.5028594900391,1286.0038126533855,1210.4341549106553,1.1331612200325984,11.331612200325985
paper,1,cmicl,0.1,optimal,62.21382001975826,50.94765629063998,1,0.556541109494728,1,0.9476562906400048,957.6121925543998,1276.8162567391998,997.18,1.998032576621057,19.98032576621057
paper,1,nominal,0.1,optimal,58.4354598729103,48.8829678865905,0,4.193820026814595,1,17.86681928804518,884.8647200666338,1179.8196267555118,997.18,1.2108077293195667,12.10807729319567
paper,2,cmicl,0.1,optimal,47.25119462551071,50.94765629063772,1,0.5565411094947236,1,0.9476562906377026,957.6121925544003,1276.8162567392003,997.18,1.9980325766210565,19.980325766210562
paper,2,nominal,0.1,optimal,45.94792409079396,48.98378154851889,0,4.205799656218355,1,17.967179170215218,884.9694389665977,1179.9592519554637,997.18,1.2220264100921872,12.220264100921874
paper,3,cmicl,0.1,optimal,23.96038271059536,48.36864139298745,0,3.608224830031759e-16,0,-1.6313586070125723,1440.2407150408594,811.1647648629406,1309.3097409462357,1.2812953427531852,12.812953427531852
paper,3,nominal,0.1,optimal,22.506872640884797,47.761008655668014,0,1.4428172788160745,1,6.468728885913322,1175.451366019177,765.3047613238215,1068.5921509265245,1.3396254334932136,13.396254334932138
paper,4,cmicl,0.1,optimal,6.136863530939281,54.261775545730195,1,2.1655848173042513,1,4.2617755457302025,1099.5818564256426,1466.109141900857,999.619869477857,0.5,49.75554308160685
paper,4,nominal,0.1,optimal,5.92339965964758,40.85418813057556,0,3.1699693530496793,0,-1.7174943935896536,1096.8980000000001,1462.5306666666668,997.18,0.5,27.975968711454392
paper,5,cmicl,0.1,optimal,78.95417233341178,49.89907185244619,0,1.915134717478395e-15,0,-0.10092814755380886,1139.5580519296793,968.4875749009586,1035.9618653906175,0.6548240159840455,55.59190610636816
paper,5,nominal,0.1,optimal,72.50384823341764,47.76773770629954,0,1.3188810052355429,1,5.803701900137476,1169.4354034932096,766.8594922381773,1063.123094084736,1.3671785730325934,13.671785730325936
paper,6,cmicl,0.1,optimal,11.908336028726437,47.4497445299989,0,0.32685677967186255,0,-2.550255470001076,1013.0046111021043,1350.6728148028058,1077.2186645526724,0.5,47.074544544431085
paper,6,nominal,0.1,optimal,11.017630396883337,43.913575785401385,0,1.1364656427481865,0,-0.5146744813716069,933.5877321551977,1244.783642873597,997.18,0.5,36.63017574485582
paper,7,cmicl,0.1,optimal,30.915287285936962,55.42738489983161,1,2.1441813677175627,1,5.427384899831594,1096.898,1462.5306666666665,997.18,0.5,53.75419357499787
paper,7,nominal,0.1,optimal,30.91404645639604,55.69380240107186,1,2.1717314188658836,1,5.787030212934262,1096.8980000000001,1462.5306666666668,997.18,0.5,54.844899999999996
paper,8,cmicl,0.1,optimal,10.906624091036107,50.947656290693686,1,0.5565411094947262,1,0.9476562906936863,957.6121925544,1276.8162567392,997.18,1.9980325766210565,19.980325766210573
paper,8,nominal,0.1,optimal,10.73287852147549,49.694050254326925,0,3.9838205251963794,1,16.873159570661173,889.5850321068493,1186.1133761424658,997.18,1.374384158387771,13.743841583877717
paper,9,cmicl,0.1,optimal,36.80552818672091,50.94765629063772,1,0.5565411094947236,1,0.9476562906377026,957.6121925544003,1276.8162567392003,997.18,1.9980325766210565,19.980325766210562
paper,9,nominal,0.1,optimal,34.79841489888893,48.88296788659053,0,4.193820026814592,1,17.866819288045164,884.8647200666344,1179.8196267555127,997.18,1.210807729319568,12.108077293195684
paper,10,cmicl,0.1,optimal,48.63410030830088,50.947656290662906,1,0.5565411094947236,1,0.9476562906628914,957.6121925544002,1276.8162567392003,997.18,1.998032576621056,19.98032576621058
paper,10,nominal,0.1,optimal,47.45181961604914,48.983781548518905,0,4.205799656218356,1,17.96717917021523,884.969438966598,1179.959251955464,997.18,1.222026410092188,12.22026410092188
paper,11,cmicl,0.1,optimal,19.397663653868335,51.69576864329161,1,1.015145401005296,1,1.6957686432916148,1096.898,1462.5306666666665,997.18,1.8329190354626905,54.8449
