scheme,instance,method,alpha,status,objective,f_true,feasible,u_at_xstar,covered_at_xstar,slack,x0,x1,x2,x3,x4
fixed_ones,0,cmicl,0.1,optimal,3043.804439749999,47.699637638508676,0,-1.0269562977782698e-15,0,-2.300362361491324,970.1327501827834,1046.1979738531913,997.18,0.7021974341234847,29.59151827990088
fixed_ones,0,nominal,0.1,optimal,2941.477244051036,45.84933948344606,0,2.404336111934436,1,10.840617853441408,1096.898,835.9138447418359,997.18,1.0441272099272523,10.441272099272524
paper,0,cmicl,0.1,optimal,4.036373510016384,46.50050169446143,0,1.4155343563970746e-15,0,-3.499498305538573,1004.2714791324388,1339.0286388432517,1184.2429147668608,1.1198120495933832,11.198120495933832
paper,0,nominal,0.1,optimal,3.629619664720971,45.86636386646073,0,2.932031393116204,1,13.115586195579354,874.7516656512848,1166.3355542017132,997.18,1.0654520818344915,10.654520818344913
paper,1,cmicl,0.1,optimal,59.71779924316508,49.145785101929285,0,-2.3592239273284576e-15,0,-0.8542148980707154,903.4642732804896,1204.6190310406525,997.18,0.7594597905757476,29.752666257285615
paper,1,nominal,0.1,optimal,57.88517024273046,45.86636386646076,0,2.932031393116208,1,13.115586195579375,874.7516656512848,1166.3355542017132,997.18,1.0654520818344917,10.65452081834492
paper,2,cmicl,0.1,optimal,46.81186907951795,49.14578510192929,0,-1.2490009027033011e-15,0,-0.8542148980707225,903.4642732804897,1204.619031040653,997.18,0.7594597905757479,29.75266625728563
paper,2,nominal,0.1,optimal,45.77359111485666,45.86636386646075,0,2.9320313931162074,1,13.115586195579361,874.7516656512848,1166.3355542017132,997.18,1.065452081834492,10.65452081834492
paper,3,cmicl,0.1,optimal,28.806237855500683,49.31144925481435,0,0.021841098448188573,0,-0.6885507451856512,1110.9853770513928,979.6067131973116,1009.986706410357,0.632922181686358,34.65977853019046
paper,3,nominal,0.1,optimal,22.09621973085386,46.58932230473138,0,2.410000622218117,1,15.204578612442155,1482.932,746.0019043504138,1348.12,1.213508907273772,12.357766666666656
paper,4,cmicl,0.1,optimal,6.02620666607271,49.50233112906332,0,0.2816804038083881,0,-0.49766887093615253,1096.898,1462.5306666666665,997.18,0.5,39.11334652230704
paper,4,nominal,0.1,optimal,6.005443659068778,48.09770541986597,0,0.45320654831223617,1,2.4038525884155035,1096.8980000000001,1462.5306666666668,997.18,0.5,36.86403043449182
paper,5,cmicl,0.1,optimal,77.83219081365587,49.13711208184622,0,0.08145060795570322,0,-0.8628879181537883,1100.5480366244396,981.2250840497052,1000.498215113127,0.6183501409917534,35.10237958434127
paper,5,nominal,0.1,optimal,72.26308768665186,45.849339483446094,0,2.4043361119344415,1,10.840617853441465,1096.8980000000001,835.9138447418361,997.18,1.044127209927253,10.441272099272531
paper,6,cmicl,0.1,optimal,11.042347164468747,49.073365753595354,0,-1.6930901125533637e-15,0,-0.926634246404646,904.0322520706146,1205.3763360941527,997.18,0.7542669914400157,29.102664206025477
paper,6,nominal,0.1,optimal,11.149585196944345,45.86636386646074,0,2.9320313931162016,1,13.115586195579333,874.7516656512848,1166.3355542017132,997.18,1.0654520818344912,10.654520818344913
paper,7,cmicl,0.1,optimal,30.915885053801,55.29209888291687,1,-1.3877787807814457e-16,0,-3.5769599712038556,1096.898,1462.5306666666665,997.18,0.5,53.228747308238376
paper,7,nominal,0.1,optimal,30.914046456395972,55.69380240108577,1,-0.09993169979298569,0,-3.7738640742452034,1096.8979999999985,1462.5306666666668,997.18,0.5,54.844900000058985
paper,8,cmicl,0.1,optimal,10.845057185580405,49.242023035728735,0,-8.049116928532385e-16,0,-0.757976964271279,902.5198610514949,1203.3598147353266,997.18,0.7690151668975418,31.921948743999305
paper,8,nominal,0.1,optimal,10.718918676592056,45.86636386646077,0,2.9320313931162083,1,13.115586195579382,874.7516656512852,1166.3355542017136,997.18,1.0654520818344917,10.65452081834492
paper,9,cmicl,0.1,optimal,35.9447511462963,49.145785101929285,0,-1.6930901125533637e-15,0,-0.8542148980707154,903.4642732804896,1204.6190310406528,997.18,0.7594597905757478,29.75266625728562
paper,9,nominal,0.1,optimal,34.52178906351668,45.86636386646075,0,2.9320313931162074,1,13.115586195579361,874.7516656512848,1166.3355542017132,997.18,1.065452081834492,10.65452081834492
paper,10,cmicl,0.1,optimal,47.940272875198175,49.24202303572872,0,1.4155343563970746e-15,0,-0.757976964271279,902.5198610514949,1203.3598147353266,997.18,0.7690151668975422,31.921948743999323
paper,10,nominal,0.1,optimal,47.30289151714134,45.86636386646075,0,2.9320313931162074,1,13.115586195579361,874.7516656512848,1166.3355542017132,997.18,1.065452081834492,10.65452081834492
paper,11,cmicl,0.1,optimal,19.378202436389223,51.69023685132599,1,0.6795805314257687,1,1.6902368513259916,1096.898,1462.5306666666665,997.18,2.0,50.22904711967291
paper,11,nominal,0.1,optimal,19.361660006246765,50.71369974228473,1,0.9344022877424755,1,3.0659931480174336,1096.8980000000001,1462.5306666666668,997.18,2.0,54.844899999999996
paper,12,cmicl,0.1,optimal,-8.961978982166007,54.38159615394727,1,0.16644165525003793,1,1.1554629376075027,1482.932,1500.0,1348.12,0.5,74.14660000000002
paper,12,nominal,0.1,optimal,-8.961978982166007,54.38159615394727,1,0.16644165525003748,1,1.1554629376074814,1482.932,1500.0,1348.12,0.5,74.1466
paper,13,cmicl,0.1,optimal,44.611150536848456,49.24202303572872,0,5.273559366969494e-16,0,-0.7579769642712861,902.5198610514949,1203.3598147353266,997.18,0.769015166897542,31.921948743999305
paper,13,nominal,0.1,optimal,44.35320503964411,45.86636386646073,0,2.932031393116204,1,13.115586195579354,874.7516656512848,1166.3355542017132,997.18,1.0654520818344915,10.654520818344913
paper,14,cmicl,0.1,optimal,46.66947790118057,49.137112081846176,0,0.08145060795570255,0,-0.8628879181538025,1100.5480366244396,981.2250840497051,1000.4982151131271,0.6183501409917534,35.102379584341264
paper,14,nominal,0.1,optimal,43.21618629403253,45.84933948344606,0,2.404336111934436,1,10.840617853441408,1096.898,835.9138447418359,997.18,1.0441272099272523,10.441272099272524
paper,15,cmicl,0.1,optimal,50.51331688954278,49.16445394391536,0,0.12087260278106812,0,-0.8355460560846097,1096.898,985.4537745239065,997.18,0.6146390455257342,35.25128251463893
paper,15,nominal,0.1,optimal,49.35329618939134,47.44648935242366,0,2.9724188267492346,1,16.9531700019512,1096.8980000000001,908.2092684682349,997.18,0.5,52.21607467706702
paper,16,cmicl,0.1,optimal,22.657455205336205,49.14578510192923,0,2.9698465908722937e-15,0,-0.8542148980707509,903.4642732804896,1204.6190310406528,997.18,0.7594597905757483,29.752666257285643
paper,16,nominal,0.1,optimal,22.77886426492604,45.86636386646074,0,2.9320313931162016,1,13.115586195579333,874.7516656512848,1166.3355542017132,997.18,1.0654520818344912,10.654520818344913
paper,17,cmicl,0.1,optimal,70.6633354936166,47.69963763850868,0,-1.6930901125533637e-15,0,-2.3003623614913167,970.1327501827835,1046.1979738531913,997.18,0.7021974341234846,29.591518279900882
paper,17,nominal,0.1,optimal,68.97346417907183,45.200432168193686,0,2.6307679035632026,1,11.067611439400913,1010.7107405452085,928.0938967934761,997.18,1.0435331527914735,10.435331527914734
paper,18,cmicl,0.1,optimal,71.64662977254626,47.69963763850871,0,2.525757381022231e-15,0,-2.3003623614912954,970.132750182784,1046.1979738531913,997.18,0.7021974341234848,29.591518279900882
paper,18,nominal,0.1,optimal,68.36694847080022,45.84933948344606,0,2.404336111934436,1,10.840617853441408,1096.898,835.9138447418359,997.18,1.0441272099272523,10.441272099272524
paper,19,cmicl,0.1,optimal,70.48680665648011,49.073365753595326,0,-1.3877787807814457e-16,0,-0.9266342464046531,904.0322520706144,1205.3763360941525,997.18,0.7542669914400157,29.10266420602546
paper,19,nominal,0.1,optimal,70.02047746478137,45.86636386646076,0,2.932031393116208,1,13.115586195579375,874.7516656512848,1166.3355542017132,997.18,1.0654520818344917,10.65452081834492
paper,20,cmicl,0.1,optimal,22.369961788053903,55.29209888291687,1,-1.3877787807814457e-16,0,-3.5769599712038556,1096.898,1462.5306666666665,997.18,0.5,53.228747308238376
paper,20,nominal,0.1,optimal,22.36693803453414,55.69380240108577,1,-0.09993169979298569,0,-3.7738640742452034,1096.8979999999985,1462.5306666666668,997.18,0.5,54.844900000058985
paper,21,cmicl,0.1,optimal,36.5842718371909,55.19929583321762,1,0.9186022128720487,1,5.199295833217619,999.9936234843026,1333.3248313124036,997.18,1.670322406717879,16.703224067178787
paper,21,nominal,0.1,optimal,36.33479594189162,48.97349250242291,0,2.8061307085767457,1,17.180728598104135,924.3265923338713,1232.435456445162,997.18,2.0,20.0
paper,22,cmicl,0.1,optimal,21.305119080962253,55.19929583321799,1,0.9186022128720447,1,5.199295833217967,999.9936234843026,1333.3248313124034,997.18,1.6703224067178786,16.70322406717881
paper,22,nominal,0.1,optimal,20.898624411721787,45.86636386646077,0,2.9320313931162083,1,13.115586195579382,874.7516656512852,1166.3355542017136,997.18,1.0654520818344917,10.65452081834492
paper,23,cmicl,0.1,optimal,32.86431393777314,49.31144925481438,0,0.021841098448188573,0,-0.6885507451856014,1110.9853770513928,979.6067131973116,1009.9867064103572,0.632922181686358,34.65977853019046
paper,23,nominal,0.1,optimal,25.71354239657774,46.589322304731354,0,2.4100006222181185,1,15.204578612442134,1482.9319999999998,746.0019043504138,1348.12,1.213508907273772,12.357766666666656
paper,24,cmicl,0.1,optimal,35.14433702190468,55.29209888291687,1,-1.3877787807814457e-16,0,-3.5769599712038556,1096.898,1462.5306666666665,997.18,0.5,53.228747308238376
