method,constraint_mode,outcome,frac,rhs,prescribed_mean,prescribed_sd,worst_case,low_quantile,given_mean,n_realizations
robust_reg,all_constraints,Gastrointestinal,0.7,0.6,0.9967126618043235,0.005296129363560802,0.9887640449438202,0.9888764044943821,0.8778837270804457,10.0
robust_reg,all_constraints,Overall_Survival,0.7,0.6,11.78291691951424,0.2924339042645337,10.97102924090841,11.651379961573324,10.720272182258025,10.0
robust_reg,all_constraints,all_constraints,0.7,0.6,0.9524751992399182,0.015944742786263327,0.925531914893617,0.9425531914893617,0.7189091620254642,10.0
cp,dlt_only,Any_DLT,0.7,0.6,0.998780487804878,0.003856436170937052,0.9878048780487805,0.998780487804878,0.8536520611986635,10.0
cp,dlt_only,Blood,0.7,0.6,0.9977278562259307,0.0048062222425659384,0.9878048780487805,0.9893068035943517,0.8736878294594816,10.0
cp,dlt_only,Constitutional,0.7,0.6,0.949323219666967,0.01703872765494199,0.9166666666666666,0.9253508771929825,0.8747770657507807,10.0
cp,dlt_only,Infection,0.7,0.6,1.0,0.0,1.0,1.0,0.8677825556041114,10.0
cp,dlt_only,Gastrointestinal,0.7,0.6,0.9989361702127659,0.00336412517039188,0.9893617021276596,0.9989361702127659,0.8667187258168774,10.0
cp,dlt_only,Overall_Survival,0.7,0.6,11.900632375507703,0.1481116427047509,11.494874442370774,11.82465161488874,10.705179928423258,10.0
cp,dlt_only,all_constraints,0.7,0.6,0.9482705880880197,0.01884720463806194,0.9157894736842105,0.916578947368421,0.7083933586886261,10.0
cp,all_constraints,Any_DLT,0.7,0.6,0.984862343123727,0.022129685853044458,0.9368421052631579,0.9532347723240686,0.8703059984241662,10.0
cp,all_constraints,Blood,0.7,0.6,0.9817517297107617,0.026095549916768615,0.9263157894736842,0.9521821407451212,0.87330956479487,10.0
cp,all_constraints,Constitutional,0.7,0.6,0.9686157249842259,0.01724213701010987,0.9444444444444444,0.9470760233918128,0.8823994098338577,10.0
cp,all_constraints,Infection,0.7,0.6,0.9806643012024443,0.027646734934642807,0.9157894736842105,0.9536842105263158,0.8844680340078735,10.0
cp,all_constraints,Gastrointestinal,0.7,0.6,0.9945364347197583,0.009268533234706193,0.9775280898876404,0.9788054405677115,0.8778837270804457,10.0
cp,all_constraints,Overall_Survival,0.7,0.6,11.70046868344907,0.2799368027709519,10.989080972181911,11.450607699786701,10.720272182258025,10.0
cp,all_constraints,all_constraints,0.7,0.6,0.9428695901835218,0.0345349506380797,0.8736842105263158,0.8926315789473684,0.7189091620254642,10.0
nominal,dlt_only,Any_DLT,0.8,0.6,1.0,0.0,1.0,1.0,0.8540131578947369,10.0
nominal,dlt_only,Blood,0.8,0.6,1.0,0.0,1.0,1.0,0.8748684210526315,10.0
nominal,dlt_only,Constitutional,0.8,0.6,0.9499451754385964,0.017576286583003767,0.9166666666666666,0.9354166666666667,0.8654934210526315,10.0
nominal,dlt_only,Infection,0.8,0.6,1.0,0.0,1.0,1.0,0.8644407894736842,10.0
nominal,dlt_only,Gastrointestinal,0.8,0.6,1.0,0.0,1.0,1.0,0.8644407894736842,10.0
nominal,dlt_only,Overall_Survival,0.8,0.6,11.863740084843318,0.3113579446989649,10.97854896842731,11.844067372869368,10.691636315862908,10.0
nominal,dlt_only,all_constraints,0.8,0.6,0.9499451754385964,0.017576286583003767,0.9166666666666666,0.9354166666666667,0.6986513157894738,10.0
nominal,all_constraints,Any_DLT,0.8,0.6,0.9881680039534757,0.012898687022574141,0.967391304347826,0.9677068723702665,0.8720058162107651,10.0
nominal,all_constraints,Blood,0.8,0.6,0.9892432727706799,0.011363553459883447,0.967391304347826,0.9773842917251052,0.8718665539655163,10.0
nominal,all_constraints,Constitutional,0.8,0.6,0.9729201193361879,0.016711432104562104,0.9473684210526315,0.9542874039030159,0.8874062455031874,10.0
nominal,all_constraints,Infection,0.8,0.6,0.9924240534203435,0.011432278195886885,0.967741935483871,0.9772089761570828,0.8884678553898266,10.0
nominal,all_constraints,Gastrointestinal,0.8,0.6,0.9956378299120235,0.010431947080255853,0.967741935483871,0.9865469208211144,0.8806971692717782,10.0
nominal,all_constraints,Overall_Survival,0.8,0.6,11.815153758442992,0.2732221943246117,11.045154457460924,11.771406417877639,10.739274859955545,10.0
nominal,all_constraints,all_constraints,0.8,0.6,0.9642686552647627,0.02253929047165399,0.9354838709677419,0.9429865893439652,0.7220486748246792,10.0
robust_reg,dlt_only,Any_DLT,0.8,0.6,1.0,0.0,1.0,1.0,0.8540131578947369,10.0
robust_reg,dlt_only,Blood,0.8,0.6,1.0,0.0,1.0,1.0,0.8748684210526315,10.0
robust_reg,dlt_only,Constitutional,0.8,0.6,0.9520504385964912,0.017806727214381982,0.9166666666666666,0.9354166666666667,0.8654934210526315,10.0
robust_reg,dlt_only,Infection,0.8,0.6,1.0,0.0,1.0,1.0,0.8644407894736842,10.0
robust_reg,dlt_only,Gastrointestinal,0.8,0.6,1.0,0.0,1.0,1.0,0.8644407894736842,10.0
robust_reg,dlt_only,Overall_Survival,0.8,0.6,11.85937292464309,0.3078347115875911,10.984334153599454,11.829443781220972,10.691636315862908,10.0
robust_reg,dlt_only,all_constraints,0.8,0.6,0.9520504385964912,0.017806727214381982,0.9166666666666666,0.9354166666666667,0.6986513157894738,10.0
robust_reg,all_constraints,Any_DLT,0.8,0.6,0.9882374505290311,0.013629143547848563,0.9578947368421052,0.9762242562929062,0.8720058162107651,10.0
robust_reg,all_constraints,Blood,0.8,0.6,0.9892646413323863,0.016492206850286885,0.9473684210526315,0.9753820033955858,0.8718665539655163,10.0
robust_reg,all_constraints,Constitutional,0.8,0.6,0.9639461269853546,0.017653791272587926,0.9354838709677419,0.9456760466712423,0.8874062455031874,10.0
robust_reg,all_constraints,Infection,0.8,0.6,0.9957325115031619,0.0055101907451688805,0.9891304347826086,0.9892356241234221,0.8884678553898266,10.0
robust_reg,all_constraints,Gastrointestinal,0.8,0.6,0.9967130987292278,0.0073301223535922186,0.978494623655914,0.9876221896383187,0.8806971692717782,10.0
robust_reg,all_constraints,Overall_Survival,0.8,0.6,11.832611630526,0.2184070305412802,11.228811839552376,11.732175776583606,10.739274859955545,10.0
robust_reg,all_constraints,all_constraints,0.8,0.6,0.9552549366564763,0.01905575877386787,0.9247311827956989,0.935631013016412,0.7220486748246792,10.0
cp,dlt_only,Any_DLT,0.8,0.6,1.0,0.0,1.0,1.0,0.8540131578947369,10.0
cp,dlt_only,Blood,0.8,0.6,1.0,0.0,1.0,1.0,0.8748684210526315,10.0
cp,dlt_only,Constitutional,0.8,0.6,0.9499451754385964,0.019525977901524955,0.9166666666666666,0.9260416666666667,0.8654934210526315,10.0
cp,dlt_only,Infection,0.8,0.6,1.0,0.0,1.0,1.0,0.8644407894736842,10.0
cp,dlt_only,Gastrointestinal,0.8,0.6,1.0,0.0,1.0,1.0,0.8644407894736842,10.0
cp,dlt_only,Overall_Survival,0.8,0.6,11.84335298164214,0.28402822881809114,11.049064625301435,11.733140111729012,10.691636315862908,10.0
cp,dlt_only,all_constraints,0.8,0.6,0.9499451754385964,0.019525977901524955,0.9166666666666666,0.9260416666666667,0.6986513157894738,10.0
cp,all_constraints,Any_DLT,0.8,0.6,0.9871265705828149,0.016521235844916424,0.9578947368421052,0.9664416475972539,0.8720058162107651,10.0
cp,all_constraints,Blood,0.8,0.6,0.9849742669227266,0.016706103286269744,0.9473684210526315,0.9653890160183066,0.8718665539655163,10.0
cp,all_constraints,Constitutional,0.8,0.6,0.9760146898098064,0.01420767361838596,0.956989247311828,0.9574010523907573,0.8874062455031874,10.0
cp,all_constraints,Infection,0.8,0.6,0.9871608955256066,0.021028850116388716,0.9368421052631579,0.9646519524617997,0.8884678553898266,10.0
cp,all_constraints,Gastrointestinal,0.8,0.6,0.9967741935483871,0.010200895677962505,0.967741935483871,0.9967741935483871,0.8806971692717782,10.0
cp,all_constraints,Overall_Survival,0.8,0.6,11.697876773084795,0.2226622870630567,11.164490621786646,11.43618802409522,10.739274859955545,10.0
cp,all_constraints,all_constraints,0.8,0.6,0.9609889567325329,0.022319110512299824,0.9263157894736842,0.9345670628183361,0.7220486748246792,10.0
