method,constraint_mode,outcome,frac,rhs,prescribed_mean,prescribed_sd,worst_case,low_quantile,given_mean,n_realizations
nominal,all_constraints,Blood,0.4,0.6,0.9181094764903067,0.15276800664382656,0.5652173913043478,0.7075855689176689,0.8764334365070299,10.0
nominal,all_constraints,Constitutional,0.4,0.6,0.960846643598748,0.018962376626156796,0.9302325581395349,0.9367732558139535,0.8855259445401413,10.0
nominal,all_constraints,Infection,0.4,0.6,0.9550078083813276,0.08690386137133578,0.7340425531914894,0.8755781683626271,0.8854173465861521,10.0
nominal,all_constraints,Gastrointestinal,0.4,0.6,0.991383448878697,0.009971989604841231,0.978021978021978,0.9782369804108935,0.8731353760168318,10.0
nominal,all_constraints,Overall_Survival,0.4,0.6,11.490884560907382,0.6238516238061308,10.453630261099915,10.687631931946463,10.725561687201216,10.0
nominal,all_constraints,all_constraints,0.4,0.6,0.8650209177258923,0.17490715873251303,0.4891304347826087,0.5850832562442183,0.7206754481845568,10.0
robust_reg,dlt_only,Any_DLT,0.4,0.6,0.9568421052631578,0.09315772954027707,0.7263157894736842,0.84,0.8600908639371202,10.0
robust_reg,dlt_only,Blood,0.4,0.6,0.8936842105263159,0.2268767697154196,0.3684210526315789,0.5578947368421053,0.8736609281038795,10.0
robust_reg,dlt_only,Constitutional,0.4,0.6,0.947342817443231,0.029087235646794034,0.90625,0.915625,0.8742370541668076,10.0
robust_reg,dlt_only,Infection,0.4,0.6,0.9368421052631579,0.1332409652354212,0.6736842105263158,0.6926315789473685,0.8741039149947669,10.0
robust_reg,dlt_only,Gastrointestinal,0.4,0.6,0.9989473684210527,0.0033287133264930414,0.9894736842105263,0.9989473684210526,0.8720744860128076,10.0
robust_reg,dlt_only,Overall_Survival,0.4,0.6,11.877863744954574,0.41092820227019144,10.993554667321119,11.425856301453502,10.706942070302993,10.0
robust_reg,dlt_only,all_constraints,0.4,0.6,0.8399743963905998,0.23136155709985673,0.30526315789473685,0.5042105263157894,0.7096306218483058,10.0
robust_reg,all_constraints,Any_DLT,0.4,0.6,0.9859163160355306,0.03238032083417596,0.9021739130434783,0.951507713884993,0.8656139181788488,10.0
robust_reg,all_constraints,Blood,0.4,0.6,0.944762332498122,0.11652137236444,0.6739130434782609,0.7738429172510519,0.8764334365070299,10.0
robust_reg,all_constraints,Constitutional,0.4,0.6,0.9522765700076554,0.019847850024985802,0.9148936170212766,0.9286986640277091,0.8855259445401413,10.0
robust_reg,all_constraints,Infection,0.4,0.6,0.9793680497554774,0.03832297789347039,0.9021739130434783,0.9127980364656382,0.8854173465861521,10.0
robust_reg,all_constraints,Gastrointestinal,0.4,0.6,0.9956636047449511,0.007552363751777034,0.978494623655914,0.9879593524754815,0.8731353760168318,10.0
robust_reg,all_constraints,Overall_Survival,0.4,0.6,11.705819557851594,0.4121105564848299,10.946705460704248,10.995856640155525,10.725561687201216,10.0
robust_reg,all_constraints,all_constraints,0.4,0.6,0.8948166627738855,0.1181262813810838,0.6195652173913043,0.7296984572230014,0.7206754481845568,10.0
cp,dlt_only,Any_DLT,0.4,0.6,0.9884978070175439,0.02531290630250968,0.9270833333333334,0.9548135964912281,0.8600908639371202,10.0
cp,dlt_only,Blood,0.4,0.6,0.9620713484292125,0.07148423914941014,0.8229166666666666,0.8307127192982456,0.8736609281038795,10.0
cp,dlt_only,Constitutional,0.4,0.6,0.9332584294463985,0.026984457050719838,0.90625,0.90625,0.8742370541668076,10.0
cp,dlt_only,Infection,0.4,0.6,0.9770175438596491,0.05424713463291687,0.8333333333333334,0.9264912280701755,0.8741039149947669,10.0
cp,dlt_only,Gastrointestinal,0.4,0.6,0.9968187452326468,0.005123517645906295,0.9891304347826086,0.9894393592677345,0.8720744860128076,10.0
cp,dlt_only,Overall_Survival,0.4,0.6,11.421707312547127,0.628497026442942,10.483872948297075,10.524937249708598,10.706942070302993,10.0
cp,dlt_only,all_constraints,0.4,0.6,0.8932574094545584,0.09140497546717655,0.6979166666666666,0.7518969298245615,0.7096306218483058,10.0
cp,all_constraints,Any_DLT,0.4,0.6,0.9956022713543554,0.009274024557221436,0.9775280898876404,0.9783979702790866,0.8656139181788488,10.0
cp,all_constraints,Blood,0.4,0.6,0.9694978716623914,0.04707779671690755,0.8804347826086957,0.8912692847124825,0.8764334365070299,10.0
cp,all_constraints,Constitutional,0.4,0.6,0.9547463967840963,0.024273636405912107,0.9148936170212766,0.9352393617021276,0.8855259445401413,10.0
cp,all_constraints,Infection,0.4,0.6,0.9814897383462997,0.027661474122582196,0.9247311827956989,0.9419113205267609,0.8854173465861521,10.0
cp,all_constraints,Gastrointestinal,0.4,0.6,0.9945990285888419,0.009217212545772038,0.978021978021978,0.9784473590925205,0.8731353760168318,10.0
cp,all_constraints,Overall_Survival,0.4,0.6,11.394440247668243,0.6134116158541438,10.239177051956654,10.666186611032137,10.725561687201216,10.0
cp,all_constraints,all_constraints,0.4,0.6,0.9177433259585277,0.049187615650218834,0.8260869565217391,0.8664796633941094,0.7206754481845568,10.0
nominal,dlt_only,Any_DLT,0.5,0.6,0.9524731182795699,0.12608522249417783,0.6,0.892258064516129,0.8553870416731453,10.0
nominal,dlt_only,Blood,0.5,0.6,0.887719298245614,0.25645258546837335,0.22105263157894736,0.6221052631578947,0.8753889230925482,10.0
nominal,dlt_only,Constitutional,0.5,0.6,0.9504398369192204,0.024131818179491726,0.9052631578947369,0.9155263157894736,0.8733964027653659,10.0
nominal,dlt_only,Infection,0.5,0.6,0.9250820599886815,0.20844693313050464,0.3368421052631579,0.8562648556876061,0.8702161116119503,10.0
nominal,dlt_only,Gastrointestinal,0.5,0.6,0.9989473684210527,0.0033287133264930414,0.9894736842105263,0.9989473684210526,0.864873354297908,10.0
nominal,dlt_only,Overall_Survival,0.5,0.6,11.824860061742502,0.4651939081873542,10.974129817445325,10.989759214462289,10.694104689310311,10.0
nominal,dlt_only,all_constraints,0.5,0.6,0.8433996558213146,0.25929660477209765,0.17894736842105263,0.559830220713073,0.7076259566117855,10.0
nominal,all_constraints,Any_DLT,0.5,0.6,0.9649259411041508,0.09015878772230967,0.7126436781609196,0.9238959467634603,0.8755042950889823,10.0
nominal,all_constraints,Blood,0.5,0.6,0.8882557332042497,0.24816196820439543,0.25287356321839083,0.6126557773744707,0.879307174191062,10.0
nominal,all_constraints,Constitutional,0.5,0.6,0.9655669057276952,0.02859886445067792,0.9247311827956989,0.935631013016412,0.8936691912539529,10.0
nominal,all_constraints,Infection,0.5,0.6,0.9305893202307705,0.18747099719566446,0.40229885057471265,0.8644404113732607,0.8934513686623694,10.0
nominal,all_constraints,Gastrointestinal,0.5,0.6,0.9988636363636363,0.003593497341100428,0.9886363636363636,0.9988636363636364,0.8810528121464476,10.0
nominal,all_constraints,Overall_Survival,0.5,0.6,11.798177870247867,0.4545106774195793,10.934962076697905,11.032125194643498,10.754807543250386,10.0
nominal,all_constraints,all_constraints,0.5,0.6,0.8470585798054657,0.25758004594817696,0.20689655172413793,0.5322686025408349,0.7332662775451692,10.0
robust_reg,dlt_only,Any_DLT,0.5,0.6,0.9298245614035088,0.14532134326396623,0.6421052631578947,0.6642105263157895,0.8553870416731453,10.0
robust_reg,dlt_only,Blood,0.5,0.6,0.8510469722693831,0.3035167161049616,0.24731182795698925,0.2994680249009621,0.8753889230925482,10.0
robust_reg,dlt_only,Constitutional,0.5,0.6,0.9524895681020162,0.025313531772004842,0.90625,0.9148355263157895,0.8733964027653659,10.0
robust_reg,dlt_only,Infection,0.5,0.6,0.8926881720430107,0.2251598567855739,0.4105263157894737,0.5152461799660442,0.8702161116119503,10.0
robust_reg,dlt_only,Gastrointestinal,0.5,0.6,0.991578947368421,0.02662970661194426,0.9157894736842105,0.991578947368421,0.864873354297908,10.0
robust_reg,dlt_only,Overall_Survival,0.5,0.6,11.83539657934343,0.4853443610046921,10.984289763722643,10.996650884567048,10.694104689310311,10.0
robust_reg,dlt_only,all_constraints,0.5,0.6,0.8004012828728143,0.3273179599798412,0.16842105263157894,0.19103565365025466,0.7076259566117855,10.0
robust_reg,all_constraints,Any_DLT,0.5,0.6,0.9602661826981246,0.084280577585865,0.7816091954022989,0.8171082879612825,0.8755042950889823,10.0
robust_reg,all_constraints,Blood,0.5,0.6,0.8824319419237749,0.2478564250939978,0.4105263157894737,0.41346642468239564,0.879307174191062,10.0
robust_reg,all_constraints,Constitutional,0.5,0.6,0.9707251172853418,0.02169287216287195,0.9263157894736842,0.9521821407451212,0.8936691912539529,10.0
robust_reg,all_constraints,Infection,0.5,0.6,0.9288566243194193,0.15620126868303905,0.5517241379310345,0.7183303085299455,0.8934513686623694,10.0
robust_reg,all_constraints,Gastrointestinal,0.5,0.6,0.9874792388494746,0.02889671260734839,0.9080459770114943,0.970350052246604,0.8810528121464476,10.0
robust_reg,all_constraints,Overall_Survival,0.5,0.6,11.777097493369636,0.43312868624341705,10.997451353289655,11.018925361220642,10.754807543250386,10.0
robust_reg,all_constraints,all_constraints,0.5,0.6,0.8370912284881138,0.2869341376107444,0.25287356321839083,0.32844525105868116,0.7332662775451692,10.0
cp,dlt_only,Any_DLT,0.5,0.6,0.9946689303904923,0.010424257728501604,0.967741935483871,0.9873005093378607,0.8553870416731453,10.0
cp,dlt_only,Blood,0.5,0.6,0.9765251839275608,0.050211857477398945,0.8494623655913979,0.9186304470854556,0.8753889230925482,10.0
cp,dlt_only,Constitutional,0.5,0.6,0.9547523819751254,0.021258247037626937,0.9166666666666666,0.9260416666666667,0.8733964027653659,10.0
cp,dlt_only,Infection,0.5,0.6,0.9946462931522355,0.013638615116991274,0.956989247311828,0.9862252405206564,0.8702161116119503,10.0
cp,dlt_only,Gastrointestinal,0.5,0.6,0.9989473684210527,0.0033287133264930414,0.9894736842105263,0.9989473684210526,0.864873354297908,10.0
cp,dlt_only,Overall_Survival,0.5,0.6,11.52573683125164,0.4749586138717576,10.664014210023009,10.916269917379621,10.694104689310311,10.0
cp,dlt_only,all_constraints,0.5,0.6,0.930179659847225,0.056491828575000756,0.7849462365591398,0.8932314657611772,0.7076259566117855,10.0
cp,all_constraints,Any_DLT,0.5,0.6,0.9946236559139784,0.017001492796604175,0.946236559139785,0.9946236559139785,0.8755042950889823,10.0
cp,all_constraints,Blood,0.5,0.6,0.9475653006105613,0.09893144353827746,0.6947368421052632,0.8597175866495507,0.879307174191062,10.0
cp,all_constraints,Constitutional,0.5,0.6,0.9763483355617948,0.01958281023180217,0.9375,0.9550403225806452,0.8936691912539529,10.0
cp,all_constraints,Infection,0.5,0.6,0.981234005548884,0.033326679728651436,0.9032258064516129,0.946420141620771,0.8934513686623694,10.0
cp,all_constraints,Gastrointestinal,0.5,0.6,0.997811004784689,0.004619025329825634,0.9886363636363636,0.98938995215311,0.8810528121464476,10.0
cp,all_constraints,Overall_Survival,0.5,0.6,11.289586335063735,0.6159394740466215,10.525637903793102,10.531586236172846,10.754807543250386,10.0
cp,all_constraints,all_constraints,0.5,0.6,0.9142203964748719,0.11095838296589014,0.6421052631578947,0.7996943972835314,0.7332662775451692,10.0
nominal,dlt_only,Any_DLT,0.6,0.6,0.983157894736842,0.05325941322388848,0.8315789473684211,0.9831578947368421,0.8552098997493734,10.0
nominal,dlt_only,Blood,0.6,0.6,0.9494736842105264,0.1597782396716655,0.49473684210526314,0.9494736842105264,0.8751026604973973,10.0
nominal,dlt_only,Constitutional,0.6,0.6,0.9529337767495661,0.02501683389912641,0.9166666666666666,0.9166666666666666,0.866804631771737,10.0
nominal,dlt_only,Infection,0.6,0.6,0.9757894736842105,0.0765604065093397,0.7578947368421053,0.9757894736842105,0.866804631771737,10.0
nominal,dlt_only,Gastrointestinal,0.6,0.6,0.9852631578947368,0.046601986570902434,0.8526315789473684,0.9852631578947368,0.8646530990938885,10.0
nominal,dlt_only,Overall_Survival,0.6,0.6,11.881670202662992,0.3225370006940749,10.97369550176333,11.83908122870786,10.69326790719741,10.0
nominal,dlt_only,all_constraints,0.6,0.6,0.8887232504337768,0.20651847327950687,0.30526315789473685,0.8555263157894737,0.7010228696741855,10.0
nominal,all_constraints,Any_DLT,0.6,0.6,0.9832890070921987,0.038732895258173236,0.875,0.9683510638297872,0.8650859233953441,10.0
nominal,all_constraints,Blood,0.6,0.6,0.9492233505265422,0.14205712979718355,0.5454545454545454,0.9353965183752417,0.8766947189694794,10.0
nominal,all_constraints,Constitutional,0.6,0.6,0.959606153944962,0.021094896264904066,0.9270833333333334,0.9364583333333334,0.8792101433543754,10.0
nominal,all_constraints,Infection,0.6,0.6,0.9729892005157963,0.07452193445358346,0.7613636363636364,0.9665618955512573,0.8813978523834661,10.0
nominal,all_constraints,Gastrointestinal,0.6,0.6,0.984090909090909,0.050308962775406016,0.8409090909090909,0.9840909090909091,0.8735791139593012,10.0
nominal,all_constraints,Overall_Survival,0.6,0.6,11.813251517985137,0.3014554522782834,11.002826541923495,11.609265126161167,10.711990365659444,10.0
nominal,all_constraints,all_constraints,0.6,0.6,0.8939117095005175,0.19980741116469025,0.32954545454545453,0.8485795454545455,0.7162407374820907,10.0
robust_reg,dlt_only,Any_DLT,0.6,0.6,0.9392848708309234,0.1290164955306321,0.6354166666666666,0.7551206140350877,0.8552098997493734,10.0
robust_reg,dlt_only,Blood,0.6,0.6,0.8828728070175439,0.25602805795246436,0.2708333333333333,0.5291885964912281,0.8751026604973973,10.0
robust_reg,dlt_only,Constitutional,0.6,0.6,0.9476353142471563,0.03100735594792948,0.8958333333333334,0.9137938596491227,0.866804631771737,10.0
robust_reg,dlt_only,Infection,0.6,0.6,0.9236513157894738,0.16610075683398254,0.53125,0.6878618421052631,0.866804631771737,10.0
robust_reg,dlt_only,Gastrointestinal,0.6,0.6,0.971543642760748,0.08258578045214472,0.7368421052631579,0.963794100636206,0.8646530990938885,10.0
robust_reg,dlt_only,Overall_Survival,0.6,0.6,11.885055578530844,0.330579218571797,10.986412204763825,11.787265178767765,10.69326790719741,10.0
robust_reg,dlt_only,all_constraints,0.6,0.6,0.8104752265278581,0.3121034923095679,0.19791666666666666,0.23768640350877193,0.7010228696741855,10.0
robust_reg,all_constraints,Any_DLT,0.6,0.6,0.9588961206089724,0.06782079524159099,0.8295454545454546,0.8329545454545455,0.8650859233953441,10.0
robust_reg,all_constraints,Blood,0.6,0.6,0.8992772904992489,0.18476825522117746,0.53125,0.5644886363636364,0.8766947189694794,10.0
robust_reg,all_constraints,Constitutional,0.6,0.6,0.9575019865918367,0.019674295528995037,0.9166666666666666,0.9354166666666667,0.8792101433543754,10.0
robust_reg,all_constraints,Infection,0.6,0.6,0.945755404941661,0.1006979754838839,0.75,0.759375,0.8813978523834661,10.0
robust_reg,all_constraints,Gastrointestinal,0.6,0.6,0.9875,0.03952847075210474,0.875,0.9875,0.8735791139593012,10.0
robust_reg,all_constraints,Overall_Survival,0.6,0.6,11.822840645149645,0.2952585364312831,11.023194865535274,11.66995624350451,10.711990365659444,10.0
robust_reg,all_constraints,all_constraints,0.6,0.6,0.8451980391800603,0.22900428010815624,0.38636363636363635,0.4323863636363636,0.7162407374820907,10.0
cp,dlt_only,Any_DLT,0.6,0.6,0.9884429824561403,0.025999109835787522,0.9157894736842105,0.9821052631578947,0.8552098997493734,10.0
cp,dlt_only,Blood,0.6,0.6,0.9684320175438597,0.09257053838933084,0.7052631578947368,0.9610526315789474,0.8751026604973973,10.0
cp,dlt_only,Constitutional,0.6,0.6,0.957981371698477,0.022094136806634083,0.9166666666666666,0.9260416666666667,0.866804631771737,10.0
cp,dlt_only,Infection,0.6,0.6,0.9821162280701754,0.04938709368808599,0.8421052631578947,0.9747368421052631,0.866804631771737,10.0
cp,dlt_only,Gastrointestinal,0.6,0.6,0.9916008771929825,0.01972162072786923,0.9368421052631579,0.9843092105263158,0.8646530990938885,10.0
cp,dlt_only,Overall_Survival,0.6,0.6,11.800292373155793,0.3041341871503729,10.957405666891631,11.688197789837886,10.69326790719741,10.0
cp,dlt_only,all_constraints,0.6,0.6,0.9211611962598806,0.10423960517027642,0.631578947368421,0.8787828947368421,0.7010228696741855,10.0
cp,all_constraints,Any_DLT,0.6,0.6,0.9882696647324307,0.026274691855935322,0.9148936170212766,0.9812620889748549,0.8650859233953441,10.0
cp,all_constraints,Blood,0.6,0.6,0.9726477541371159,0.04536165366425617,0.875,0.9013297872340426,0.8766947189694794,10.0
cp,all_constraints,Constitutional,0.6,0.6,0.9638322894488212,0.01873699355438133,0.9270833333333334,0.9364583333333334,0.8792101433543754,10.0
cp,all_constraints,Infection,0.6,0.6,0.98703860412637,0.027555631852028417,0.9148936170212766,0.9608075435203095,0.8813978523834661,10.0
cp,all_constraints,Gastrointestinal,0.6,0.6,0.9978945035460993,0.004439083650324459,0.9893617021276596,0.989561170212766,0.8735791139593012,10.0
cp,all_constraints,Overall_Survival,0.6,0.6,11.547339637124582,0.2910829124200293,11.00266197223472,11.101513720252395,10.711990365659444,10.0
cp,all_constraints,all_constraints,0.6,0.6,0.9322247244370008,0.04811912918572402,0.851063829787234,0.852151837524178,0.7162407374820907,10.0
nominal,dlt_only,Any_DLT,0.7,0.6,1.0,0.0,1.0,1.0,0.8536520611986635,10.0
nominal,dlt_only,Blood,0.7,0.6,1.0,0.0,1.0,1.0,0.8736878294594816,10.0
nominal,dlt_only,Constitutional,0.7,0.6,0.9526811230528318,0.01921988215961097,0.9166666666666666,0.9354166666666667,0.8747770657507807,10.0
nominal,dlt_only,Infection,0.7,0.6,1.0,0.0,1.0,1.0,0.8677825556041114,10.0
nominal,dlt_only,Gastrointestinal,0.7,0.6,1.0,0.0,1.0,1.0,0.8667187258168774,10.0
nominal,dlt_only,Overall_Survival,0.7,0.6,11.85582836374079,0.30647586728449816,10.989352917801787,11.772842598691497,10.705179928423258,10.0
nominal,dlt_only,all_constraints,0.7,0.6,0.9526811230528318,0.01921988215961097,0.9166666666666666,0.9354166666666667,0.7083933586886261,10.0
nominal,all_constraints,Any_DLT,0.7,0.6,0.9868643339163112,0.0177430772804414,0.9550561797752809,0.9572077456371026,0.8703059984241662,10.0
nominal,all_constraints,Blood,0.7,0.6,0.9879866432357091,0.015935379506557438,0.9550561797752809,0.966782213722209,0.87330956479487,10.0
nominal,all_constraints,Constitutional,0.7,0.6,0.9654949251668976,0.012099866432871892,0.945054945054945,0.956207622165069,0.8823994098338577,10.0
nominal,all_constraints,Infection,0.7,0.6,0.9901740685285609,0.011014861860914237,0.9662921348314607,0.9774802773129333,0.8844680340078735,10.0
nominal,all_constraints,Gastrointestinal,0.7,0.6,0.9967014635960367,0.00531322703454826,0.9887640449438202,0.9888764044943821,0.8778837270804457,10.0
nominal,all_constraints,Overall_Survival,0.7,0.6,11.815707135849271,0.30591103414512083,10.962109829552274,11.742186205184518,10.720272182258025,10.0
nominal,all_constraints,all_constraints,0.7,0.6,0.9513178257125482,0.008978280899949113,0.9361702127659575,0.9430552235237868,0.7189091620254642,10.0
robust_reg,dlt_only,Any_DLT,0.7,0.6,0.9989583333333334,0.00329403922934205,0.9895833333333334,0.9989583333333334,0.8536520611986635,10.0
robust_reg,dlt_only,Blood,0.7,0.6,1.0,0.0,1.0,1.0,0.8736878294594816,10.0
robust_reg,dlt_only,Constitutional,0.7,0.6,0.9505534634783638,0.01969752489421679,0.9166666666666666,0.9260416666666667,0.8747770657507807,10.0
robust_reg,dlt_only,Infection,0.7,0.6,1.0,0.0,1.0,1.0,0.8677825556041114,10.0
robust_reg,dlt_only,Gastrointestinal,0.7,0.6,0.9989583333333334,0.00329403922934205,0.9895833333333334,0.9989583333333334,0.8667187258168774,10.0
robust_reg,dlt_only,Overall_Survival,0.7,0.6,11.85474361672293,0.30554351829130616,10.989352917801787,11.784882351187232,10.705179928423258,10.0
robust_reg,dlt_only,all_constraints,0.7,0.6,0.9505534634783638,0.01969752489421679,0.9166666666666666,0.9260416666666667,0.7083933586886261,10.0
robust_reg,all_constraints,Any_DLT,0.7,0.6,0.9867944656752741,0.014715950107740714,0.9555555555555556,0.9652184769038702,0.8703059984241662,10.0
robust_reg,all_constraints,Blood,0.7,0.6,0.9858826662640345,0.015481017541449048,0.9662921348314607,0.9666292134831461,0.87330956479487,10.0
robust_reg,all_constraints,Constitutional,0.7,0.6,0.9688147551981059,0.018525398374424063,0.9444444444444444,0.9470760233918128,0.8823994098338577,10.0
robust_reg,all_constraints,Infection,0.7,0.6,0.9933556458681967,0.009392489068090384,0.9775280898876404,0.977752808988764,0.8844680340078735,10.0
