method,constraint_mode,outcome,rhs,prescribed_mean,prescribed_sd,worst_case,low_quantile,given_mean,n_realizations
cp,dlt_only,Any_DLT,0.6,0.9926301641199775,0.018368435596876474,0.9270833333333334,0.9862252405206564,0.8553045415959254,20.0
cp,dlt_only,Blood,0.6,0.9731248231465761,0.07247323412847688,0.71875,0.916479909451047,0.8751959535936615,20.0
cp,dlt_only,Constitutional,0.6,0.9440092671194116,0.026717590298344838,0.8958333333333334,0.9145833333333333,0.8684477574985852,20.0
cp,dlt_only,Infection,0.6,0.9874105121675155,0.04291218500707308,0.8125,0.9851499717034522,0.8679214417091116,20.0
cp,dlt_only,Gastrointestinal,0.6,0.9984320175438596,0.003829565272382566,0.9894736842105263,0.9895833333333334,0.8652559069043576,20.0
cp,dlt_only,Overall_Survival,0.6,11.673752646583162,0.44471372530189096,10.664014210023009,10.929904770516806,10.692110202893064,20.0
cp,dlt_only,all_constraints,0.6,0.9191893039049237,0.07359735678125924,0.6770833333333334,0.8825940860215055,0.7027629810413127,20.0
cp,all_constraints,Any_DLT,0.6,0.9967741935483871,0.012135227820362028,0.946236559139785,0.9989247311827957,0.8680982737466802,20.0
cp,all_constraints,Blood,0.6,0.976167774061466,0.06900818281747659,0.6947368421052632,0.9704901960784313,0.8779868398935445,20.0
cp,all_constraints,Constitutional,0.6,0.966882625904727,0.028192934052641914,0.8924731182795699,0.9354166666666667,0.8819091807381205,20.0
cp,all_constraints,Infection,0.6,0.9919413988322272,0.013341434859012546,0.9578947368421052,0.9756985294117647,0.8829218890573269,20.0
cp,all_constraints,Gastrointestinal,0.6,0.9935809410218903,0.014869130825478688,0.9468085106382979,0.9855865651806209,0.8739487099429908,20.0
cp,all_constraints,Overall_Survival,0.6,11.369707997598818,0.5558548708955942,10.50991034404105,10.525212931179546,10.72443100278547,20.0
cp,all_constraints,all_constraints,0.6,0.9371749319705154,0.07630233784148326,0.6421052631578947,0.9037970430107527,0.7198042771544748,20.0
