outcome,constraint_mode,given_mean,given_sd,prescribed_mean,prescribed_sd,pct_change,n_test,n_prescribed_eval,mean_solve_time,solve_time_sd,method,n_method_feasible,realization,subsample_seed,rhs
Any_DLT,dlt_only,0.8541666666666666,0.35479176002615415,1.0,0.0,17.07317073170732,96,96,0.034152661760648094,0.04010002163044246,cp,96,0,1042,0.6
Blood,dlt_only,0.875,0.33245498310218435,0.96875,0.17490598978639324,10.714285714285714,96,96,0.034152661760648094,0.04010002163044246,cp,96,0,1042,0.6
Constitutional,dlt_only,0.8645833333333334,0.34396424742808945,0.9583333333333334,0.20087527770480487,10.843373493975903,96,96,0.034152661760648094,0.04010002163044246,cp,96,0,1042,0.6
Infection,dlt_only,0.8645833333333334,0.34396424742808945,0.9791666666666666,0.143575886163796,13.253012048192762,96,96,0.034152661760648094,0.04010002163044246,cp,96,0,1042,0.6
Gastrointestinal,dlt_only,0.8645833333333334,0.3439642474280894,0.9583333333333334,0.20087527770480484,10.843373493975903,96,96,0.034152661760648094,0.04010002163044246,cp,96,0,1042,0.6
Overall_Survival,dlt_only,10.690597206168823,1.779425762099106,11.254438882120803,1.1587185735999923,5.274183145041005,96,96,0.034152661760648094,0.04010002163044246,cp,96,0,1042,0.6
all_constraints,dlt_only,0.6979166666666666,0.4615714956689105,0.8854166666666666,0.320190458671962,26.865671641791046,96,96,0.034152661760648094,0.04010002163044246,cp,96,0,1042,0.6
Any_DLT,all_constraints,0.8631578947368421,0.34550383548659225,1.0,0.0,15.853658536585364,96,95,0.08894335726896922,0.037849204260437856,cp,95,0,1042,0.6
Blood,all_constraints,0.8736842105263158,0.33396729560733096,1.0,0.0,14.457831325301198,96,95,0.08894335726896922,0.037849204260437856,cp,95,0,1042,0.6
Constitutional,all_constraints,0.8736842105263158,0.333967295607331,0.9789473684210527,0.1443214031708876,12.048192771084336,96,95,0.08894335726896922,0.037849204260437856,cp,95,0,1042,0.6
Infection,all_constraints,0.8736842105263158,0.333967295607331,1.0,0.0,14.457831325301198,96,95,0.08894335726896922,0.037849204260437856,cp,95,0,1042,0.6
Gastrointestinal,all_constraints,0.8736842105263158,0.333967295607331,1.0,0.0,14.457831325301198,96,95,0.08894335726896922,0.037849204260437856,cp,95,0,1042,0.6
Overall_Survival,all_constraints,10.69538766650208,1.7882433245560843,11.445226255758097,1.3560621216735953,7.010859378239359,96,95,0.08894335726896922,0.037849204260437856,cp,95,0,1042,0.6
all_constraints,all_constraints,0.7052631578947368,0.4583430892442982,0.9789473684210527,0.1443214031708876,38.805970149253746,96,95,0.08894335726896922,0.037849204260437856,cp,95,0,1042,0.6
Any_DLT,dlt_only,0.8541666666666666,0.35479176002615415,0.9270833333333334,0.2613645031536837,8.536585365853668,96,96,0.051143904527028404,0.04416450699754876,cp,96,1,2042,0.6
Blood,dlt_only,0.875,0.33245498310218435,0.7708333333333334,0.42250298452179547,-11.9047619047619,96,96,0.051143904527028404,0.04416450699754876,cp,96,1,2042,0.6
Constitutional,dlt_only,0.8645833333333334,0.34396424742808945,0.9791666666666666,0.143575886163796,13.253012048192762,96,96,0.051143904527028404,0.04416450699754876,cp,96,1,2042,0.6
Infection,dlt_only,0.8645833333333334,0.34396424742808945,0.84375,0.36499819754421575,-2.4096385542168717,96,96,0.051143904527028404,0.04416450699754876,cp,96,1,2042,0.6
Gastrointestinal,dlt_only,0.8645833333333334,0.3439642474280894,1.0,0.0,15.662650602409633,96,96,0.051143904527028404,0.04416450699754876,cp,96,1,2042,0.6
Overall_Survival,dlt_only,10.690597206168823,1.779425762099106,11.858777072677048,1.196090107170679,10.92717127004044,96,96,0.051143904527028404,0.04416450699754876,cp,96,1,2042,0.6
all_constraints,dlt_only,0.6979166666666666,0.4615714956689105,0.7395833333333334,0.44116572054326264,5.970149253731354,96,96,0.051143904527028404,0.04416450699754876,cp,96,1,2042,0.6
Any_DLT,all_constraints,0.8631578947368421,0.34550383548659225,0.9157894736842105,0.27917652063748477,6.097560975609749,96,95,0.10232024639844894,0.1009690733197065,cp,95,1,2042,0.6
Blood,all_constraints,0.8736842105263158,0.33396729560733096,0.7684210526315789,0.42407926745360525,-12.04819277108435,96,95,0.10232024639844894,0.1009690733197065,cp,95,1,2042,0.6
Constitutional,all_constraints,0.8736842105263158,0.333967295607331,0.9473684210526315,0.22448148540588725,8.433734939759024,96,95,0.10232024639844894,0.1009690733197065,cp,95,1,2042,0.6
Infection,all_constraints,0.8736842105263158,0.333967295607331,0.9052631578947369,0.2944047080786205,3.6144578313252995,96,95,0.10232024639844894,0.1009690733197065,cp,95,1,2042,0.6
Gastrointestinal,all_constraints,0.8736842105263158,0.333967295607331,0.9894736842105263,0.10259783520851543,13.25301204819276,96,95,0.10232024639844894,0.1009690733197065,cp,95,1,2042,0.6
Overall_Survival,all_constraints,10.735931318339748,1.7322367987232548,11.786023193489592,1.3795309216299878,9.781097177438307,96,95,0.10232024639844894,0.1009690733197065,cp,95,1,2042,0.6
all_constraints,all_constraints,0.7052631578947368,0.4583430892442982,0.7157894736842105,0.4534303740855228,1.4925373134328406,96,95,0.10232024639844894,0.1009690733197065,cp,95,1,2042,0.6
Any_DLT,dlt_only,0.8526315789473684,0.3563533105934119,1.0,0.0,17.283950617283953,96,95,0.20737353960673013,0.23130164758881458,cp,95,2,3042,0.6
Blood,dlt_only,0.8736842105263158,0.333967295607331,1.0,0.0,14.457831325301198,96,95,0.20737353960673013,0.23130164758881458,cp,95,2,3042,0.6
Constitutional,dlt_only,0.8736842105263158,0.333967295607331,0.9263157894736842,0.2626422720087394,6.024096385542162,96,95,0.20737353960673013,0.23130164758881458,cp,95,2,3042,0.6
Infection,dlt_only,0.8631578947368421,0.3455038354865923,1.0,0.0,15.853658536585364,96,95,0.20737353960673013,0.23130164758881458,cp,95,2,3042,0.6
Gastrointestinal,dlt_only,0.8631578947368421,0.3455038354865923,1.0,0.0,15.853658536585364,96,95,0.20737353960673013,0.23130164758881458,cp,95,2,3042,0.6
