method,constraint_mode,outcome,rhs,prescribed_mean,prescribed_sd,worst_case,low_quantile,given_mean,n_realizations
robust_reg,all_constraints,Overall_Survival,0.6,11.727675790223605,0.36327929809559933,10.51910723857329,11.266399670115732,10.73290376198482,30.0
robust_reg,all_constraints,all_constraints,0.6,0.885169066869494,0.1826464423777433,0.26436781609195403,0.6421820880752103,0.7204089388043967,30.0
cp,dlt_only,Any_DLT,0.6,0.9594583190672663,0.043390399925650996,0.851063829787234,0.895497311827957,0.8545073826679239,30.0
cp,dlt_only,Blood,0.6,0.9073949886578223,0.11953874341059205,0.5416666666666666,0.7541180507892931,0.8750943933745419,30.0
cp,dlt_only,Constitutional,0.6,0.9365000099906096,0.022737863968005652,0.875,0.9132056451612903,0.8671232157163719,30.0
cp,dlt_only,Infection,0.6,0.9426200592072325,0.06376642102351109,0.7956989247311828,0.840625,0.8656969868146636,30.0
cp,dlt_only,Gastrointestinal,0.6,0.974548228337697,0.038494622578296916,0.8229166666666666,0.9364583333333334,0.8649762450350159,30.0
cp,dlt_only,Overall_Survival,0.6,11.388033499180702,0.44563011786135387,10.409937208176125,10.880096992093746,10.693052936427922,30.0
cp,dlt_only,all_constraints,0.6,0.8334934234739365,0.126180266415803,0.46875,0.6907343857240906,0.6999798407819656,30.0
cp,all_constraints,Any_DLT,0.6,0.9671407143227249,0.04806355346432393,0.7701149425287356,0.9249885583524028,0.8696650347735976,30.0
cp,all_constraints,Blood,0.6,0.9327064318871537,0.09735440489192497,0.5747126436781609,0.854205838693716,0.8788373112952096,30.0
cp,all_constraints,Constitutional,0.6,0.9525025590196183,0.021294309878490472,0.9130434782608695,0.921578947368421,0.8820482760713831,30.0
cp,all_constraints,Infection,0.6,0.961751004432762,0.06928463512761075,0.6436781609195402,0.9197134387351779,0.8842459256714889,30.0
cp,all_constraints,Gastrointestinal,0.6,0.9787696271614046,0.030173607865720375,0.9042553191489362,0.9287882496940024,0.875771957966413,30.0
cp,all_constraints,Overall_Survival,0.6,11.328180261668205,0.3818988794164439,10.481198162497748,10.852277805383043,10.73290376198482,30.0
cp,all_constraints,all_constraints,0.6,0.8752281484903475,0.1074669066545124,0.5172413793103449,0.7431716971796141,0.7204089388043967,30.0
