method,constraint_mode,outcome,rhs,prescribed_mean,prescribed_sd,worst_case,low_quantile,given_mean,n_realizations
nominal,dlt_only,Any_DLT,0.4,0.7763257698302755,0.23180806484917527,0.13580246913580246,0.6935802469135802,0.39148464591149995,10.0
nominal,dlt_only,Blood,0.4,0.5350176847939965,0.18780509684449465,0.1111111111111111,0.2911111111111111,0.29712064087989,10.0
nominal,dlt_only,Constitutional,0.4,0.6363957377650533,0.17853867733576406,0.38271604938271603,0.42536837913182,0.4162681428037895,10.0
nominal,dlt_only,Infection,0.4,0.41775648866671933,0.11738827518466736,0.2222222222222222,0.27222222222222225,0.16952568272837837,10.0
nominal,dlt_only,Gastrointestinal,0.4,0.5032997710021989,0.19392934326165107,0.3225806451612903,0.3289613612194257,0.29017614755799337,10.0
nominal,dlt_only,Overall_Survival,0.4,11.320936406617447,0.5954117365087938,10.3378850157734,10.422685226887069,10.686048877429666,10.0
nominal,dlt_only,all_constraints,0.4,0.17293240210979277,0.12336477189151594,0.0,0.0,0.09295310342965898,10.0
nominal,all_constraints,Any_DLT,0.4,0.8893201039301634,0.0921060182277652,0.6785714285714286,0.8011904761904761,0.5389575118885194,10.0
nominal,all_constraints,Blood,0.4,0.5686359662130156,0.1496571216573766,0.36363636363636365,0.40064935064935064,0.3697000955546794,10.0
nominal,all_constraints,Constitutional,0.4,0.7447242518699027,0.13760121468796446,0.5384615384615384,0.5681318681318681,0.5151210616812151,10.0
nominal,all_constraints,Infection,0.4,0.5944872054775059,0.10521319524148735,0.4074074074074074,0.4478835978835979,0.24942140367281165,10.0
nominal,all_constraints,Gastrointestinal,0.4,0.8344889163529652,0.14431945942046043,0.59375,0.6721409574468085,0.422223277681272,10.0
nominal,all_constraints,Overall_Survival,0.4,10.765020664063531,0.5479708534713941,10.170283523310504,10.274197906070041,10.87581212647702,10.0
nominal,all_constraints,all_constraints,0.4,0.316935673852523,0.13116455169565358,0.14814814814814814,0.22910052910052908,0.14032457563238226,10.0
robust_reg,dlt_only,Any_DLT,0.4,0.7057737144287323,0.2873594788484311,0.04477611940298507,0.32669983416252074,0.39148464591149995,10.0
robust_reg,dlt_only,Blood,0.4,0.5128949554252873,0.21888167690331578,0.08955223880597014,0.19895522388059703,0.29712064087989,10.0
robust_reg,dlt_only,Constitutional,0.4,0.5536374749122649,0.1963699850500238,0.23333333333333334,0.38601990049751245,0.4162681428037895,10.0
robust_reg,dlt_only,Infection,0.4,0.3648906359443156,0.13980161003616964,0.029850746268656716,0.2474295190713101,0.16952568272837837,10.0
robust_reg,dlt_only,Gastrointestinal,0.4,0.4157134006065711,0.1862314144097178,0.08955223880597014,0.29265087605451007,0.29017614755799337,10.0
robust_reg,dlt_only,Overall_Survival,0.4,11.520881300528142,0.4205060057855827,10.691743437279513,10.929061405067001,10.686048877429666,10.0
robust_reg,dlt_only,all_constraints,0.4,0.12867182891756826,0.09519639632465761,0.0,0.013432835820895522,0.09295310342965898,10.0
robust_reg,all_constraints,Any_DLT,0.4,0.8893201039301634,0.0921060182277652,0.6785714285714286,0.8011904761904761,0.5389575118885194,10.0
robust_reg,all_constraints,Blood,0.4,0.5686359662130156,0.1496571216573766,0.36363636363636365,0.40064935064935064,0.3697000955546794,10.0
