outcome,constraint_mode,given_mean,given_sd,prescribed_mean,prescribed_sd,pct_change,n_test,n_prescribed_eval,mean_solve_time,solve_time_sd,method,n_method_feasible,realization,subsample_seed,rhs
Any_DLT,dlt_only,0.8541666666666666,0.35479176002615415,1.0,0.0,17.07317073170732,96,96,0.02612653374671936,0.01691362414920165,cp,96,0,1042,0.6
Blood,dlt_only,0.875,0.33245498310218435,0.9895833333333334,0.10206207261596574,13.0952380952381,96,96,0.02612653374671936,0.01691362414920165,cp,96,0,1042,0.6
Constitutional,dlt_only,0.8645833333333334,0.34396424742808945,0.9583333333333334,0.20087527770480484,10.843373493975903,96,96,0.02612653374671936,0.01691362414920165,cp,96,0,1042,0.6
Infection,dlt_only,0.8645833333333334,0.34396424742808945,1.0,0.0,15.662650602409633,96,96,0.02612653374671936,0.01691362414920165,cp,96,0,1042,0.6
Gastrointestinal,dlt_only,0.8645833333333334,0.3439642474280894,1.0,0.0,15.662650602409633,96,96,0.02612653374671936,0.01691362414920165,cp,96,0,1042,0.6
Overall_Survival,dlt_only,10.690597206168823,1.779425762099106,11.828996829621035,0.8837897263410036,10.64860644824705,96,96,0.02612653374671936,0.01691362414920165,cp,96,0,1042,0.6
all_constraints,dlt_only,0.6979166666666666,0.4615714956689105,0.9583333333333334,0.20087527770480484,37.31343283582091,96,96,0.02612653374671936,0.01691362414920165,cp,96,0,1042,0.6
Any_DLT,all_constraints,0.8723404255319149,0.3354997092507591,1.0,0.0,14.63414634146341,96,94,0.07470231751600902,0.03087500688613227,cp,94,0,1042,0.6
Blood,all_constraints,0.8723404255319149,0.3354997092507591,1.0,0.0,14.63414634146341,96,94,0.07470231751600902,0.03087500688613227,cp,94,0,1042,0.6
Constitutional,all_constraints,0.8829787234042553,0.3231692182564118,0.9787234042553191,0.14507865158346242,10.8433734939759,96,94,0.07470231751600902,0.03087500688613227,cp,94,0,1042,0.6
Infection,all_constraints,0.8829787234042553,0.32316921825641187,1.0,0.0,13.253012048192772,96,94,0.07470231751600902,0.03087500688613227,cp,94,0,1042,0.6
Gastrointestinal,all_constraints,0.8829787234042553,0.32316921825641187,1.0,0.0,13.253012048192772,96,94,0.07470231751600902,0.03087500688613227,cp,94,0,1042,0.6
Overall_Survival,all_constraints,10.730295877840042,1.764989827595647,11.759919669178773,1.181027102166396,9.595483694583722,96,94,0.07470231751600902,0.03087500688613227,cp,94,0,1042,0.6
all_constraints,all_constraints,0.7127659574468085,0.45489784805160016,0.9787234042553191,0.14507865158346242,37.3134328358209,96,94,0.07470231751600902,0.03087500688613227,cp,94,0,1042,0.6
Any_DLT,dlt_only,0.8541666666666666,0.35479176002615415,1.0,0.0,17.07317073170732,96,96,0.03178732842206955,0.027039181007219294,cp,96,1,2042,0.6
Blood,dlt_only,0.875,0.33245498310218435,1.0,0.0,14.285714285714286,96,96,0.03178732842206955,0.027039181007219294,cp,96,1,2042,0.6
Constitutional,dlt_only,0.8645833333333334,0.34396424742808945,0.9791666666666666,0.143575886163796,13.253012048192762,96,96,0.03178732842206955,0.027039181007219294,cp,96,1,2042,0.6
Infection,dlt_only,0.8645833333333334,0.34396424742808945,1.0,0.0,15.662650602409633,96,96,0.03178732842206955,0.027039181007219294,cp,96,1,2042,0.6
Gastrointestinal,dlt_only,0.8645833333333334,0.3439642474280894,1.0,0.0,15.662650602409633,96,96,0.03178732842206955,0.027039181007219294,cp,96,1,2042,0.6
Overall_Survival,dlt_only,10.690597206168823,1.779425762099106,11.920262670667787,1.0243212157695296,11.502308437824292,96,96,0.03178732842206955,0.027039181007219294,cp,96,1,2042,0.6
all_constraints,dlt_only,0.6979166666666666,0.4615714956689105,0.9791666666666666,0.143575886163796,40.29850746268657,96,96,0.03178732842206955,0.027039181007219294,cp,96,1,2042,0.6
Any_DLT,all_constraints,0.8602150537634409,0.34864326633713344,0.946236559139785,0.2267727936795973,10.000000000000004,96,93,0.17039252569278082,0.2016455218769907,cp,93,1,2042,0.6
Blood,all_constraints,0.8817204301075269,0.32468922819237606,0.946236559139785,0.22677279367959727,7.317073170731713,96,93,0.17039252569278082,0.2016455218769907,cp,93,1,2042,0.6
Constitutional,all_constraints,0.8602150537634409,0.34864326633713344,0.946236559139785,0.22677279367959727,10.000000000000004,96,93,0.17039252569278082,0.2016455218769907,cp,93,1,2042,0.6
Infection,all_constraints,0.8709677419354839,0.33705264882291225,0.946236559139785,0.2267727936795973,8.64197530864198,96,93,0.17039252569278082,0.2016455218769907,cp,93,1,2042,0.6
Gastrointestinal,all_constraints,0.8602150537634409,0.3486432663371334,0.967741935483871,0.17764234361221223,12.500000000000002,96,93,0.17039252569278082,0.2016455218769907,cp,93,1,2042,0.6
Overall_Survival,all_constraints,10.722175140683012,1.7983985634021833,11.83519689127405,1.1554405163503547,10.380559317371285,96,93,0.17039252569278082,0.2016455218769907,cp,93,1,2042,0.6
all_constraints,all_constraints,0.6989247311827957,0.46121168950265595,0.8817204301075269,0.32468922819237606,26.153846153846143,96,93,0.17039252569278082,0.2016455218769907,cp,93,1,2042,0.6
Any_DLT,dlt_only,0.8571428571428571,0.3518657752744984,1.0,0.0,16.66666666666667,96,91,0.08224329849084218,0.06845528761313699,cp,91,2,3042,0.6
Blood,dlt_only,0.8901098901098901,0.3144854510165755,1.0,0.0,12.345679012345686,96,91,0.08224329849084218,0.06845528761313699,cp,91,2,3042,0.6
