method,constraint_mode,outcome,rhs,prescribed_mean,prescribed_sd,worst_case,low_quantile,given_mean,n_realizations
cp,dlt_only,Any_DLT,0.6,0.9633283660589061,0.046892413462480353,0.8854166666666666,0.8917674731182795,0.8539144412910765,20.0
cp,dlt_only,Blood,0.6,0.9062547403588871,0.13157726655846347,0.5416666666666666,0.7516801075268817,0.8754089924387227,20.0
cp,dlt_only,Constitutional,0.6,0.9361169150991007,0.023207643681705286,0.875,0.9132056451612903,0.8676075739990063,20.0
cp,dlt_only,Infection,0.6,0.9438388700725134,0.0689681588454446,0.7956989247311828,0.840625,0.8654682306464438,20.0
cp,dlt_only,Gastrointestinal,0.6,0.9727430451941155,0.04825534666542622,0.7916666666666666,0.9453629032258065,0.8643871179769722,20.0
cp,dlt_only,Overall_Survival,0.6,11.427505588310805,0.4251965572858378,10.612106084309863,10.94773379264591,10.693850435118554,20.0
cp,dlt_only,all_constraints,0.6,0.8303817647007239,0.13861689352954976,0.46875,0.6821572580645162,0.7000447470246742,20.0
cp,all_constraints,Any_DLT,0.6,0.9623369679426773,0.05489166154495932,0.7613636363636364,0.9155148741418764,0.8683154875873111,20.0
cp,all_constraints,Blood,0.6,0.9184810455469952,0.11788207512816971,0.5681818181818182,0.7620334928229665,0.8771192742844756,20.0
cp,all_constraints,Constitutional,0.6,0.9527478298730939,0.023473018173462402,0.9130434782608695,0.9222585924713584,0.8790515809395231,20.0
cp,all_constraints,Infection,0.6,0.9570988115861876,0.08257091472368629,0.6363636363636364,0.9122654462242562,0.8807261969170506,20.0
cp,all_constraints,Gastrointestinal,0.6,0.9795454101584633,0.025582968275697383,0.9270833333333334,0.9367749160134379,0.8747137811144896,20.0
cp,all_constraints,Overall_Survival,0.6,11.42974914636166,0.3255861078352685,10.811363471422137,10.920883098262047,10.732806480227023,20.0
cp,all_constraints,all_constraints,0.6,0.8636895502849727,0.12919899218770503,0.5113636363636364,0.6835227272727272,0.7158084292065725,20.0
