outcome,constraint_mode,given_mean,given_sd,prescribed_mean,prescribed_sd,pct_change,n_test,n_prescribed_eval,mean_solve_time,solve_time_sd,method,n_method_feasible,realization,subsample_seed,rhs,frac,strength
Any_DLT,dlt_only,0.4025974025974026,0.49363688603701666,0.8831168831168831,0.32338774079333993,119.3548387096774,96,77,0.017465906838576,0.011448938665985278,nominal,96,1,2042,0.4,0.5,calibrated
Blood,dlt_only,0.3116883116883117,0.4662205334202242,0.6753246753246753,0.47132395947782413,116.66666666666669,96,77,0.017465906838576,0.011448938665985278,nominal,96,1,2042,0.4,0.5,calibrated
Constitutional,dlt_only,0.37662337662337664,0.4877165116767452,0.8051948051948052,0.3986477484460184,113.79310344827587,96,77,0.017465906838576,0.011448938665985278,nominal,96,1,2042,0.4,0.5,calibrated
Infection,dlt_only,0.16883116883116883,0.37705916758225944,0.5324675324675324,0.5022165496554036,215.38461538461536,96,77,0.017465906838576,0.011448938665985278,nominal,96,1,2042,0.4,0.5,calibrated
Gastrointestinal,dlt_only,0.2857142857142857,0.45471630418672365,0.4805194805194805,0.502896599458671,68.1818181818182,96,77,0.017465906838576,0.011448938665985278,nominal,96,1,2042,0.4,0.5,calibrated
Overall_Survival,dlt_only,10.397979068495731,1.5759300752085994,11.433535879031256,1.0351317385419334,9.95921230187029,96,77,0.017465906838576,0.011448938665985278,nominal,96,1,2042,0.4,0.5,calibrated
all_constraints,dlt_only,0.1038961038961039,0.30712656333452054,0.3116883116883117,0.46622053342022424,199.99999999999997,96,77,0.017465906838576,0.011448938665985278,nominal,96,1,2042,0.4,0.5,calibrated
Any_DLT,all_constraints,0.6153846153846154,0.4961389383568338,0.9615384615384616,0.196116135138184,56.24999999999999,96,26,0.062139262755711876,0.025434008234282553,nominal,34,1,2042,0.4,0.5,calibrated
Blood,all_constraints,0.4230769230769231,0.5038314736557788,0.7307692307692307,0.4523443208612048,72.72727272727272,96,26,0.062139262755711876,0.025434008234282553,nominal,34,1,2042,0.4,0.5,calibrated
Constitutional,all_constraints,0.5769230769230769,0.5038314736557788,0.9615384615384616,0.196116135138184,66.66666666666669,96,26,0.062139262755711876,0.025434008234282553,nominal,34,1,2042,0.4,0.5,calibrated
Infection,all_constraints,0.3076923076923077,0.4706787243316417,0.7307692307692307,0.4523443208612048,137.49999999999997,96,26,0.062139262755711876,0.025434008234282553,nominal,34,1,2042,0.4,0.5,calibrated
Gastrointestinal,all_constraints,0.4230769230769231,0.5038314736557788,0.9615384615384616,0.196116135138184,127.2727272727273,96,26,0.062139262755711876,0.025434008234282553,nominal,34,1,2042,0.4,0.5,calibrated
Overall_Survival,all_constraints,11.259900044824743,1.5569343279041772,10.5325691168141,0.7504495384749839,-6.459479436897289,96,26,0.062139262755711876,0.025434008234282553,nominal,34,1,2042,0.4,0.5,calibrated
all_constraints,all_constraints,0.11538461538461539,0.32581259360842113,0.6538461538461539,0.4851645240375839,466.66666666666663,96,26,0.062139262755711876,0.025434008234282553,nominal,34,1,2042,0.4,0.5,calibrated
Any_DLT,dlt_only,0.4025974025974026,0.49363688603701666,0.8831168831168831,0.3233877407933399,119.3548387096774,96,77,0.019122034311294556,0.0111210623251913,robust_reg,91,1,2042,0.4,0.5,calibrated
Blood,dlt_only,0.3116883116883117,0.4662205334202242,0.6623376623376623,0.47601386563146547,112.5,96,77,0.019122034311294556,0.0111210623251913,robust_reg,91,1,2042,0.4,0.5,calibrated
Constitutional,dlt_only,0.37662337662337664,0.4877165116767452,0.8181818181818182,0.38822377998943125,117.24137931034483,96,77,0.019122034311294556,0.0111210623251913,robust_reg,91,1,2042,0.4,0.5,calibrated
Infection,dlt_only,0.16883116883116883,0.37705916758225944,0.5714285714285714,0.4981167541368989,238.46153846153842,96,77,0.019122034311294556,0.0111210623251913,robust_reg,91,1,2042,0.4,0.5,calibrated
Gastrointestinal,dlt_only,0.2857142857142857,0.45471630418672365,0.4935064935064935,0.5032362797401965,72.72727272727273,96,77,0.019122034311294556,0.0111210623251913,robust_reg,91,1,2042,0.4,0.5,calibrated
Overall_Survival,dlt_only,10.397979068495731,1.5759300752085994,11.422512388863765,1.0743492044638112,9.853196603099653,96,77,0.019122034311294556,0.0111210623251913,robust_reg,91,1,2042,0.4,0.5,calibrated
all_constraints,dlt_only,0.1038961038961039,0.30712656333452054,0.3116883116883117,0.46622053342022424,199.99999999999997,96,77,0.019122034311294556,0.0111210623251913,robust_reg,91,1,2042,0.4,0.5,calibrated
Any_DLT,all_constraints,0.6153846153846154,0.4961389383568338,1.0,0.0,62.49999999999999,96,26,0.07039580245812734,0.02416726179605016,robust_reg,33,1,2042,0.4,0.5,calibrated
Blood,all_constraints,0.4230769230769231,0.5038314736557788,0.6923076923076923,0.47067872433164165,63.63636363636364,96,26,0.07039580245812734,0.02416726179605016,robust_reg,33,1,2042,0.4,0.5,calibrated
Constitutional,all_constraints,0.5769230769230769,0.5038314736557788,0.8846153846153846,0.3258125936084211,53.33333333333334,96,26,0.07039580245812734,0.02416726179605016,robust_reg,33,1,2042,0.4,0.5,calibrated
Infection,all_constraints,0.3076923076923077,0.4706787243316417,0.7692307692307693,0.42966892442365967,150.0,96,26,0.07039580245812734,0.02416726179605016,robust_reg,33,1,2042,0.4,0.5,calibrated
Gastrointestinal,all_constraints,0.4230769230769231,0.5038314736557788,1.0,0.0,136.36363636363635,96,26,0.07039580245812734,0.02416726179605016,robust_reg,33,1,2042,0.4,0.5,calibrated
