method,constraint_mode,outcome,rhs,prescribed_mean,prescribed_sd,worst_case,low_quantile,given_mean,n_realizations
nominal,dlt_only,Any_DLT,0.6,0.9733125524288874,0.07688945028633683,0.6,0.9239247311827956,0.8537464814730469,30.0
nominal,dlt_only,Blood,0.6,0.9268387613537389,0.17926262481420716,0.22105263157894736,0.7041666666666667,0.875041921732604,30.0
nominal,dlt_only,Constitutional,0.6,0.9434754251069869,0.03210417973240014,0.8333333333333334,0.9155263157894736,0.8677654294496299,30.0
nominal,dlt_only,Infection,0.6,0.9582350956463453,0.1276561065845867,0.3368421052631579,0.8975398936170214,0.8663467462940072,30.0
nominal,dlt_only,Gastrointestinal,0.6,0.9936576925469703,0.024853847252120715,0.8723404255319149,0.9989473684210526,0.8638603400672658,30.0
nominal,dlt_only,Overall_Survival,0.6,11.772120919295276,0.43154017992441357,10.43059696454141,11.192024438811197,10.692795707395256,30.0
nominal,dlt_only,all_constraints,0.6,0.8730657548119402,0.1863915276036144,0.17894736842105263,0.6602150537634408,0.7009182250490851,30.0
nominal,all_constraints,Any_DLT,0.6,0.982945111207401,0.05531440026498105,0.7023809523809523,0.9572368421052632,0.8718032055252299,30.0
nominal,all_constraints,Blood,0.6,0.9450660990020215,0.1554314992114801,0.2261904761904762,0.8295646067415731,0.8777014231572614,30.0
nominal,all_constraints,Constitutional,0.6,0.9630543383670909,0.025759119146990157,0.8924731182795699,0.935631013016412,0.8860243127418573,30.0
nominal,all_constraints,Infection,0.6,0.9697202068238766,0.1132112480117274,0.38095238095238093,0.943188202247191,0.8889346699032266,30.0
nominal,all_constraints,Gastrointestinal,0.6,0.9915329423887049,0.029373210615673568,0.8426966292134831,0.9891862170087977,0.8783115547858812,30.0
nominal,all_constraints,Overall_Survival,0.6,11.719596179076742,0.40082252923984035,10.52063030962037,11.204337196828547,10.738074819794347,30.0
nominal,all_constraints,all_constraints,0.6,0.9030977893429004,0.16613341001674162,0.17857142857142858,0.7705407303370787,0.72541098972583,30.0
robust_reg,dlt_only,Any_DLT,0.6,0.9546334919746173,0.11038796492891899,0.6145833333333334,0.8421985815602837,0.8537464814730469,30.0
robust_reg,dlt_only,Blood,0.6,0.9007479269266738,0.2333648132991871,0.24731182795698925,0.5475475923852186,0.875041921732604,30.0
robust_reg,dlt_only,Constitutional,0.6,0.9459291048884884,0.030142774302853226,0.8854166666666666,0.9148355263157895,0.8677654294496299,30.0
robust_reg,dlt_only,Infection,0.6,0.9321483125423947,0.17410431296713338,0.375,0.780347746511096,0.8663467462940072,30.0
robust_reg,dlt_only,Gastrointestinal,0.6,0.9855721973373149,0.04486020468868722,0.776595744680851,0.9727192982456141,0.8638603400672658,30.0
robust_reg,dlt_only,Overall_Survival,0.6,11.881234793708558,0.30638329760754945,10.984289763722643,11.546261275651277,10.692795707395256,30.0
robust_reg,dlt_only,all_constraints,0.6,0.842056295864097,0.25466181796437093,0.16842105263157894,0.3357491134751774,0.7009182250490851,30.0
robust_reg,all_constraints,Any_DLT,0.6,0.9785249370490962,0.05324596551288992,0.7738095238095238,0.9437477346864807,0.8718032055252299,30.0
robust_reg,all_constraints,Blood,0.6,0.9331616403411863,0.16000326746203464,0.39285714285714285,0.8078651685393259,0.8777014231572614,30.0
robust_reg,all_constraints,Constitutional,0.6,0.96515957350687,0.023460112170934494,0.8924731182795699,0.9374342105263158,0.8860243127418573,30.0
robust_reg,all_constraints,Infection,0.6,0.962188315001894,0.10256658827957804,0.5357142857142857,0.9201544943820226,0.8889346699032266,30.0
robust_reg,all_constraints,Gastrointestinal,0.6,0.9845683901414575,0.04770496938742493,0.7528089887640449,0.9752443792766373,0.8783115547858812,30.0
