outcome,constraint_mode,given_mean,given_sd,prescribed_mean,prescribed_sd,pct_change,n_test,n_prescribed_eval,mean_solve_time,solve_time_sd,method,n_method_feasible,realization,subsample_seed,rhs
all_constraints,all_constraints,0.7444444444444445,0.4386165972131145,1.0,0.0,34.32835820895522,96,90,0.09700293093919754,0.05641731654903724,cp,95,0,1042,0.6
Any_DLT,dlt_only,0.8541666666666666,0.35479176002615415,1.0,0.0,17.07317073170732,96,96,0.017260971168677013,0.0016191536975741778,nominal,96,1,2042,0.6
Blood,dlt_only,0.875,0.33245498310218435,1.0,0.0,14.285714285714286,96,96,0.017260971168677013,0.0016191536975741778,nominal,96,1,2042,0.6
Constitutional,dlt_only,0.8645833333333334,0.34396424742808945,0.9791666666666666,0.143575886163796,13.253012048192762,96,96,0.017260971168677013,0.0016191536975741778,nominal,96,1,2042,0.6
Infection,dlt_only,0.8645833333333334,0.34396424742808945,1.0,0.0,15.662650602409633,96,96,0.017260971168677013,0.0016191536975741778,nominal,96,1,2042,0.6
Gastrointestinal,dlt_only,0.8645833333333334,0.3439642474280894,1.0,0.0,15.662650602409633,96,96,0.017260971168677013,0.0016191536975741778,nominal,96,1,2042,0.6
Overall_Survival,dlt_only,10.690597206168823,1.779425762099106,11.94812450417013,0.9642490522635561,11.762928429065427,96,96,0.017260971168677013,0.0016191536975741778,nominal,96,1,2042,0.6
all_constraints,dlt_only,0.6979166666666666,0.4615714956689105,0.9791666666666666,0.143575886163796,40.29850746268657,96,96,0.017260971168677013,0.0016191536975741778,nominal,96,1,2042,0.6
Any_DLT,all_constraints,0.8617021276595744,0.3470633740209737,1.0,0.0,16.049382716049386,96,94,0.06749770790338516,0.026796882460532606,nominal,96,1,2042,0.6
Blood,all_constraints,0.8723404255319149,0.3354997092507591,0.9893617021276596,0.10314212462587934,13.414634146341463,96,94,0.06749770790338516,0.026796882460532606,nominal,96,1,2042,0.6
Constitutional,all_constraints,0.8723404255319149,0.3354997092507591,0.9574468085106383,0.2029298102618999,9.756097560975611,96,94,0.06749770790338516,0.026796882460532606,nominal,96,1,2042,0.6
Infection,all_constraints,0.8723404255319149,0.3354997092507591,0.9893617021276596,0.10314212462587934,13.414634146341463,96,94,0.06749770790338516,0.026796882460532606,nominal,96,1,2042,0.6
Gastrointestinal,all_constraints,0.8723404255319149,0.3354997092507591,1.0,0.0,14.63414634146341,96,94,0.06749770790338516,0.026796882460532606,nominal,96,1,2042,0.6
Overall_Survival,all_constraints,10.746459284469813,1.7384667040809747,11.879829010628315,1.069116503426747,10.5464478686146,96,94,0.06749770790338516,0.026796882460532606,nominal,96,1,2042,0.6
all_constraints,all_constraints,0.7021276595744681,0.45977524275495457,0.9468085106382979,0.22561844642593043,34.848484848484844,96,94,0.06749770790338516,0.026796882460532606,nominal,96,1,2042,0.6
Any_DLT,dlt_only,0.8541666666666666,0.35479176002615415,1.0,0.0,17.07317073170732,96,96,0.01788036773602168,0.0011594487999018323,robust_reg,96,1,2042,0.6
Blood,dlt_only,0.875,0.33245498310218435,1.0,0.0,14.285714285714286,96,96,0.01788036773602168,0.0011594487999018323,robust_reg,96,1,2042,0.6
Constitutional,dlt_only,0.8645833333333334,0.34396424742808945,0.9791666666666666,0.143575886163796,13.253012048192762,96,96,0.01788036773602168,0.0011594487999018323,robust_reg,96,1,2042,0.6
Infection,dlt_only,0.8645833333333334,0.34396424742808945,1.0,0.0,15.662650602409633,96,96,0.01788036773602168,0.0011594487999018323,robust_reg,96,1,2042,0.6
Gastrointestinal,dlt_only,0.8645833333333334,0.3439642474280894,1.0,0.0,15.662650602409633,96,96,0.01788036773602168,0.0011594487999018323,robust_reg,96,1,2042,0.6
Overall_Survival,dlt_only,10.690597206168823,1.779425762099106,11.94812450417013,0.9642490522635561,11.762928429065427,96,96,0.01788036773602168,0.0011594487999018323,robust_reg,96,1,2042,0.6
all_constraints,dlt_only,0.6979166666666666,0.4615714956689105,0.9791666666666666,0.143575886163796,40.29850746268657,96,96,0.01788036773602168,0.0011594487999018323,robust_reg,96,1,2042,0.6
Any_DLT,all_constraints,0.8617021276595744,0.3470633740209737,0.9680851063829787,0.1767160202664313,12.345679012345686,96,94,0.09310488402843475,0.09468140656041805,robust_reg,96,1,2042,0.6
Blood,all_constraints,0.8723404255319149,0.3354997092507591,0.9787234042553191,0.14507865158346242,12.195121951219503,96,94,0.09310488402843475,0.09468140656041805,robust_reg,96,1,2042,0.6
Constitutional,all_constraints,0.8723404255319149,0.3354997092507591,0.9361702127659575,0.24576020475855115,7.317073170731705,96,94,0.09310488402843475,0.09468140656041805,robust_reg,96,1,2042,0.6
Infection,all_constraints,0.8723404255319149,0.3354997092507591,0.9680851063829787,0.1767160202664313,10.975609756097557,96,94,0.09310488402843475,0.09468140656041805,robust_reg,96,1,2042,0.6
Gastrointestinal,all_constraints,0.8723404255319149,0.3354997092507591,0.9893617021276596,0.10314212462587934,13.414634146341463,96,94,0.09310488402843475,0.09468140656041805,robust_reg,96,1,2042,0.6
Overall_Survival,all_constraints,10.746459284469813,1.7384667040809747,11.686747991176382,1.2597967242919077,8.749753586889987,96,94,0.09310488402843475,0.09468140656041805,robust_reg,96,1,2042,0.6
all_constraints,all_constraints,0.7021276595744681,0.45977524275495457,0.925531914893617,0.2639388044961832,31.81818181818181,96,94,0.09310488402843475,0.09468140656041805,robust_reg,96,1,2042,0.6
Any_DLT,dlt_only,0.8541666666666666,0.35479176002615415,0.9270833333333334,0.2613645031536837,8.536585365853668,96,96,0.06198671956857046,0.06303760648187523,cp,96,1,2042,0.6
Blood,dlt_only,0.875,0.33245498310218435,0.7708333333333334,0.42250298452179547,-11.9047619047619,96,96,0.06198671956857046,0.06303760648187523,cp,96,1,2042,0.6
Constitutional,dlt_only,0.8645833333333334,0.34396424742808945,0.9791666666666666,0.143575886163796,13.253012048192762,96,96,0.06198671956857046,0.06303760648187523,cp,96,1,2042,0.6
Infection,dlt_only,0.8645833333333334,0.34396424742808945,0.84375,0.36499819754421575,-2.4096385542168717,96,96,0.06198671956857046,0.06303760648187523,cp,96,1,2042,0.6
Gastrointestinal,dlt_only,0.8645833333333334,0.3439642474280894,1.0,0.0,15.662650602409633,96,96,0.06198671956857046,0.06303760648187523,cp,96,1,2042,0.6
Overall_Survival,dlt_only,10.690597206168823,1.779425762099106,11.858777072677048,1.196090107170679,10.92717127004044,96,96,0.06198671956857046,0.06303760648187523,cp,96,1,2042,0.6
all_constraints,dlt_only,0.6979166666666666,0.4615714956689105,0.7395833333333334,0.44116572054326264,5.970149253731354,96,96,0.06198671956857046,0.06303760648187523,cp,96,1,2042,0.6
Any_DLT,all_constraints,0.8617021276595744,0.3470633740209737,0.9680851063829787,0.1767160202664313,12.345679012345686,96,94,0.1256067380309105,0.14721690581990032,cp,94,1,2042,0.6
Blood,all_constraints,0.8723404255319149,0.3354997092507591,0.9680851063829787,0.1767160202664313,10.975609756097557,96,94,0.1256067380309105,0.14721690581990032,cp,94,1,2042,0.6
Constitutional,all_constraints,0.8723404255319149,0.3354997092507591,0.9468085106382979,0.22561844642593043,8.53658536585365,96,94,0.1256067380309105,0.14721690581990032,cp,94,1,2042,0.6
Infection,all_constraints,0.8723404255319149,0.3354997092507591,0.9680851063829787,0.1767160202664313,10.975609756097557,96,94,0.1256067380309105,0.14721690581990032,cp,94,1,2042,0.6
Gastrointestinal,all_constraints,0.8723404255319149,0.3354997092507591,0.9893617021276596,0.10314212462587934,13.414634146341463,96,94,0.1256067380309105,0.14721690581990032,cp,94,1,2042,0.6
Overall_Survival,all_constraints,10.746459284469813,1.7384667040809747,11.764468233018084,1.1858680286144978,9.472970786009874,96,94,0.1256067380309105,0.14721690581990032,cp,94,1,2042,0.6
all_constraints,all_constraints,0.7021276595744681,0.45977524275495457,0.9042553191489362,0.29581849041680564,28.78787878787879,96,94,0.1256067380309105,0.14721690581990032,cp,94,1,2042,0.6
Any_DLT,dlt_only,0.8709677419354839,0.3370526488229122,1.0,0.0,14.814814814814813,96,93,0.042744663854440056,0.0523009373522525,nominal,96,2,3042,0.6
Blood,dlt_only,0.8709677419354839,0.3370526488229122,1.0,0.0,14.814814814814813,96,93,0.042744663854440056,0.0523009373522525,nominal,96,2,3042,0.6
Constitutional,dlt_only,0.8817204301075269,0.32468922819237606,0.956989247311828,0.20398095044388956,8.536585365853663,96,93,0.042744663854440056,0.0523009373522525,nominal,96,2,3042,0.6
Infection,dlt_only,0.8817204301075269,0.32468922819237606,1.0,0.0,13.414634146341463,96,93,0.042744663854440056,0.0523009373522525,nominal,96,2,3042,0.6
Gastrointestinal,dlt_only,0.8817204301075269,0.32468922819237606,1.0,0.0,13.414634146341463,96,93,0.042744663854440056,0.0523009373522525,nominal,96,2,3042,0.6
Overall_Survival,dlt_only,10.683120600823829,1.8052878220881685,10.964677247252489,1.0337423891626307,2.635528109707456,96,93,0.042744663854440056,0.0523009373522525,nominal,96,2,3042,0.6
all_constraints,dlt_only,0.7204301075268817,0.45122035968773333,0.956989247311828,0.20398095044388956,32.83582089552239,96,93,0.042744663854440056,0.0523009373522525,nominal,96,2,3042,0.6
Any_DLT,all_constraints,0.851063829787234,0.35793454103634004,1.0,0.0,17.5,96,94,0.09264686206976573,0.06296155665469579,nominal,95,2,3042,0.6
Blood,all_constraints,0.8723404255319149,0.3354997092507591,1.0,0.0,14.63414634146341,96,94,0.09264686206976573,0.06296155665469579,nominal,95,2,3042,0.6
Constitutional,all_constraints,0.8829787234042553,0.32316921825641187,0.9787234042553191,0.14507865158346242,10.8433734939759,96,94,0.09264686206976573,0.06296155665469579,nominal,95,2,3042,0.6
Infection,all_constraints,0.8723404255319149,0.3354997092507591,1.0,0.0,14.63414634146341,96,94,0.09264686206976573,0.06296155665469579,nominal,95,2,3042,0.6
Gastrointestinal,all_constraints,0.8617021276595744,0.3470633740209737,1.0,0.0,16.049382716049386,96,94,0.09264686206976573,0.06296155665469579,nominal,95,2,3042,0.6
Overall_Survival,all_constraints,10.703259509290463,1.7957658489370125,10.98402829547762,1.0301148932235897,2.6232082473890146,96,94,0.09264686206976573,0.06296155665469579,nominal,95,2,3042,0.6
all_constraints,all_constraints,0.7127659574468085,0.45489784805160016,0.9787234042553191,0.14507865158346242,37.3134328358209,96,94,0.09264686206976573,0.06296155665469579,nominal,95,2,3042,0.6
Any_DLT,dlt_only,0.8709677419354839,0.3370526488229122,1.0,0.0,14.814814814814813,96,93,0.07294500867525737,0.07028480999104086,robust_reg,96,2,3042,0.6
Blood,dlt_only,0.8709677419354839,0.3370526488229122,1.0,0.0,14.814814814814813,96,93,0.07294500867525737,0.07028480999104086,robust_reg,96,2,3042,0.6
Constitutional,dlt_only,0.8817204301075269,0.32468922819237606,0.956989247311828,0.20398095044388956,8.536585365853663,96,93,0.07294500867525737,0.07028480999104086,robust_reg,96,2,3042,0.6
Infection,dlt_only,0.8817204301075269,0.32468922819237606,1.0,0.0,13.414634146341463,96,93,0.07294500867525737,0.07028480999104086,robust_reg,96,2,3042,0.6
Gastrointestinal,dlt_only,0.8817204301075269,0.32468922819237606,1.0,0.0,13.414634146341463,96,93,0.07294500867525737,0.07028480999104086,robust_reg,96,2,3042,0.6
Overall_Survival,dlt_only,10.683120600823829,1.8052878220881685,10.974561586445908,1.036650681870158,2.7280510677713887,96,93,0.07294500867525737,0.07028480999104086,robust_reg,96,2,3042,0.6
all_constraints,dlt_only,0.7204301075268817,0.45122035968773333,0.956989247311828,0.20398095044388956,32.83582089552239,96,93,0.07294500867525737,0.07028480999104086,robust_reg,96,2,3042,0.6
Any_DLT,all_constraints,0.851063829787234,0.35793454103634004,1.0,0.0,17.5,96,94,0.09728100647528966,0.06596931710408285,robust_reg,94,2,3042,0.6
Blood,all_constraints,0.8723404255319149,0.3354997092507591,1.0,0.0,14.63414634146341,96,94,0.09728100647528966,0.06596931710408285,robust_reg,94,2,3042,0.6
Constitutional,all_constraints,0.8829787234042553,0.32316921825641187,0.9680851063829787,0.1767160202664313,9.638554216867472,96,94,0.09728100647528966,0.06596931710408285,robust_reg,94,2,3042,0.6
Infection,all_constraints,0.8723404255319149,0.3354997092507591,1.0,0.0,14.63414634146341,96,94,0.09728100647528966,0.06596931710408285,robust_reg,94,2,3042,0.6
Gastrointestinal,all_constraints,0.8617021276595744,0.3470633740209737,1.0,0.0,16.049382716049386,96,94,0.09728100647528966,0.06596931710408285,robust_reg,94,2,3042,0.6
Overall_Survival,all_constraints,10.703259509290463,1.7957658489370125,10.965262795481053,1.0192183268882908,2.447883151512581,96,94,0.09728100647528966,0.06596931710408285,robust_reg,94,2,3042,0.6
all_constraints,all_constraints,0.7127659574468085,0.45489784805160016,0.9680851063829787,0.1767160202664313,35.820895522388064,96,94,0.09728100647528966,0.06596931710408285,robust_reg,94,2,3042,0.6
Any_DLT,dlt_only,0.8709677419354839,0.3370526488229122,1.0,0.0,14.814814814814813,96,93,0.23843013991912207,0.2989668330153685,cp,93,2,3042,0.6
Blood,dlt_only,0.8709677419354839,0.3370526488229122,1.0,0.0,14.814814814814813,96,93,0.23843013991912207,0.2989668330153685,cp,93,2,3042,0.6
Constitutional,dlt_only,0.8817204301075269,0.32468922819237606,0.946236559139785,0.22677279367959727,7.317073170731713,96,93,0.23843013991912207,0.2989668330153685,cp,93,2,3042,0.6
Infection,dlt_only,0.8817204301075269,0.32468922819237606,1.0,0.0,13.414634146341463,96,93,0.23843013991912207,0.2989668330153685,cp,93,2,3042,0.6
Gastrointestinal,dlt_only,0.8817204301075269,0.32468922819237606,1.0,0.0,13.414634146341463,96,93,0.23843013991912207,0.2989668330153685,cp,93,2,3042,0.6
Overall_Survival,dlt_only,10.683120600823829,1.8052878220881685,11.158281902217869,1.2432626716474398,4.447776255164603,96,93,0.23843013991912207,0.2989668330153685,cp,93,2,3042,0.6
all_constraints,dlt_only,0.7204301075268817,0.45122035968773333,0.946236559139785,0.22677279367959727,31.34328358208955,96,93,0.23843013991912207,0.2989668330153685,cp,93,2,3042,0.6
Any_DLT,all_constraints,0.851063829787234,0.35793454103634004,0.9893617021276596,0.10314212462587934,16.250000000000004,96,94,0.12358150879542033,0.08936290475833979,cp,94,2,3042,0.6
Blood,all_constraints,0.8723404255319149,0.3354997092507591,0.9893617021276596,0.10314212462587934,13.414634146341463,96,94,0.12358150879542033,0.08936290475833979,cp,94,2,3042,0.6
Constitutional,all_constraints,0.8829787234042553,0.32316921825641187,0.9893617021276596,0.10314212462587934,12.048192771084343,96,94,0.12358150879542033,0.08936290475833979,cp,94,2,3042,0.6
Infection,all_constraints,0.8723404255319149,0.3354997092507591,0.9893617021276596,0.10314212462587934,13.414634146341463,96,94,0.12358150879542033,0.08936290475833979,cp,94,2,3042,0.6
Gastrointestinal,all_constraints,0.8617021276595744,0.3470633740209737,1.0,0.0,16.049382716049386,96,94,0.12358150879542033,0.08936290475833979,cp,94,2,3042,0.6
Overall_Survival,all_constraints,10.703259509290463,1.7957658489370125,10.935862290844376,1.13437338825848,2.1731957573486205,96,94,0.12358150879542033,0.08936290475833979,cp,94,2,3042,0.6
all_constraints,all_constraints,0.7127659574468085,0.45489784805160016,0.9787234042553191,0.14507865158346242,37.3134328358209,96,94,0.12358150879542033,0.08936290475833979,cp,94,2,3042,0.6
Any_DLT,dlt_only,0.8541666666666666,0.35479176002615415,0.9270833333333334,0.2613645031536837,8.536585365853668,96,96,0.01831162969271342,0.016907718846331746,nominal,96,3,4042,0.6
Blood,dlt_only,0.875,0.33245498310218435,0.6770833333333334,0.4700457237930586,-22.619047619047617,96,96,0.01831162969271342,0.016907718846331746,nominal,96,3,4042,0.6
Constitutional,dlt_only,0.8645833333333334,0.34396424742808945,0.9270833333333334,0.2613645031536837,7.228915662650602,96,96,0.01831162969271342,0.016907718846331746,nominal,96,3,4042,0.6
Infection,dlt_only,0.8645833333333334,0.34396424742808945,0.9166666666666666,0.27783625115549687,6.02409638554216,96,96,0.01831162969271342,0.016907718846331746,nominal,96,3,4042,0.6
Gastrointestinal,dlt_only,0.8645833333333334,0.3439642474280894,1.0,0.0,15.662650602409633,96,96,0.01831162969271342,0.016907718846331746,nominal,96,3,4042,0.6
Overall_Survival,dlt_only,10.690597206168823,1.779425762099106,12.298998198262787,1.0507932539836276,15.045006009260774,96,96,0.01831162969271342,0.016907718846331746,nominal,96,3,4042,0.6
all_constraints,dlt_only,0.6979166666666666,0.4615714956689105,0.59375,0.49371044145328746,-14.925373134328353,96,96,0.01831162969271342,0.016907718846331746,nominal,96,3,4042,0.6
Any_DLT,all_constraints,0.8977272727272727,0.3047430697456363,0.9431818181818182,0.23282150162655668,5.063291139240514,96,88,0.05294651041428248,0.027069478975238762,nominal,96,3,4042,0.6
Blood,all_constraints,0.8977272727272727,0.30474306974563625,0.6477272727272727,0.4804158334617546,-27.848101265822784,96,88,0.05294651041428248,0.027069478975238762,nominal,96,3,4042,0.6
Constitutional,all_constraints,0.8636363636363636,0.3451409234693729,0.9431818181818182,0.23282150162655665,9.210526315789478,96,88,0.05294651041428248,0.027069478975238762,nominal,96,3,4042,0.6
Infection,all_constraints,0.8977272727272727,0.3047430697456363,0.9090909090909091,0.28912724941310364,1.2658227848101256,96,88,0.05294651041428248,0.027069478975238762,nominal,96,3,4042,0.6
Gastrointestinal,all_constraints,0.8863636363636364,0.3191878408444575,1.0,0.0,12.820512820512823,96,88,0.05294651041428248,0.027069478975238762,nominal,96,3,4042,0.6
Overall_Survival,all_constraints,10.733755101226357,1.7861722005148855,12.273558713477502,1.161540285543738,14.34543268157123,96,88,0.05294651041428248,0.027069478975238762,nominal,96,3,4042,0.6
all_constraints,all_constraints,0.7272727272727273,0.4479140087646834,0.5681818181818182,0.49816801268349625,-21.874999999999996,96,88,0.05294651041428248,0.027069478975238762,nominal,96,3,4042,0.6
Any_DLT,dlt_only,0.8541666666666666,0.35479176002615415,0.65625,0.4774521193960599,-23.17073170731707,96,96,0.01566533495982488,0.028618513009735,robust_reg,96,3,4042,0.6
Blood,dlt_only,0.875,0.33245498310218435,0.25,0.435285750066007,-71.42857142857143,96,96,0.01566533495982488,0.028618513009735,robust_reg,96,3,4042,0.6
Constitutional,dlt_only,0.8645833333333334,0.34396424742808945,0.9166666666666666,0.27783625115549687,6.02409638554216,96,96,0.01566533495982488,0.028618513009735,robust_reg,96,3,4042,0.6
Infection,dlt_only,0.8645833333333334,0.34396424742808945,0.5208333333333334,0.502188194262012,-39.75903614457831,96,96,0.01566533495982488,0.028618513009735,robust_reg,96,3,4042,0.6
Gastrointestinal,dlt_only,0.8645833333333334,0.3439642474280894,0.9895833333333334,0.10206207261596574,14.457831325301203,96,96,0.01566533495982488,0.028618513009735,robust_reg,96,3,4042,0.6
Overall_Survival,dlt_only,10.690597206168823,1.779425762099106,12.436239534902663,1.022300656014384,16.328763445755374,96,96,0.01566533495982488,0.028618513009735,robust_reg,96,3,4042,0.6
all_constraints,dlt_only,0.6979166666666666,0.4615714956689105,0.1875,0.3923612728354477,-73.13432835820896,96,96,0.01566533495982488,0.028618513009735,robust_reg,96,3,4042,0.6
Any_DLT,all_constraints,0.8977272727272727,0.3047430697456363,0.8068181818181818,0.3970568315514968,-10.126582278481015,96,88,0.046113476157188416,0.024579244661380777,robust_reg,96,3,4042,0.6
Blood,all_constraints,0.8977272727272727,0.30474306974563625,0.4090909090909091,0.4944836767609948,-54.43037974683544,96,88,0.046113476157188416,0.024579244661380777,robust_reg,96,3,4042,0.6
Constitutional,all_constraints,0.8636363636363636,0.3451409234693729,0.9431818181818182,0.23282150162655665,9.210526315789478,96,88,0.046113476157188416,0.024579244661380777,robust_reg,96,3,4042,0.6
Infection,all_constraints,0.8977272727272727,0.3047430697456363,0.7386363636363636,0.44189555591864443,-17.72151898734177,96,88,0.046113476157188416,0.024579244661380777,robust_reg,96,3,4042,0.6
Gastrointestinal,all_constraints,0.8863636363636364,0.3191878408444575,1.0,0.0,12.820512820512823,96,88,0.046113476157188416,0.024579244661380777,robust_reg,96,3,4042,0.6
Overall_Survival,all_constraints,10.733755101226357,1.7861722005148855,12.358107089299166,1.1516563515719873,15.133119516460948,96,88,0.046113476157188416,0.024579244661380777,robust_reg,96,3,4042,0.6
all_constraints,all_constraints,0.7272727272727273,0.4479140087646834,0.3522727272727273,0.4804158334617546,-51.5625,96,88,0.046113476157188416,0.024579244661380777,robust_reg,96,3,4042,0.6
Any_DLT,dlt_only,0.8541666666666666,0.35479176002615415,0.8958333333333334,0.3070801941090227,4.878048780487814,96,96,0.03004751354455948,0.03754567384507629,cp,96,3,4042,0.6
