outcome,constraint_mode,given_mean,given_sd,prescribed_mean,prescribed_sd,pct_change,n_test,n_prescribed_eval,mean_solve_time,solve_time_sd,method,n_method_feasible,realization,subsample_seed,rhs
Any_DLT,dlt_only,0.8681318681318682,0.3402218625410715,1.0,0.0,15.189873417721516,96,91,0.23065041253964105,0.06909174707396984,cp,91,0,1042,0.6
Blood,dlt_only,0.8681318681318682,0.3402218625410715,1.0,0.0,15.189873417721516,96,91,0.23065041253964105,0.06909174707396984,cp,91,0,1042,0.6
Constitutional,dlt_only,0.9010989010989011,0.30018309431060586,0.967032967032967,0.17953950048508055,7.317073170731706,96,91,0.23065041253964105,0.06909174707396984,cp,91,0,1042,0.6
Infection,dlt_only,0.8901098901098901,0.3144854510165755,1.0,0.0,12.345679012345686,96,91,0.23065041253964105,0.06909174707396984,cp,91,0,1042,0.6
Gastrointestinal,dlt_only,0.8791208791208791,0.32779278126296113,1.0,0.0,13.750000000000002,96,91,0.23065041253964105,0.06909174707396984,cp,91,0,1042,0.6
Overall_Survival,dlt_only,10.741804075673201,1.7868015170684202,10.831342847241833,0.8549712821834928,0.8335543167409774,96,91,0.23065041253964105,0.06909174707396984,cp,91,0,1042,0.6
all_constraints,dlt_only,0.7362637362637363,0.4430993075338713,0.967032967032967,0.17953950048508055,31.343283582089544,96,91,0.23065041253964105,0.06909174707396984,cp,91,0,1042,0.6
Any_DLT,all_constraints,0.8863636363636364,0.3191878408444575,1.0,0.0,12.820512820512823,96,88,0.21353872368733087,0.14486291510679128,cp,88,0,1042,0.6
Blood,all_constraints,0.8863636363636364,0.3191878408444575,0.9886363636363636,0.10660035817780522,11.538461538461542,96,88,0.21353872368733087,0.14486291510679128,cp,88,0,1042,0.6
Constitutional,all_constraints,0.9090909090909091,0.2891272494131036,0.9886363636363636,0.10660035817780522,8.750000000000005,96,88,0.21353872368733087,0.14486291510679128,cp,88,0,1042,0.6
Infection,all_constraints,0.9090909090909091,0.2891272494131036,1.0,0.0,10.000000000000004,96,88,0.21353872368733087,0.14486291510679128,cp,88,0,1042,0.6
Gastrointestinal,all_constraints,0.8863636363636364,0.31918784084445745,1.0,0.0,12.820512820512823,96,88,0.21353872368733087,0.14486291510679128,cp,88,0,1042,0.6
