outcome,constraint_mode,given_mean,given_sd,prescribed_mean,prescribed_sd,pct_change,n_test,n_prescribed_eval,mean_solve_time,solve_time_sd,method,n_method_feasible,realization,subsample_seed
Constitutional,all_constraints,0.8695652173913043,0.33862655057584784,0.967391304347826,0.17858337274913305,11.249999999999998,96,92,0.20520412176847458,0.13898358988368517,robust_reg,96,3,4042
Infection,all_constraints,0.8804347826086957,0.32623025995934074,1.0,0.0,13.580246913580243,96,92,0.20520412176847458,0.13898358988368517,robust_reg,96,3,4042
Gastrointestinal,all_constraints,0.8804347826086957,0.3262302599593407,0.9891304347826086,0.10425720702853734,12.345679012345672,96,92,0.20520412176847458,0.13898358988368517,robust_reg,96,3,4042
Overall_Survival,all_constraints,10.716991893932416,1.8025823023425238,10.963375099254216,1.1155941646515006,2.2989959100491038,96,92,0.20520412176847458,0.13898358988368517,robust_reg,96,3,4042
all_constraints,all_constraints,0.7065217391304348,0.4578507717505198,0.9456521739130435,0.22794497286530102,33.84615384615384,96,92,0.20520412176847458,0.13898358988368517,robust_reg,96,3,4042
Any_DLT,dlt_only,0.8631578947368421,0.34550383548659225,1.0,0.0,15.853658536585364,96,95,0.077642689148585,0.20694394022873702,cp,95,4,5042
Blood,dlt_only,0.8736842105263158,0.33396729560733096,1.0,0.0,14.457831325301198,96,95,0.077642689148585,0.20694394022873702,cp,95,4,5042
Constitutional,dlt_only,0.8631578947368421,0.34550383548659225,0.9263157894736842,0.2626422720087394,7.317073170731704,96,95,0.077642689148585,0.20694394022873702,cp,95,4,5042
Infection,dlt_only,0.8736842105263158,0.333967295607331,1.0,0.0,14.457831325301198,96,95,0.077642689148585,0.20694394022873702,cp,95,4,5042
Gastrointestinal,dlt_only,0.8736842105263158,0.333967295607331,0.9789473684210527,0.14432140317088757,12.048192771084336,96,95,0.077642689148585,0.20694394022873702,cp,95,4,5042
Overall_Survival,dlt_only,10.682237553712463,1.7869696324041837,11.269356213783375,0.9194928416258344,5.4962142258937785,96,95,0.077642689148585,0.20694394022873702,cp,95,4,5042
all_constraints,dlt_only,0.7052631578947368,0.4583430892442982,0.9052631578947369,0.29440470807862057,28.35820895522389,96,95,0.077642689148585,0.20694394022873702,cp,95,4,5042
Any_DLT,all_constraints,0.8804347826086957,0.32623025995934074,0.967391304347826,0.17858337274913308,9.876543209876536,96,92,0.18947781374057135,0.21310787302151996,cp,92,4,5042
Blood,all_constraints,0.8804347826086957,0.32623025995934074,0.967391304347826,0.17858337274913308,9.876543209876536,96,92,0.18947781374057135,0.21310787302151996,cp,92,4,5042
Constitutional,all_constraints,0.8913043478260869,0.31296251010007803,0.9347826086956522,0.24826199498867577,4.8780487804878145,96,92,0.18947781374057135,0.21310787302151996,cp,92,4,5042
Infection,all_constraints,0.8913043478260869,0.31296251010007803,0.967391304347826,0.17858337274913308,8.53658536585366,96,92,0.18947781374057135,0.21310787302151996,cp,92,4,5042
Gastrointestinal,all_constraints,0.8913043478260869,0.31296251010007803,1.0,0.0,12.195121951219518,96,92,0.18947781374057135,0.21310787302151996,cp,92,4,5042
Overall_Survival,all_constraints,10.71022312178387,1.6052056389316824,10.996631054369386,1.007317561241504,2.6741546775340517,96,92,0.18947781374057135,0.21310787302151996,cp,92,4,5042
all_constraints,all_constraints,0.7282608695652174,0.4472937149826407,0.9021739130434783,0.29870720011393176,23.88059701492537,96,92,0.18947781374057135,0.21310787302151996,cp,92,4,5042
Any_DLT,dlt_only,0.8631578947368421,0.34550383548659225,1.0,0.0,15.853658536585364,96,95,0.019423226515452068,0.018940218538854466,nominal,96,4,5042
Blood,dlt_only,0.8736842105263158,0.33396729560733096,1.0,0.0,14.457831325301198,96,95,0.019423226515452068,0.018940218538854466,nominal,96,4,5042
Constitutional,dlt_only,0.8631578947368421,0.34550383548659225,0.968421052631579,0.17580402404729137,12.19512195121951,96,95,0.019423226515452068,0.018940218538854466,nominal,96,4,5042
Infection,dlt_only,0.8736842105263158,0.333967295607331,1.0,0.0,14.457831325301198,96,95,0.019423226515452068,0.018940218538854466,nominal,96,4,5042
Gastrointestinal,dlt_only,0.8736842105263158,0.333967295607331,1.0,0.0,14.457831325301198,96,95,0.019423226515452068,0.018940218538854466,nominal,96,4,5042
Overall_Survival,dlt_only,10.682237553712463,1.7869696324041837,11.943764019230803,0.9746428754853159,11.809571348466354,96,95,0.019423226515452068,0.018940218538854466,nominal,96,4,5042
all_constraints,dlt_only,0.7052631578947368,0.4583430892442982,0.968421052631579,0.17580402404729137,37.313432835820905,96,95,0.019423226515452068,0.018940218538854466,nominal,96,4,5042
Any_DLT,all_constraints,0.8804347826086957,0.32623025995934074,1.0,0.0,13.580246913580243,96,92,0.066656028230985,0.035671275031939426,nominal,96,4,5042
Blood,all_constraints,0.8804347826086957,0.32623025995934074,1.0,0.0,13.580246913580243,96,92,0.066656028230985,0.035671275031939426,nominal,96,4,5042
Constitutional,all_constraints,0.8913043478260869,0.31296251010007803,0.9347826086956522,0.24826199498867577,4.8780487804878145,96,92,0.066656028230985,0.035671275031939426,nominal,96,4,5042
Infection,all_constraints,0.8913043478260869,0.31296251010007803,1.0,0.0,12.195121951219518,96,92,0.066656028230985,0.035671275031939426,nominal,96,4,5042
Gastrointestinal,all_constraints,0.8913043478260869,0.31296251010007803,1.0,0.0,12.195121951219518,96,92,0.066656028230985,0.035671275031939426,nominal,96,4,5042
Overall_Survival,all_constraints,10.71022312178387,1.6052056389316824,11.829445643265958,1.016386423776737,10.450039263940873,96,92,0.066656028230985,0.035671275031939426,nominal,96,4,5042
all_constraints,all_constraints,0.7282608695652174,0.4472937149826407,0.9347826086956522,0.24826199498867577,28.358208955223883,96,92,0.066656028230985,0.035671275031939426,nominal,96,4,5042
Any_DLT,dlt_only,0.8631578947368421,0.34550383548659225,1.0,0.0,15.853658536585364,96,95,0.0351311465104421,0.03753352931863765,robust_reg,96,4,5042
Blood,dlt_only,0.8736842105263158,0.33396729560733096,1.0,0.0,14.457831325301198,96,95,0.0351311465104421,0.03753352931863765,robust_reg,96,4,5042
Constitutional,dlt_only,0.8631578947368421,0.34550383548659225,0.9789473684210527,0.1443214031708876,13.414634146341466,96,95,0.0351311465104421,0.03753352931863765,robust_reg,96,4,5042
Infection,dlt_only,0.8736842105263158,0.333967295607331,1.0,0.0,14.457831325301198,96,95,0.0351311465104421,0.03753352931863765,robust_reg,96,4,5042
Gastrointestinal,dlt_only,0.8736842105263158,0.333967295607331,1.0,0.0,14.457831325301198,96,95,0.0351311465104421,0.03753352931863765,robust_reg,96,4,5042
Overall_Survival,dlt_only,10.682237553712463,1.7869696324041837,11.945462973720439,0.9690099057352692,11.8254758299113,96,95,0.0351311465104421,0.03753352931863765,robust_reg,96,4,5042
all_constraints,dlt_only,0.7052631578947368,0.4583430892442982,0.9789473684210527,0.1443214031708876,38.805970149253746,96,95,0.0351311465104421,0.03753352931863765,robust_reg,96,4,5042
Any_DLT,all_constraints,0.8804347826086957,0.32623025995934074,1.0,0.0,13.580246913580243,96,92,0.10824527591466904,0.1316965581348073,robust_reg,96,4,5042
Blood,all_constraints,0.8804347826086957,0.32623025995934074,1.0,0.0,13.580246913580243,96,92,0.10824527591466904,0.1316965581348073,robust_reg,96,4,5042
Constitutional,all_constraints,0.8913043478260869,0.31296251010007803,0.9347826086956522,0.24826199498867577,4.8780487804878145,96,92,0.10824527591466904,0.1316965581348073,robust_reg,96,4,5042
Infection,all_constraints,0.8913043478260869,0.31296251010007803,1.0,0.0,12.195121951219518,96,92,0.10824527591466904,0.1316965581348073,robust_reg,96,4,5042
Gastrointestinal,all_constraints,0.8913043478260869,0.31296251010007803,1.0,0.0,12.195121951219518,96,92,0.10824527591466904,0.1316965581348073,robust_reg,96,4,5042
Overall_Survival,all_constraints,10.71022312178387,1.6052056389316824,11.8322909437122,1.028590490923305,10.476605474690075,96,92,0.10824527591466904,0.1316965581348073,robust_reg,96,4,5042
all_constraints,all_constraints,0.7282608695652174,0.4472937149826407,0.9347826086956522,0.24826199498867577,28.358208955223883,96,92,0.10824527591466904,0.1316965581348073,robust_reg,96,4,5042
Any_DLT,dlt_only,0.8541666666666666,0.35479176002615415,0.9895833333333334,0.10206207261596574,15.853658536585376,96,96,0.04971911013126373,0.041744023244591706,cp,96,5,6042
Blood,dlt_only,0.875,0.33245498310218435,0.9791666666666666,0.14357588616379596,11.9047619047619,96,96,0.04971911013126373,0.041744023244591706,cp,96,5,6042
Constitutional,dlt_only,0.8645833333333334,0.34396424742808945,0.9375,0.2433321316961438,8.43373493975903,96,96,0.04971911013126373,0.041744023244591706,cp,96,5,6042
Infection,dlt_only,0.8645833333333334,0.34396424742808945,0.9895833333333334,0.10206207261596574,14.457831325301203,96,96,0.04971911013126373,0.041744023244591706,cp,96,5,6042
Gastrointestinal,dlt_only,0.8645833333333334,0.3439642474280894,1.0,0.0,15.662650602409633,96,96,0.04971911013126373,0.041744023244591706,cp,96,5,6042
Overall_Survival,dlt_only,10.690597206168823,1.779425762099106,11.779134889202894,1.0875071159930598,10.182197140548416,96,96,0.04971911013126373,0.041744023244591706,cp,96,5,6042
all_constraints,dlt_only,0.6979166666666666,0.4615714956689105,0.9166666666666666,0.27783625115549687,31.343283582089555,96,96,0.04971911013126373,0.041744023244591706,cp,96,5,6042
Any_DLT,all_constraints,0.9036144578313253,0.2969133006133355,0.9759036144578314,0.15428067663158054,8.000000000000002,96,83,0.26438939323027927,0.24021881086424673,cp,84,5,6042
Blood,all_constraints,0.8795180722891566,0.3275031320440732,0.9759036144578314,0.15428067663158054,10.958904109589053,96,83,0.26438939323027927,0.24021881086424673,cp,84,5,6042
Constitutional,all_constraints,0.9036144578313253,0.29691330061333543,0.9879518072289156,0.10976425998969035,9.333333333333327,96,83,0.26438939323027927,0.24021881086424673,cp,84,5,6042
Infection,all_constraints,0.9156626506024096,0.27958240973264575,0.9759036144578314,0.15428067663158054,6.578947368421062,96,83,0.26438939323027927,0.24021881086424673,cp,84,5,6042
Gastrointestinal,all_constraints,0.891566265060241,0.3128175729878781,1.0,0.0,12.162162162162165,96,83,0.26438939323027927,0.24021881086424673,cp,84,5,6042
Overall_Survival,all_constraints,10.763633595127864,1.7787866147989435,11.32978129121222,1.0452510717990942,5.259819475280365,96,83,0.26438939323027927,0.24021881086424673,cp,84,5,6042
all_constraints,all_constraints,0.7469879518072289,0.4373806037491805,0.963855421686747,0.18778445950728184,29.032258064516135,96,83,0.26438939323027927,0.24021881086424673,cp,84,5,6042
Any_DLT,dlt_only,0.8541666666666666,0.35479176002615415,1.0,0.0,17.07317073170732,96,96,0.02009429782629013,0.0022216128208666155,nominal,96,5,6042
Blood,dlt_only,0.875,0.33245498310218435,1.0,0.0,14.285714285714286,96,96,0.02009429782629013,0.0022216128208666155,nominal,96,5,6042
Constitutional,dlt_only,0.8645833333333334,0.34396424742808945,0.9375,0.2433321316961438,8.43373493975903,96,96,0.02009429782629013,0.0022216128208666155,nominal,96,5,6042
Infection,dlt_only,0.8645833333333334,0.34396424742808945,1.0,0.0,15.662650602409633,96,96,0.02009429782629013,0.0022216128208666155,nominal,96,5,6042
Gastrointestinal,dlt_only,0.8645833333333334,0.3439642474280894,1.0,0.0,15.662650602409633,96,96,0.02009429782629013,0.0022216128208666155,nominal,96,5,6042
Overall_Survival,dlt_only,10.690597206168823,1.779425762099106,11.956924918638315,0.9636246761394673,11.84524763255302,96,96,0.02009429782629013,0.0022216128208666155,nominal,96,5,6042
all_constraints,dlt_only,0.6979166666666666,0.4615714956689105,0.9375,0.2433321316961438,34.32835820895523,96,96,0.02009429782629013,0.0022216128208666155,nominal,96,5,6042
Any_DLT,all_constraints,0.9036144578313253,0.2969133006133355,1.0,0.0,10.666666666666663,96,83,0.06525205075740814,0.02245783226701681,nominal,95,5,6042
Blood,all_constraints,0.8795180722891566,0.3275031320440732,1.0,0.0,13.698630136986308,96,83,0.06525205075740814,0.02245783226701681,nominal,95,5,6042
Constitutional,all_constraints,0.9036144578313253,0.29691330061333543,0.9879518072289156,0.10976425998969035,9.333333333333327,96,83,0.06525205075740814,0.02245783226701681,nominal,95,5,6042
Infection,all_constraints,0.9156626506024096,0.27958240973264575,1.0,0.0,9.21052631578948,96,83,0.06525205075740814,0.02245783226701681,nominal,95,5,6042
Gastrointestinal,all_constraints,0.891566265060241,0.3128175729878781,1.0,0.0,12.162162162162165,96,83,0.06525205075740814,0.02245783226701681,nominal,95,5,6042
Overall_Survival,all_constraints,10.763633595127864,1.7787866147989435,11.98886782968102,0.9785337696577551,11.383091255612376,96,83,0.06525205075740814,0.02245783226701681,nominal,95,5,6042
all_constraints,all_constraints,0.7469879518072289,0.4373806037491805,0.9879518072289156,0.10976425998969035,32.25806451612903,96,83,0.06525205075740814,0.02245783226701681,nominal,95,5,6042
Any_DLT,dlt_only,0.8541666666666666,0.35479176002615415,0.9583333333333334,0.20087527770480484,12.195121951219523,96,96,0.020712539553642273,0.0028537434344175065,robust_reg,96,5,6042
Blood,dlt_only,0.875,0.33245498310218435,1.0,0.0,14.285714285714286,96,96,0.020712539553642273,0.0028537434344175065,robust_reg,96,5,6042
Constitutional,dlt_only,0.8645833333333334,0.34396424742808945,0.90625,0.2930106877878258,4.81927710843373,96,96,0.020712539553642273,0.0028537434344175065,robust_reg,96,5,6042
Infection,dlt_only,0.8645833333333334,0.34396424742808945,0.96875,0.17490598978639324,12.048192771084333,96,96,0.020712539553642273,0.0028537434344175065,robust_reg,96,5,6042
Gastrointestinal,dlt_only,0.8645833333333334,0.3439642474280894,0.5520833333333334,0.4998903388516255,-36.144578313253014,96,96,0.020712539553642273,0.0028537434344175065,robust_reg,96,5,6042
Overall_Survival,dlt_only,10.690597206168823,1.779425762099106,10.169072140765914,0.9170184623539924,-4.878352961441401,96,96,0.020712539553642273,0.0028537434344175065,robust_reg,96,5,6042
all_constraints,dlt_only,0.6979166666666666,0.4615714956689105,0.5520833333333334,0.4998903388516255,-20.89552238805969,96,96,0.020712539553642273,0.0028537434344175065,robust_reg,96,5,6042
Any_DLT,all_constraints,0.9036144578313253,0.2969133006133355,0.891566265060241,0.3128175729878781,-1.3333333333333377,96,83,0.08044642458359401,0.04127984980326049,robust_reg,96,5,6042
Blood,all_constraints,0.8795180722891566,0.3275031320440732,0.40963855421686746,0.49475652002293147,-53.42465753424657,96,83,0.08044642458359401,0.04127984980326049,robust_reg,96,5,6042
Constitutional,all_constraints,0.9036144578313253,0.29691330061333543,0.9879518072289156,0.10976425998969035,9.333333333333327,96,83,0.08044642458359401,0.04127984980326049,robust_reg,96,5,6042
Infection,all_constraints,0.9156626506024096,0.27958240973264575,0.7710843373493976,0.4226888726289972,-15.789473684210519,96,83,0.08044642458359401,0.04127984980326049,robust_reg,96,5,6042
Gastrointestinal,all_constraints,0.891566265060241,0.3128175729878781,1.0,0.0,12.162162162162165,96,83,0.08044642458359401,0.04127984980326049,robust_reg,96,5,6042
Overall_Survival,all_constraints,10.763633595127864,1.7787866147989435,12.478638531192015,1.1018447029907101,15.933326983932677,96,83,0.08044642458359401,0.04127984980326049,robust_reg,96,5,6042
all_constraints,all_constraints,0.7469879518072289,0.4373806037491805,0.3855421686746988,0.4896819600318204,-48.387096774193544,96,83,0.08044642458359401,0.04127984980326049,robust_reg,96,5,6042
Any_DLT,dlt_only,0.8631578947368421,0.34550383548659225,0.9578947368421052,0.20189472049435528,10.975609756097557,96,95,0.036630031963189445,0.026696906016735526,cp,95,6,7042
Blood,dlt_only,0.8842105263157894,0.3216697756533383,0.9368421052631579,0.2445371796902055,5.952380952380959,96,95,0.036630031963189445,0.026696906016735526,cp,95,6,7042
Constitutional,dlt_only,0.8631578947368421,0.34550383548659225,0.9052631578947369,0.29440470807862057,4.878048780487807,96,95,0.036630031963189445,0.026696906016735526,cp,95,6,7042
Infection,dlt_only,0.8736842105263158,0.333967295607331,0.9578947368421052,0.20189472049435528,9.63855421686746,96,95,0.036630031963189445,0.026696906016735526,cp,95,6,7042
Gastrointestinal,dlt_only,0.8631578947368421,0.3455038354865923,0.9578947368421052,0.20189472049435528,10.975609756097557,96,95,0.036630031963189445,0.026696906016735526,cp,95,6,7042
Overall_Survival,dlt_only,10.682295535441693,1.7869958575119873,11.603404309043079,1.2540813519145555,8.622760628044166,96,95,0.036630031963189445,0.026696906016735526,cp,95,6,7042
all_constraints,dlt_only,0.7052631578947368,0.4583430892442982,0.8315789473684211,0.37622513571472216,17.91044776119404,96,95,0.036630031963189445,0.026696906016735526,cp,95,6,7042
Any_DLT,all_constraints,0.8804347826086957,0.32623025995934074,0.9891304347826086,0.10425720702853736,12.345679012345672,96,92,0.07241110503673553,0.07463187072725594,cp,92,6,7042
Blood,all_constraints,0.8804347826086957,0.3262302599593407,0.9891304347826086,0.10425720702853736,12.345679012345672,96,92,0.07241110503673553,0.07463187072725594,cp,92,6,7042
Constitutional,all_constraints,0.8804347826086957,0.32623025995934074,0.9456521739130435,0.22794497286530102,7.407407407407402,96,92,0.07241110503673553,0.07463187072725594,cp,92,6,7042
Infection,all_constraints,0.9021739130434783,0.29870720011393176,0.9891304347826086,0.10425720702853736,9.638554216867464,96,92,0.07241110503673553,0.07463187072725594,cp,92,6,7042
Gastrointestinal,all_constraints,0.8804347826086957,0.32623025995934074,0.9891304347826086,0.10425720702853736,12.345679012345672,96,92,0.07241110503673553,0.07463187072725594,cp,92,6,7042
Overall_Survival,all_constraints,10.688035434936355,1.8112823299676915,11.643327256240532,1.3317702059226482,8.937955222169098,96,92,0.07241110503673553,0.07463187072725594,cp,92,6,7042
all_constraints,all_constraints,0.7282608695652174,0.4472937149826407,0.9130434782608695,0.2833152987899314,25.3731343283582,96,92,0.07241110503673553,0.07463187072725594,cp,92,6,7042
Any_DLT,dlt_only,0.8631578947368421,0.34550383548659225,1.0,0.0,15.853658536585364,96,95,0.014415962000687918,0.0030159771161145394,nominal,95,6,7042
Blood,dlt_only,0.8842105263157894,0.3216697756533383,1.0,0.0,13.095238095238098,96,95,0.014415962000687918,0.0030159771161145394,nominal,95,6,7042
Constitutional,dlt_only,0.8631578947368421,0.34550383548659225,0.9157894736842105,0.27917652063748477,6.097560975609749,96,95,0.014415962000687918,0.0030159771161145394,nominal,95,6,7042
Infection,dlt_only,0.8736842105263158,0.333967295607331,1.0,0.0,14.457831325301198,96,95,0.014415962000687918,0.0030159771161145394,nominal,95,6,7042
Gastrointestinal,dlt_only,0.8631578947368421,0.3455038354865923,1.0,0.0,15.853658536585364,96,95,0.014415962000687918,0.0030159771161145394,nominal,95,6,7042
Overall_Survival,dlt_only,10.682295535441693,1.7869958575119873,11.990844195488519,0.9871370166020407,12.24969535532252,96,95,0.014415962000687918,0.0030159771161145394,nominal,95,6,7042
all_constraints,dlt_only,0.7052631578947368,0.4583430892442982,0.9157894736842105,0.27917652063748477,29.850746268656714,96,95,0.014415962000687918,0.0030159771161145394,nominal,95,6,7042
Any_DLT,all_constraints,0.8804347826086957,0.32623025995934074,1.0,0.0,13.580246913580243,96,92,0.06192054351170858,0.07351981152033882,nominal,93,6,7042
Blood,all_constraints,0.8804347826086957,0.3262302599593407,1.0,0.0,13.580246913580243,96,92,0.06192054351170858,0.07351981152033882,nominal,93,6,7042
Constitutional,all_constraints,0.8804347826086957,0.32623025995934074,0.9456521739130435,0.22794497286530102,7.407407407407402,96,92,0.06192054351170858,0.07351981152033882,nominal,93,6,7042
Infection,all_constraints,0.9021739130434783,0.29870720011393176,1.0,0.0,10.843373493975902,96,92,0.06192054351170858,0.07351981152033882,nominal,93,6,7042
Gastrointestinal,all_constraints,0.8804347826086957,0.32623025995934074,0.9891304347826086,0.10425720702853736,12.345679012345672,96,92,0.06192054351170858,0.07351981152033882,nominal,93,6,7042
Overall_Survival,all_constraints,10.688035434936355,1.8112823299676915,11.883807208655707,1.1018054575906875,11.18794731734039,96,92,0.06192054351170858,0.07351981152033882,nominal,93,6,7042
all_constraints,all_constraints,0.7282608695652174,0.4472937149826407,0.9347826086956522,0.2482619949886758,28.358208955223883,96,92,0.06192054351170858,0.07351981152033882,nominal,93,6,7042
Any_DLT,dlt_only,0.8631578947368421,0.34550383548659225,1.0,0.0,15.853658536585364,96,95,0.011342190206050873,0.0009738306492081812,robust_reg,96,6,7042
Blood,dlt_only,0.8842105263157894,0.3216697756533383,1.0,0.0,13.095238095238098,96,95,0.011342190206050873,0.0009738306492081812,robust_reg,96,6,7042
Constitutional,dlt_only,0.8631578947368421,0.34550383548659225,0.9157894736842105,0.27917652063748477,6.097560975609749,96,95,0.011342190206050873,0.0009738306492081812,robust_reg,96,6,7042
Infection,dlt_only,0.8736842105263158,0.333967295607331,1.0,0.0,14.457831325301198,96,95,0.011342190206050873,0.0009738306492081812,robust_reg,96,6,7042
Gastrointestinal,dlt_only,0.8631578947368421,0.3455038354865923,1.0,0.0,15.853658536585364,96,95,0.011342190206050873,0.0009738306492081812,robust_reg,96,6,7042
Overall_Survival,dlt_only,10.682295535441693,1.7869958575119873,11.993956397512918,0.9790540405935971,12.278829561674264,96,95,0.011342190206050873,0.0009738306492081812,robust_reg,96,6,7042
all_constraints,dlt_only,0.7052631578947368,0.4583430892442982,0.9157894736842105,0.27917652063748477,29.850746268656714,96,95,0.011342190206050873,0.0009738306492081812,robust_reg,96,6,7042
Any_DLT,all_constraints,0.8804347826086957,0.32623025995934074,0.9891304347826086,0.10425720702853734,12.345679012345672,96,92,0.043440721929073334,0.014051762184702719,robust_reg,94,6,7042
Blood,all_constraints,0.8804347826086957,0.3262302599593407,0.9891304347826086,0.10425720702853734,12.345679012345672,96,92,0.043440721929073334,0.014051762184702719,robust_reg,94,6,7042
Constitutional,all_constraints,0.8804347826086957,0.32623025995934074,0.9456521739130435,0.22794497286530102,7.407407407407402,96,92,0.043440721929073334,0.014051762184702719,robust_reg,94,6,7042
Infection,all_constraints,0.9021739130434783,0.29870720011393176,0.9891304347826086,0.10425720702853734,9.638554216867464,96,92,0.043440721929073334,0.014051762184702719,robust_reg,94,6,7042
Gastrointestinal,all_constraints,0.8804347826086957,0.32623025995934074,1.0,0.0,13.580246913580243,96,92,0.043440721929073334,0.014051762184702719,robust_reg,94,6,7042
Overall_Survival,all_constraints,10.688035434936355,1.8112823299676915,11.945840841845564,1.1107281280734589,11.768349895227493,96,92,0.043440721929073334,0.014051762184702719,robust_reg,94,6,7042
all_constraints,all_constraints,0.7282608695652174,0.4472937149826407,0.9456521739130435,0.22794497286530102,29.85074626865671,96,92,0.043440721929073334,0.014051762184702719,robust_reg,94,6,7042
Any_DLT,dlt_only,0.8541666666666666,0.35479176002615415,1.0,0.0,17.07317073170732,96,96,0.08586342632770538,0.11777151306673542,cp,96,7,8042
Blood,dlt_only,0.875,0.33245498310218435,0.96875,0.17490598978639324,10.714285714285714,96,96,0.08586342632770538,0.11777151306673542,cp,96,7,8042
Constitutional,dlt_only,0.8645833333333334,0.34396424742808945,0.9375,0.2433321316961438,8.43373493975903,96,96,0.08586342632770538,0.11777151306673542,cp,96,7,8042
Infection,dlt_only,0.8645833333333334,0.34396424742808945,0.9895833333333334,0.10206207261596574,14.457831325301203,96,96,0.08586342632770538,0.11777151306673542,cp,96,7,8042
Gastrointestinal,dlt_only,0.8645833333333334,0.3439642474280894,0.9895833333333334,0.10206207261596575,14.457831325301203,96,96,0.08586342632770538,0.11777151306673542,cp,96,7,8042
Overall_Survival,dlt_only,10.690597206168823,1.779425762099106,11.53389382000416,1.036174477963492,7.888208652634739,96,96,0.08586342632770538,0.11777151306673542,cp,96,7,8042
all_constraints,dlt_only,0.6979166666666666,0.4615714956689105,0.8958333333333334,0.3070801941090227,28.358208955223894,96,96,0.08586342632770538,0.11777151306673542,cp,96,7,8042
Any_DLT,all_constraints,0.8651685393258427,0.34347857005916343,0.9662921348314607,0.18149869785703643,11.68831168831169,96,89,0.5064109340310097,0.6326479897455926,cp,90,7,8042
Blood,all_constraints,0.8651685393258427,0.34347857005916343,0.9662921348314607,0.18149869785703643,11.68831168831169,96,89,0.5064109340310097,0.6326479897455926,cp,90,7,8042
Constitutional,all_constraints,0.8876404494382022,0.3175975958515819,0.9438202247191011,0.23157320469295906,6.3291139240506356,96,89,0.5064109340310097,0.6326479897455926,cp,90,7,8042
Infection,all_constraints,0.8764044943820225,0.3309842319473132,0.9662921348314607,0.18149869785703643,10.256410256410257,96,89,0.5064109340310097,0.6326479897455926,cp,90,7,8042
Gastrointestinal,all_constraints,0.8764044943820225,0.3309842319473132,0.9775280898876404,0.14905216367918436,11.53846153846153,96,89,0.5064109340310097,0.6326479897455926,cp,90,7,8042
Overall_Survival,all_constraints,10.707537692238304,1.840739164921015,11.08772786186702,1.0976501892265542,3.550677854763081,96,89,0.5064109340310097,0.6326479897455926,cp,90,7,8042
all_constraints,all_constraints,0.7191011235955056,0.4519846147055687,0.9325842696629213,0.2521612403074291,29.687499999999996,96,89,0.5064109340310097,0.6326479897455926,cp,90,7,8042
Any_DLT,dlt_only,0.8541666666666666,0.35479176002615415,1.0,0.0,17.07317073170732,96,96,0.011838813622792562,0.0006603688725566901,nominal,96,7,8042
Blood,dlt_only,0.875,0.33245498310218435,1.0,0.0,14.285714285714286,96,96,0.011838813622792562,0.0006603688725566901,nominal,96,7,8042
Constitutional,dlt_only,0.8645833333333334,0.34396424742808945,0.9375,0.2433321316961438,8.43373493975903,96,96,0.011838813622792562,0.0006603688725566901,nominal,96,7,8042
Infection,dlt_only,0.8645833333333334,0.34396424742808945,1.0,0.0,15.662650602409633,96,96,0.011838813622792562,0.0006603688725566901,nominal,96,7,8042
Gastrointestinal,dlt_only,0.8645833333333334,0.3439642474280894,1.0,0.0,15.662650602409633,96,96,0.011838813622792562,0.0006603688725566901,nominal,96,7,8042
Overall_Survival,dlt_only,10.690597206168823,1.779425762099106,11.965144926778416,0.973563774373271,11.922137706901331,96,96,0.011838813622792562,0.0006603688725566901,nominal,96,7,8042
all_constraints,dlt_only,0.6979166666666666,0.4615714956689105,0.9375,0.2433321316961438,34.32835820895523,96,96,0.011838813622792562,0.0006603688725566901,nominal,96,7,8042
Any_DLT,all_constraints,0.8651685393258427,0.34347857005916343,1.0,0.0,15.584415584415584,96,89,0.06096712748209635,0.08607064967034599,nominal,96,7,8042
Blood,all_constraints,0.8651685393258427,0.34347857005916343,1.0,0.0,15.584415584415584,96,89,0.06096712748209635,0.08607064967034599,nominal,96,7,8042
Constitutional,all_constraints,0.8876404494382022,0.3175975958515819,0.9550561797752809,0.20835461246451933,7.594936708860766,96,89,0.06096712748209635,0.08607064967034599,nominal,96,7,8042
Infection,all_constraints,0.8764044943820225,0.3309842319473132,1.0,0.0,14.102564102564099,96,89,0.06096712748209635,0.08607064967034599,nominal,96,7,8042
Gastrointestinal,all_constraints,0.8764044943820225,0.3309842319473132,1.0,0.0,14.102564102564099,96,89,0.06096712748209635,0.08607064967034599,nominal,96,7,8042
Overall_Survival,all_constraints,10.707537692238304,1.840739164921015,11.866476970110192,1.069953937022616,10.82358345291636,96,89,0.06096712748209635,0.08607064967034599,nominal,96,7,8042
all_constraints,all_constraints,0.7191011235955056,0.4519846147055687,0.9550561797752809,0.20835461246451933,32.8125,96,89,0.06096712748209635,0.08607064967034599,nominal,96,7,8042
Any_DLT,dlt_only,0.8541666666666666,0.35479176002615415,0.90625,0.2930106877878258,6.0975609756097615,96,96,0.0343241939942042,0.042157326852544405,robust_reg,96,7,8042
Blood,dlt_only,0.875,0.33245498310218435,0.59375,0.49371044145328746,-32.142857142857146,96,96,0.0343241939942042,0.042157326852544405,robust_reg,96,7,8042
Constitutional,dlt_only,0.8645833333333334,0.34396424742808945,0.8958333333333334,0.3070801941090227,3.614457831325301,96,96,0.0343241939942042,0.042157326852544405,robust_reg,96,7,8042
