method,constraint_mode,outcome,rhs,strength,prescribed_mean,prescribed_sd,worst_case,low_quantile,given_mean,n_realizations
cp,all_constraints,Blood,0.6,0.25,0.89170255492769,0.23801301685097992,0.2903225806451613,0.6130748112560055,0.8779694322935978,10.0
cp,all_constraints,Constitutional,0.6,0.25,0.9704748853944511,0.018121155923381562,0.9361702127659575,0.9527079303675049,0.8897662240533712,10.0
cp,all_constraints,Infection,0.6,0.25,0.9322999209667021,0.178960144553783,0.43010752688172044,0.8568405399222147,0.8953282374798478,10.0
cp,all_constraints,Gastrointestinal,0.6,0.25,0.9988095238095237,0.0037646162621052,0.9880952380952381,0.9988095238095238,0.8794909302372134,10.0
cp,all_constraints,Overall_Survival,0.6,0.25,11.790432935410136,0.44998787060502576,10.93268275076196,11.001477090496616,10.73627053744285,10.0
cp,all_constraints,all_constraints,0.6,0.25,0.8577842844145571,0.25157054061763173,0.23655913978494625,0.5406771905742394,0.7301192968794017,10.0
nominal,dlt_only,Any_DLT,0.6,0.5,0.9529126787191304,0.12472016428378782,0.6043956043956044,0.8926976249556894,0.8657041576983001,10.0
nominal,dlt_only,Blood,0.6,0.5,0.8875457875457876,0.26048309038959305,0.2087912087912088,0.6208791208791209,0.8763221412611966,10.0
nominal,dlt_only,Constitutional,0.6,0.5,0.9567899559415078,0.028244888676760588,0.9120879120879121,0.9146130465279402,0.8808517908425643,10.0
nominal,dlt_only,Infection,0.6,0.5,0.9243648824293984,0.21069589887173357,0.32967032967032966,0.8555476781283233,0.8786714398776094,10.0
nominal,dlt_only,Gastrointestinal,0.6,0.5,0.9989010989010989,0.0034750303957894156,0.989010989010989,0.9989010989010989,0.8721491870019203,10.0
nominal,dlt_only,Overall_Survival,0.6,0.5,11.836641840595297,0.4800818416790993,10.939095253099454,10.988849411907944,10.708289431709586,10.0
nominal,dlt_only,all_constraints,0.6,0.5,0.8476560790656956,0.2664436138123703,0.16483516483516483,0.5584190003544842,0.7192842019520141,10.0
nominal,all_constraints,Any_DLT,0.6,0.5,0.9656369052947789,0.08774874737235862,0.7204301075268817,0.9241706703271563,0.8762882653390054,10.0
nominal,all_constraints,Blood,0.6,0.5,0.89170255492769,0.23801301685097992,0.2903225806451613,0.6130748112560055,0.8779694322935978,10.0
nominal,all_constraints,Constitutional,0.6,0.5,0.9629201304685433,0.02403312569390721,0.9239130434782609,0.9349444958371879,0.8897662240533712,10.0
nominal,all_constraints,Infection,0.6,0.5,0.9333637507539361,0.1788064634788002,0.43010752688172044,0.866415008007321,0.8953282374798478,10.0
nominal,all_constraints,Gastrointestinal,0.6,0.5,0.9988095238095237,0.0037646162621052,0.9880952380952381,0.9988095238095238,0.8794909302372134,10.0
nominal,all_constraints,Overall_Survival,0.6,0.5,11.788184230177272,0.448189503780939,10.932065922424671,11.003273479301477,10.73627053744285,10.0
nominal,all_constraints,all_constraints,0.6,0.5,0.8491656997014152,0.24961630312404282,0.23655913978494625,0.5311027224891329,0.7301192968794017,10.0
robust_reg,dlt_only,Any_DLT,0.6,0.5,0.9443814250265863,0.1238424519332762,0.6373626373626373,0.7895427153491669,0.8657041576983001,10.0
robust_reg,dlt_only,Blood,0.6,0.5,0.8671699518286164,0.2787814426152139,0.27472527472527475,0.39521446295639845,0.8763221412611966,10.0
robust_reg,dlt_only,Constitutional,0.6,0.5,0.9546905689695233,0.02919688226927326,0.9042553191489362,0.9113046527940145,0.8808517908425643,10.0
robust_reg,dlt_only,Infection,0.6,0.5,0.9148056244830439,0.20057629063127724,0.38461538461538464,0.7255583126550869,0.8786714398776094,10.0
robust_reg,dlt_only,Gastrointestinal,0.6,0.5,0.9978021978021978,0.006950060791578866,0.978021978021978,0.9978021978021978,0.8721491870019203,10.0
robust_reg,dlt_only,Overall_Survival,0.6,0.5,11.860707028416346,0.5131295107654694,10.929440784195869,10.988276248215811,10.708289431709586,10.0
robust_reg,dlt_only,all_constraints,0.6,0.5,0.8219314176432302,0.2897129417451868,0.21978021978021978,0.32197802197802194,0.7192842019520141,10.0
robust_reg,all_constraints,Any_DLT,0.6,0.5,0.967863865144236,0.065246572907845,0.8297872340425532,0.8571722717913521,0.8762882653390054,10.0
robust_reg,all_constraints,Blood,0.6,0.5,0.8940439050768495,0.21910046131257804,0.425531914893617,0.5264241592312972,0.8779694322935978,10.0
robust_reg,all_constraints,Constitutional,0.6,0.5,0.9704400709554113,0.01895435324706758,0.9456521739130435,0.9466928769657724,0.8897662240533712,10.0
robust_reg,all_constraints,Infection,0.6,0.5,0.9378592895322477,0.12937585510842894,0.6559139784946236,0.7262296957218028,0.8953282374798478,10.0
robust_reg,all_constraints,Gastrointestinal,0.6,0.5,0.9946114626622521,0.010457061006595495,0.967741935483871,0.9868840836582773,0.8794909302372134,10.0
robust_reg,all_constraints,Overall_Survival,0.6,0.5,11.778994164486392,0.444820476074195,10.979402057920801,10.992569661721214,10.73627053744285,10.0
robust_reg,all_constraints,all_constraints,0.6,0.5,0.8526056090320682,0.24023636590812464,0.3404255319148936,0.4501715854495539,0.7301192968794017,10.0
cp,dlt_only,Any_DLT,0.6,0.5,0.9582890228051518,0.12452900726235479,0.6043956043956044,0.941084721729883,0.8657041576983001,10.0
cp,dlt_only,Blood,0.6,0.5,0.8778683681909488,0.2711790062922706,0.2087912087912088,0.5337823466855726,0.8763221412611966,10.0
cp,dlt_only,Constitutional,0.6,0.5,0.9503108503696606,0.02997941375965732,0.9120879120879121,0.9137894363700815,0.8808517908425643,10.0
cp,dlt_only,Infection,0.6,0.5,0.92221434479499,0.21092331825678495,0.32967032967032966,0.8361928394186459,0.8786714398776094,10.0
cp,dlt_only,Gastrointestinal,0.6,0.5,0.9989010989010989,0.0034750303957894156,0.989010989010989,0.9989010989010989,0.8721491870019203,10.0
cp,dlt_only,Overall_Survival,0.6,0.5,11.837540352024382,0.47886672361309235,10.939095253099454,10.988849411907944,10.708289431709586,10.0
cp,dlt_only,all_constraints,0.6,0.5,0.8358006294078267,0.27480656850808655,0.16483516483516483,0.48099964551577457,0.7192842019520141,10.0
cp,all_constraints,Any_DLT,0.6,0.5,0.9635092457203107,0.08851064998433862,0.7204301075268817,0.9050217341569434,0.8762882653390054,10.0
cp,all_constraints,Blood,0.6,0.5,0.89170255492769,0.23801301685097992,0.2903225806451613,0.6130748112560055,0.8779694322935978,10.0
cp,all_constraints,Constitutional,0.6,0.5,0.9704748853944511,0.018121155923381562,0.9361702127659575,0.9527079303675049,0.8897662240533712,10.0
cp,all_constraints,Infection,0.6,0.5,0.9322999209667021,0.178960144553783,0.43010752688172044,0.8568405399222147,0.8953282374798478,10.0
cp,all_constraints,Gastrointestinal,0.6,0.5,0.9988095238095237,0.0037646162621052,0.9880952380952381,0.9988095238095238,0.8794909302372134,10.0
cp,all_constraints,Overall_Survival,0.6,0.5,11.790432935410136,0.44998787060502576,10.93268275076196,11.001477090496616,10.73627053744285,10.0
cp,all_constraints,all_constraints,0.6,0.5,0.8577842844145571,0.25157054061763173,0.23655913978494625,0.5406771905742394,0.7301192968794017,10.0
nominal,dlt_only,Any_DLT,0.6,0.75,0.9529126787191304,0.12472016428378782,0.6043956043956044,0.8926976249556894,0.8657041576983001,10.0
nominal,dlt_only,Blood,0.6,0.75,0.8875457875457876,0.26048309038959305,0.2087912087912088,0.6208791208791209,0.8763221412611966,10.0
nominal,dlt_only,Constitutional,0.6,0.75,0.9567899559415078,0.028244888676760588,0.9120879120879121,0.9146130465279402,0.8808517908425643,10.0
nominal,dlt_only,Infection,0.6,0.75,0.9243648824293984,0.21069589887173357,0.32967032967032966,0.8555476781283233,0.8786714398776094,10.0
nominal,dlt_only,Gastrointestinal,0.6,0.75,0.9989010989010989,0.0034750303957894156,0.989010989010989,0.9989010989010989,0.8721491870019203,10.0
nominal,dlt_only,Overall_Survival,0.6,0.75,11.836641840595297,0.4800818416790993,10.939095253099454,10.988849411907944,10.708289431709586,10.0
nominal,dlt_only,all_constraints,0.6,0.75,0.8476560790656956,0.2664436138123703,0.16483516483516483,0.5584190003544842,0.7192842019520141,10.0
nominal,all_constraints,Any_DLT,0.6,0.75,0.9656369052947789,0.08774874737235862,0.7204301075268817,0.9241706703271563,0.8762882653390054,10.0
nominal,all_constraints,Blood,0.6,0.75,0.89170255492769,0.23801301685097992,0.2903225806451613,0.6130748112560055,0.8779694322935978,10.0
nominal,all_constraints,Constitutional,0.6,0.75,0.9629201304685433,0.02403312569390721,0.9239130434782609,0.9349444958371879,0.8897662240533712,10.0
nominal,all_constraints,Infection,0.6,0.75,0.9333637507539361,0.1788064634788002,0.43010752688172044,0.866415008007321,0.8953282374798478,10.0
nominal,all_constraints,Gastrointestinal,0.6,0.75,0.9988095238095237,0.0037646162621052,0.9880952380952381,0.9988095238095238,0.8794909302372134,10.0
nominal,all_constraints,Overall_Survival,0.6,0.75,11.788184230177272,0.448189503780939,10.932065922424671,11.003273479301477,10.73627053744285,10.0
nominal,all_constraints,all_constraints,0.6,0.75,0.8491656997014152,0.24961630312404282,0.23655913978494625,0.5311027224891329,0.7301192968794017,10.0
robust_reg,dlt_only,Any_DLT,0.6,0.75,0.9695616211745245,0.06417447517108754,0.8461538461538461,0.8491315136476427,0.8657041576983001,10.0
robust_reg,dlt_only,Blood,0.6,0.75,0.8981684981684982,0.2271574246124029,0.3333333333333333,0.6168498168498169,0.8763221412611966,10.0
