name,outcome_label,linear,svm,cart,rf,gbm,xgb,mlp
dlt_constraint,Any DLT,0.14898101233966615,0.031784769864544773,0.1395451717701524,0.13299305177468237,0.1836102618495346,0.18153374706571046,-668.5180633720267
blood_constraint,Blood,0.13141602621287488,-0.041270918051109454,0.06478778675197708,0.12911296241469322,0.14956597261607188,0.14786097677692894,-762.6607979691153
constitutional_constraint,Constitutional,-0.005859547969562606,-0.1758441416081455,0.09691371168318345,0.08994430723402155,0.09061090995928418,0.08535739274666831,-775.747599696029
infection_constraint,Infection,0.11706677270141737,-0.07931826727161814,0.027287039547451774,0.09770526458942967,0.10711976520775104,0.12134569933983971,-727.9505705332308
gi_constraint,Gastrointestinal,0.11589757503593576,-0.028205960087338132,0.09834200049803746,0.12701735640929088,0.12450481180110276,0.11584776655035159,-820.7387546130827
os_constraint,Overall Survival,0.281406605362692,-0.31198118643754247,0.25425662597595416,0.3109488094331252,0.3254394249561682,0.35118099533092,-7.714476206583456
