name,outcome_label,linear,svm,cart,rf,gbm,xgb,mlp
benzene_constraint,Benzene Flow (DMA-MR),0.8726700322412041,0.8726673499055115,0.7804091155750978,0.7753295959710114,0.8905722867714415,0.850329957947143,0.9622122532630322
