name,outcome_label,linear,svm,cart,rf,gbm,xgb
benzene_constraint,Benzene Flow (DMA-MR),0.8726775767529013,0.8117925146394438,0.7804091155750978,0.8806149245619619,0.9317451067783218,0.9125301817122544
