problem,method,feasibility,objective,solved_frac,status,n_capped,master_time_s,test_time_s,test_time_per_point_s,coherent,matched_bank,rho,knob,phase
gastric,cp,0.8819196428571429,11.005122261576986,0.9442786942786943,optimal,0,19.257273375988007,4.290726184844971,0.1183648602715854,True,False,1.0,1.0,tau_ablation
gastric,cp,0.8825969827586206,10.224185951814507,0.9029191529191529,optimal,0,36.37887388467789,9.148712456226349,0.25237827465451995,True,False,1.0,0.1,tau_ablation
gastric,cp,0.9561111111111111,9.448104910920803,0.5785802035802036,coverage_cap|optimal,0,672.6305367350578,46.61859345436096,1.2860301642582335,True,False,1.0,0.01,tau_ablation
gastric,cp,0.9495798319327732,9.452286371066652,0.532043407043407,coverage_cap|optimal,0,877.7878552079201,54.846156895160675,1.5129974315906394,True,False,1.0,0.001,tau_ablation
gastric,wrapper,1.0,9.67095545389502,0.31917631917631917,optimal,0,56.689739763736725,61.69495576620102,1.701929814240028,True,False,1.0,0.0,alpha_ablation
gastric,wrapper,0.9705882352941176,10.049741417048597,0.43657131157131157,optimal,0,48.81205862760544,89.77496892213821,2.4765508668176057,True,False,1.0,0.1,alpha_ablation
gastric,wrapper,0.9583333333333334,10.385356473450626,0.48715923715923715,optimal,0,41.916253209114075,77.56416690349579,2.1397011559585044,True,False,1.0,0.2,alpha_ablation
gastric,wrapper,0.9451754385964912,10.576312303848741,0.5158242658242658,optimal,0,25.486468017101288,74.14577597379684,2.0454007165185337,True,False,1.0,0.3,alpha_ablation
gastric,wrapper,0.842165071770335,10.602911662630223,0.5799257049257049,optimal,0,15.985727608203888,60.12287324666977,1.6585620205977867,True,False,1.0,0.5,alpha_ablation
