problem,method,feasibility,objective,solved_frac,status,n_capped,master_time_s,test_time_s,test_time_per_point_s,coherent,matched_bank,seed,rho,knob,phase,param,param_swept
gastric,cp,0.8911458333333333,11.301505295950882,0.9510354510354511,optimal,0,33.25121057033539,3.4758349657058716,0.09588510250223094,False,False,42,1.0,1.0,tau_ablation,1.0,rho
gastric,cp,0.9375,9.840606464476128,0.8701591201591201,coverage_cap,0,96.30065268278122,8.025173306465149,0.2213840912128317,False,False,42,1.0,0.1,tau_ablation,1.0,rho
gastric,cp,0.9802631578947368,9.500214743650314,0.7276237276237276,coverage_cap,0,723.9131560921669,25.758454263210297,0.7105780486402841,False,False,42,1.0,0.01,tau_ablation,1.0,rho
gastric,cp,0.984375,9.359614495574798,0.6405171405171406,coverage_cap,0,1152.7654131054878,33.70577293634415,0.9298144258301834,False,False,42,1.0,0.001,tau_ablation,1.0,rho
gastric,wrapper,1.0,9.551926167441373,0.26292851292851294,optimal,0,28.75232082605362,37.33810079097748,1.0300165735442064,False,False,42,1.0,0.0,alpha_ablation,1.0,rho
gastric,wrapper,0.9772727272727273,10.555234064498418,0.43357318357318353,optimal,0,44.56342387199402,58.37375998497009,1.610310620275037,False,False,42,1.0,0.1,alpha_ablation,1.0,rho
gastric,wrapper,0.96875,10.627756170988972,0.5052650052650052,optimal,0,14.817867815494537,51.757755279541016,1.4278001456425107,False,False,42,1.0,0.2,alpha_ablation,1.0,rho
gastric,wrapper,0.9417613636363636,10.775712079978122,0.5642330642330642,optimal,0,18.913329124450684,49.18202704191208,1.3567455735699885,False,False,42,1.0,0.3,alpha_ablation,1.0,rho
gastric,wrapper,0.9192763157894737,10.870025028308001,0.6148063648063649,optimal,0,14.958148539066315,40.10566699504852,1.1063632274496145,False,False,42,1.0,0.5,alpha_ablation,1.0,rho
