method,knob,fold,context_idx,slack,binding,lomo_flip,lomo_sd,x_star
wrapper@rho=0.5,0.8,1,143,-0.10703672853776924,infection,0.0,0.012910946992897004,2006;0;32;0.758;56;0;0.879;0.121;3;-0;-0;-0;-0;0;0;0;0;0;-0;-0;1;0;-0;-0;1;0;0;0;-0;0;1;-0;-0;-0;0;-0;0;0;0;0;0;0;0;0;0;0;0;0;1500.006134;0;0;0;374.9979555;0;0;0;0;0;43.75022149;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;2000.008178;0;0;0;499.9972739;0;0;0;0;0;174.9987051;0;0;0;0;0;0
wrapper@rho=0.5,0.8,1,159,0.021926009866066187,infection,0.0,0.006482931485499245,2006;1;46;0.674;65;0.348;1;0;0.37;0;1;-0;-0;0;1;0;-0;0;-0;0;-0;0;-0;-0;0;0;-0;0;-0;-0;0;0;-0;-0;-0;0;0;0;11666.66667;0;0;0;25;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;2500;0;0;0;75;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
wrapper@rho=0.5,0.8,1,160,0.05195671811329672,infection,0.0,0.010776714803963056,2006;1;48;0.729;65;0;0.917;0.083;0.355;-0;1;-0;-0;0;1;0;0;0;-0;0;0;0;-0;-0;0;0;0;0;-0;-0;0;0;-0;-0;-0;-0;0;0;11666.66667;0;0;0;25;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;2500;0;0;0;75;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
wrapper@rho=0.5,0.8,1,188,0.01241714773178948,constitutional,0.3333333333333333,0.01690837283284851,2006;0;43;0.84;63;0;0;1;0.419;0;0;0;0;0;0;0;0;0;-0;0;1;0;0;0;1;0;0;0;-0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;625;0;0;0;540;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;500;0;0;0;360;0;0;0;0;0;0;0;0;0;0;0;0
wrapper@rho=0.5,0.8,1,189,-0.14641024647772627,infection,0.0,0.009109336555139473,2006;0;25;0.6;64;0;1;0;0.48;-0;-0;-0;-0;0;0;0;-0;0;-0;0;1;0;-0;-0;1;0;-0;0;-0;-0;1;0;-0;-0;-0;0;0;0;0;0;0;0;0;0;0;0;0;0;1500;0;0;0;375;0;0;0;0;0;43.75;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;2000;0;0;0;500;0;0;0;0;0;175;0;0;0;0;0;0
wrapper@rho=0.5,0.8,1,195,-0.07754317046764225,gi,0.0,0.008268353223329665,2006;0;59;0.712;62;0;1;0;0.458;0;-0;0;0;1;0;-0;0;0;-0;0;1;-0;0;-0;1;0;0;0;0;0;0;0;-0;0;0;-0;0;0;0;0;0;10.71428571;0;0;0;0;0;0;2228.571429;0;0;0;128.5714286;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;25;0;0;0;0;0;0;2600;0;0;0;150;0;0;0;0;0;0;0;0;0;0;0;0
wrapper@rho=0.5,0.8,1,244,0.12437556756752088,constitutional,0.0,0.016230866047116883,2006;0;32;0.758;58;0.545;0.515;0.182;0.546;0;1;-0;-0;1;0;0;0;0;-0;0;0;0;-0;0;0;0;-0;0;-0;-0;0;0;-0;-0;-0;0;0;0;11666.66667;0;0;20;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;2500;0;0;60;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
wrapper@rho=0.5,0.8,1,245,-0.07876790617165752,constitutional,0.0,0.019159805599279073,2006;0;29;0.83;67;0.79;0.48;0.07;0.76;-0;-0;-0;-0;0;0;0;0;0;-0;0;1;0;-0;0;1;0;0;0;-0;-0;1;0;-0;0;-0;-0;0;0;0;0;0;0;0;0;0;0;0;0;1500.006134;0;0;0;374.9979555;0;0;0;0;0;43.75022149;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;2000.008178;0;0;0;499.9972739;0;0;0;0;0;174.9987051;0;0;0;0;0;0
wrapper@rho=0.5,0.8,1,264,-0.15935755487514774,gi,0.0,0.013538389227087807,2006;1;47;0.617;62;0.171;1;0;1.297;0;1;-0;-0;1;0;0;0;0;-0;0;-0;0;0;-0;0;0;0;0;-0;-0;0;0;-0;0;0;0;0;0;11666.66667;0;0;20;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;2500;0;0;60;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
wrapper@rho=0.5,0.8,1,273,-0.11320589838831274,blood,0.0,0.014268952803471038,2006;0;58;0.69;63;0;1;0;0.772;-0;-0;-0;-0;0;0;0;-0;0;-0;0;1;0;-0;-0;1;0;-0;0;-0;0;1;0;-0;-0;-0;0;0;0;0;0;0;0;0;0;0;0;0;0;1500;0;0;0;375;0;0;0;0;0;43.75;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;2000;0;0;0;500;0;0;0;0;0;175;0;0;0;0;0;0
wrapper@rho=0.5,0.8,1,293,-0.07283897086204438,blood,0.0,0.017107389986202585,2006;1;60;0.817;64;0;1;0;0.29;-0;-0;-0;-0;0;0;0;-0;0;-0;0;1;0;-0;-0;1;0;-0;0;-0;-0;1;0;-0;-0;-0;-0;0;0;0;0;0;0;0;0;0;0;0;0;1500.006134;0;0;0;374.9979555;0;0;0;0;0;43.75022149;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;2000.008178;0;0;0;499.9972739;0;0;0;0;0;174.9987051;0;0;0;0;0;0
wrapper@rho=0.5,0.8,1,314,-0.11929535040022998,blood,0.0,0.016931502921476733,2006;1;20;0.8;60;0.65;1;0;0.5;-0;-0;-0;-0;0;0;0;-0;0;-0;0;1;0;-0;-0;1;0;-0;0;-0;-0;1;0;-0;0;-0;-0;0;0;0;0;0;0;0;0;0;0;0;0;1500.006134;0;0;0;374.9979555;0;0;0;0;0;43.75022149;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;2000.008178;0;0;0;499.9972739;0;0;0;0;0;174.9987051;0;0;0;0;0;0
wrapper@rho=0.5,0.8,2,53,-0.11500099275571485,constitutional,0.0,0.01589818118186606,2007;0;40;0.7;62;0;0.75;0.25;0.95;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;45;0;280;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;60;0;80;0;0;0;0
wrapper@rho=0.5,0.8,2,62,-0.22074504614165769,constitutional,0.0,0.0065708814602802165,2007;0;39;0.62;60;0;1;0;1.051;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;45;0;280;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;60;0;80;0;0;0;0
wrapper@rho=0.5,0.8,2,64,-0.21220802335741334,gi,0.0,0.006700371157247972,2007;1;31;0.871;61;0;1;0;0.611288;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;45;0;280;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;60;0;80;0;0;0;0
wrapper@rho=0.5,0.8,2,65,-0.20915891164339734,gi,0.0,0.007274441157509194,2007;1;31;0.677;54;0;1;0;0.611288;-0;-0;0;-0;0;0;0;0;-0;0;-0;0;0;0;-0;-0;0;0;-0;-0;-0;1;-0;1;0;0;-0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;45;0;280;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;60;0;80;0;0;0;0
wrapper@rho=0.5,0.8,2,66,-0.2134330485668055,constitutional,0.0,0.009816066700806968,2007;1;52;0.6346;61;0.58;1;0;2.462;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;45;0;280;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;60;0;80;0;0;0;0
wrapper@rho=0.5,0.8,2,74,-0.1916000666472989,blood,0.0,0.00405769866311421,2007;1;50;0.82;56;0.3;1;0;0.56;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;45;0;280;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;60;0;80;0;0;0;0
wrapper@rho=0.5,0.8,2,99,0.033809922722537356,constitutional,0.0,0.018509116480642223,2007;0;60;0.7;53;0;0.6;0.4;0.25;-0;1;-0;0;-0;0;0;0;-0;-0;-0;0;0;0;0;-0;0;-0;-0;-0;-0;0;0;0;0;0;-0;0;0;11666.66667;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;2500;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
wrapper@rho=0.5,0.8,2,102,-0.1922128182005754,gi,0.0,0.008787045799613315,2007;0;37;0.81;58;0;1;0;0.723774;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;45;0;280;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;60;0;80;0;0;0;0
wrapper@rho=0.5,0.8,2,106,-0.21750516214576882,blood,0.0,0.006670906286309883,2007;0;72;0.74;65;0;1;0;0.61;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;45;0;280;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;60;0;80;0;0;0;0
wrapper@rho=0.5,0.8,2,114,-0.15978070663276406,constitutional,0.0,0.012413381777552981,2007;0;35;0.694;58;0;1;0;0.89;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;45;0;280;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;60;0;80;0;0;0;0
wrapper@rho=0.5,0.8,2,116,-0.2216983070964974,gi,0.0,0.006085720765012728,2007;1;55;0.6;54;0;1;0;1.145;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;45;0;280;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;60;0;80;0;0;0;0
wrapper@rho=0.5,0.8,2,126,-0.2015694093826808,constitutional,0.0,0.009294438379718684,2007;1;46;0.652;55;0;1;0;0.94319;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;45;0;280;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;60;0;80;0;0;0;0
wrapper@rho=0.5,0.8,2,127,-0.15287361361492485,constitutional,0.0,0.017019893360688893,2007;1;45;0.67;51;0;1;0;0.827927;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;45;0;280;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;60;0;80;0;0;0;0
wrapper@rho=0.5,0.8,2,132,-0.2125285248183852,constitutional,0.0,0.005465000370863096,2007;0;28;0.679;63;1;1;0;1.179;-0;0;-0;-0;0;-0;0;0;-0;-0;-0;0;0;0;-0;-0;0;0;0;-0;-0;1;-0;1;-0;0;-0;-0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;45;0;280;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;60;0;80;0;0;0;0
wrapper@rho=0.5,0.8,2,135,-0.1575347463499493,blood,0.0,0.0175488064532969,2007;0;40;0.75;59;0;1;0;0.4;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;45;0;280;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;60;0;80;0;0;0;0
wrapper@rho=0.5,0.8,2,136,-0.16411027917234017,blood,0.0,0.0158023710812995,2007;0;38;0.76;58;0;1;0;0.395;-0;0;-0;-0;0;0;0;0;-0;-0;-0;0;0;-0;-0;-0;0;-0;-0;-0;-0;1;-0;1;-0;0;-0;-0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;45;0;280;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;60;0;80;0;0;0;0
wrapper@rho=0.5,0.8,2,137,-0.15985416287395288,blood,0.0,0.016684038708646102,2007;0;41;0.75;59;0;1;0;0.39;-0;0;-0;-0;-0;-0;0;0;-0;-0;-0;0;0;-0;-0;-0;0;-0;-0;-0;-0;1;-0;1;-0;0;-0;-0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;45;0;280;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;60;0;80;0;0;0;0
wrapper@rho=0.5,0.8,2,194,-0.13219474361207134,infection,0.0,0.004740626200251975,2007;0;88;0.705;58;0;1;0;0.94319;-0;0;-0;-0;-0;0;0;-0;-0;-0;-0;1;0;-0;-0;1;0;-0;-0;-0;-0;1;0;0;0;0;-0;-0;0;0;0;0;0;0;0;0;0;0;0;1950;0;0;0;225;0;0;0;0;0;60;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;2600;0;0;0;300;0;0;0;0;0;80;0;0;0;0;0;0
wrapper@rho=0.5,0.8,2,218,-0.22767303957880658,constitutional,0.0,0.007200675140262698,2007;1;47;0.617;55;0.723;1;0;1.034845;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;45;0;280;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;60;0;80;0;0;0;0
wrapper@rho=0.5,0.8,2,232,-0.191232843258007,constitutional,0.0,0.01219777464062521,2007;1;32;0.719;57;0;1;0;0.781;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;45;0;280;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;60;0;80;0;0;0;0
wrapper@rho=0.5,0.8,2,233,-0.19270038267810435,constitutional,0.0,0.011490533881909858,2007;1;52;0.635;54;0;1;0;0.846;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;45;0;280;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;60;0;80;0;0;0;0
wrapper@rho=0.5,0.8,2,236,-0.21434119314513495,blood,0.0,0.002692846293751195,2007;1;45;0.82;62;1;1;0;0.55;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;45;0;280;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;60;0;80;0;0;0;0
wrapper@rho=0.5,0.8,2,243,-0.21985872114964672,gi,0.0,0.008054601014327782,2007;0;31;0.548;60;0.258;0.87;0.13;0.743;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;45;0;280;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;60;0;80;0;0;0;0
wrapper@rho=0.5,0.8,2,271,-0.22136070550343517,gi,0.0,0.005962254539577008,2007;1;45;0.667;56;0;1;0;0.982074;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;45;0;280;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;60;0;80;0;0;0;0
wrapper@rho=0.5,0.8,2,277,-0.22076051446456496,gi,0.0,0.0059991888434430376,2007;1;54;0.69;57;0;1;0;1.111;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;45;0;280;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;60;0;80;0;0;0;0
wrapper@rho=0.5,0.8,2,286,0.05071861185219739,constitutional,0.0,0.015576129852554191,2007;0;71;0.72;59;0;0.446;0.554;0.647;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;45;0;280;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;60;0;80;0;0;0;0
wrapper@rho=0.5,0.8,2,288,-0.24096840004444214,gi,0.0,0.005728590230166644,2007;0;50;0.7;65;0;1;0;0.64;-0;0;-0;-0;-0;-0;0;0;-0;-0;-0;-0;0;0;0;-0;0;-0;0;-0;-0;1;-0;1;0;0;-0;-0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;45;0;280;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;60;0;80;0;0;0;0
wrapper@rho=0.5,0.8,2,297,-0.23606548491808182,constitutional,0.0,0.008155088154906318,2007;1;37;0.57;56;1;1;0;0.98624;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;45;0;280;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;60;0;80;0;0;0;0
wrapper@rho=0.5,0.8,2,318,-0.14279098084605402,gi,0.0,0.008708581421473092,2007;1;48;0.688;53;0;0.854;0.146;0.771;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;45;0;280;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;60;0;80;0;0;0;0
wrapper@rho=0.5,0.8,3,4,-0.19981523957393799,blood,0.0,0.004621178115952323,2008;0;112;0.571;64;0;0.821;0.179;0.722385;-0;0;0;-0;0;0;-0;-0;0;0;0;0;0;-0;0;-0;-0;0;-0;-0;0;1;-0;1;0;-0;-0;-0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;45;0;280;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;60;0;80;0;0;0;0
wrapper@rho=0.5,0.8,3,5,-0.007027305755764379,blood,0.3333333333333333,0.008021682197684826,2008;0;106;0.75;64;0;0.778;0.222;0.752937;0;0;-0;0;1;0;0;0;0;0;0;1;0;0;0;0;0;0;0;-0;0;1;0;0;0;-0;0;0;0;0;0;0;25;0;0;0;0;0;0;937.5;0;0;0;0;0;0;0;0;0;43.75;0;0;0;0;0;0;0;0;0;0;20;0;0;0;0;0;0;750;0;0;0;0;0;0;0;0;0;175;0;0;0;0;0;0
wrapper@rho=0.5,0.8,3,38,0.08897300542778996,constitutional,0.0,0.01443684559111138,2008;0;249;0.811;65;0;0.361;0.289;0.772379;-0;-0;-0;-0;-0;0;-0;-0;0;0;0;0;0;-0;-0;0;-0;-0;-0;-0;-0;1;-0;1;-0;-0;-0;-0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;45;0;280;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;60;0;80;0;0;0;0
wrapper@rho=0.5,0.8,3,40,0.08269206216505398,constitutional,0.0,0.012673168612508386,2008;0;235;0.813;61;0;0.37;0.234;0.729328;-0;-0;-0;-0;-0;0;-0;-0;0;0;0;-0;0;-0;-0;0;-0;-0;-0;-0;-0;1;-0;1;-0;-0;-0;-0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;45;0;280;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;60;0;80;0;0;0;0
wrapper@rho=0.5,0.8,3,41,0.0759499293274164,constitutional,0.0,0.014321493424662273,2008;0;239;0.828;62;0;0.435;0.222;0.750159;0;-0;-0;-0;0;0;-0;0;0;0;0;0;0;-0;-0;0;-0;0;-0;-0;-0;1;-0;1;-0;-0;-0;-0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;45;0;280;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;60;0;80;0;0;0;0
wrapper@rho=0.5,0.8,3,45,0.027222420325337282,gi,0.0,0.010537240895791694,2008;0;166;0.735;58;0;0.81;0.19;0.758544;-0;-0;-0;-0;1;0;-0;-0;0;-0;0;-0;0;-0;0;-0;-0;-0;0;-0;-0;-0;-0;1;-0;-0;-0;-0;0;0;0;0;17.5;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;280;0;0;0;0;0;0;0;0;70;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;80;0;0;0;0
wrapper@rho=0.5,0.8,3,75,-0.21022807479602262,gi,0.0,0.007482461009771731,2008;1;42;0.786;58;0;1;0;1.024;0;0;0;-0;-0;0;-0;-0;-0;-0;-0;0;0;-0;-0;0;-0;-0;0;-0;-0;1;-0;1;-0;-0;0;-0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;45;0;280;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;60;0;80;0;0;0;0
wrapper@rho=0.5,0.8,3,90,-0.08275973525714053,blood,0.0,0.006078965753177394,2008;1;46;0.652;71;0;0.924876;0.04612;0.935;0;0;-0;0;1;0;0;0;0;0;0;-0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;19.94496911;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;69.28590025;0;0;0;0;0;0;0;0;0;0;52.25236101;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;167.4174537;0;0;0;0;0;0
wrapper@rho=0.5,0.8,3,91,-0.027237460042759287,blood,0.0,0.007337885140530168,2008;1;45;0.822;71;0;0.872455;0.066912;0.821;0;0;-0;-0;1;0;0;0;0;0;0;0;0;-0;0;0;0;0;0;-0;0;1;-0;0;-0;-0;0;0;0;0;0;0;19.94496911;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;69.28590025;0;0;0;0;0;0;0;0;0;0;52.25236101;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;167.4174537;0;0;0;0;0;0
wrapper@rho=0.5,0.8,3,125,-0.17837265529304974,constitutional,0.0,0.01102619962618051,2008;1;51;0.731;53;0;1;0;0.942;-0;-0;0;-0;-0;0;-0;0;-0;-0;0;0;0;-0;-0;-0;-0;-0;0;-0;0;1;-0;1;-0;-0;-0;-0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;45;0;280;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;60;0;80;0;0;0;0
wrapper@rho=0.5,0.8,3,142,-0.2175427371068121,gi,0.0,0.007704429092193866,2008;0;53;0.699562;59;0;1;0;0.593;-0;0;-0;-0;0;0;-0;-0;-0;-0;0;0;0;-0;-0;0;-0;-0;0;-0;-0;1;-0;1;-0;-0;-0;-0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;45;0;280;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;60;0;80;0;0;0;0
wrapper@rho=0.5,0.8,3,144,-0.14580774079917763,constitutional,0.0,0.011935133697370847,2008;1;39;0.82;53;0.59;1;0;0.96;-0;0;-0;-0;-0;0;-0;-0;-0;-0;-0;1;0;-0;-0;1;-0;-0;0;-0;-0;1;-0;0;-0;-0;-0;0;0;0;0;0;0;0;0;0;0;0;0;1950;0;0;0;225;0;0;0;0;0;60;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;2600;0;0;0;300;0;0;0;0;0;80;0;0;0;0;0;0
wrapper@rho=0.5,0.8,3,145,-0.252010778764541,blood,0.0,0.00879770565462313,2008;1;35;0.8;66;0.829;1;0;0.4;-0;-0;-0;-0;-0;0;-0;-0;-0;0;-0;0;0;-0;-0;-0;-0;-0;-0;-0;-0;1;-0;1;-0;-0;-0;-0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;45;0;280;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;60;0;80;0;0;0;0
wrapper@rho=0.5,0.8,3,161,-0.042752603678916645,gi,0.16666666666666666,0.02227133248999021,2008;1;44;0.727;54;0;1;0;0.295;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;1;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;420;0;0;0;0;0;66.66666667;0;0;0;0;1400;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;90;0;0;0;0;0;100;0;0;0;0;300;0
