method,knob,fold,context_idx,solved,feasible,objective
wrapper@rho=5,0.0,6,-1,1.0,1.0,3198.189923304262
wrapper@rho=5,0.0,7,-1,1.0,0.0,3140.386987071058
wrapper@rho=5,0.0,8,-1,1.0,1.0,3279.811975891574
wrapper@rho=5,0.0,9,-1,1.0,1.0,3218.471616161024
wrapper@rho=5,0.2,0,-1,1.0,0.0,3096.6870838698514
wrapper@rho=5,0.2,1,-1,1.0,0.0,3106.7503876326564
wrapper@rho=5,0.2,2,-1,1.0,1.0,3191.8468619948703
wrapper@rho=5,0.2,3,-1,1.0,0.0,3085.87438061867
wrapper@rho=5,0.2,4,-1,1.0,0.0,3146.8589438055146
wrapper@rho=5,0.2,5,-1,1.0,0.0,3066.2070621574344
wrapper@rho=5,0.2,6,-1,1.0,0.0,3087.8041269453042
wrapper@rho=5,0.2,7,-1,1.0,0.0,3057.5651966851246
wrapper@rho=5,0.2,8,-1,1.0,0.0,3116.853219254727
wrapper@rho=5,0.2,9,-1,1.0,0.0,3082.2838989741354
wrapper@rho=5,0.1,0,-1,1.0,0.0,3140.526398010561
wrapper@rho=5,0.1,1,-1,1.0,0.0,3190.0359291159125
wrapper@rho=5,0.1,2,-1,1.0,1.0,3277.0559938171086
wrapper@rho=5,0.1,3,-1,1.0,0.0,3118.817742817567
wrapper@rho=5,0.1,4,-1,1.0,0.0,3240.039278855487
wrapper@rho=5,0.1,5,-1,1.0,0.0,3122.6785467116006
wrapper@rho=5,0.1,6,-1,1.0,0.0,3131.6664202319103
wrapper@rho=5,0.1,7,-1,1.0,0.0,3080.5312509390797
wrapper@rho=5,0.1,8,-1,1.0,1.0,3179.7568209588003
wrapper@rho=5,0.1,9,-1,1.0,0.0,3185.990549895339
wrapper@rho=6,0.4,0,-1,1.0,0.0,2965.626913900607
wrapper@rho=6,0.4,1,-1,1.0,0.0,2968.835727133382
wrapper@rho=6,0.4,2,-1,1.0,0.0,3038.6294624686116
wrapper@rho=6,0.4,3,-1,1.0,0.0,3031.0238726382972
wrapper@rho=6,0.4,4,-1,1.0,0.0,2994.4854835711653
wrapper@rho=6,0.4,5,-1,1.0,0.0,2988.3000434151154
wrapper@rho=6,0.4,6,-1,1.0,0.0,3007.799391344994
wrapper@rho=6,0.4,7,-1,1.0,0.0,2943.143877612084
wrapper@rho=6,0.4,8,-1,1.0,0.0,2966.7651079648654
wrapper@rho=6,0.4,9,-1,1.0,0.0,2953.5722401763724
wrapper@rho=6,0.15,0,-1,1.0,0.0,3094.2970093545932
wrapper@rho=6,0.15,1,-1,1.0,0.0,3140.2226825376
wrapper@rho=6,0.15,2,-1,1.0,1.0,3216.181491853002
wrapper@rho=6,0.15,3,-1,1.0,0.0,3176.5077803853806
wrapper@rho=6,0.15,4,-1,1.0,0.0,3217.923719510533
wrapper@rho=6,0.15,5,-1,1.0,0.0,3130.7064110031547
wrapper@rho=6,0.15,6,-1,1.0,0.0,3134.5015527660394
wrapper@rho=6,0.15,7,-1,1.0,0.0,3057.0651541904613
wrapper@rho=6,0.15,8,-1,1.0,0.0,3124.871339124629
wrapper@rho=6,0.15,9,-1,1.0,0.0,3140.6457360046306
wrapper@rho=6,0.05,0,-1,1.0,0.0,3223.391643791396
wrapper@rho=6,0.05,1,-1,1.0,1.0,3206.5193206576987
wrapper@rho=6,0.05,2,-1,1.0,1.0,3293.0237955321495
wrapper@rho=6,0.05,3,-1,1.0,1.0,3251.3509940914532
wrapper@rho=6,0.05,4,-1,1.0,1.0,3252.8401178015315
wrapper@rho=6,0.05,5,-1,1.0,1.0,3231.1666516545456
wrapper@rho=6,0.05,6,-1,1.0,0.0,3184.6993989272573
wrapper@rho=6,0.05,7,-1,1.0,0.0,3111.0934520860196
wrapper@rho=6,0.05,8,-1,1.0,1.0,3221.774901799948
wrapper@rho=6,0.05,9,-1,1.0,1.0,3225.5575681871933
wrapper@rho=6,0.0,0,-1,1.0,1.0,3260.030404551942
wrapper@rho=6,0.0,1,-1,1.0,1.0,3241.017816676599
wrapper@rho=6,0.0,2,-1,1.0,1.0,3444.127416508809
wrapper@rho=6,0.0,3,-1,1.0,1.0,3267.8921545796356
wrapper@rho=6,0.0,4,-1,1.0,1.0,3320.7981736183083
wrapper@rho=6,0.0,5,-1,1.0,1.0,3259.8137678997978
wrapper@rho=6,0.0,6,-1,1.0,1.0,3346.720041881775
wrapper@rho=6,0.0,7,-1,1.0,0.0,3134.8239821760408
wrapper@rho=6,0.0,8,-1,1.0,1.0,3263.8927718899663
wrapper@rho=6,0.0,9,-1,1.0,1.0,3274.2547252281
wrapper@rho=6,0.1,0,-1,1.0,0.0,3193.1268721995925
wrapper@rho=6,0.1,1,-1,1.0,1.0,3168.628113557593
wrapper@rho=6,0.1,2,-1,1.0,1.0,3236.6700634584718
wrapper@rho=6,0.1,3,-1,1.0,1.0,3219.0340220857806
wrapper@rho=6,0.1,4,-1,1.0,1.0,3238.355447075711
wrapper@rho=6,0.1,5,-1,1.0,0.0,3195.349928721532
wrapper@rho=6,0.1,6,-1,1.0,0.0,3162.37509581274
wrapper@rho=6,0.1,7,-1,1.0,0.0,3074.779570133442
wrapper@rho=6,0.1,8,-1,1.0,0.0,3168.1272845124026
wrapper@rho=6,0.1,9,-1,1.0,0.0,3188.3628486902544
wrapper@rho=6,0.2,0,-1,1.0,0.0,3042.8846833584576
wrapper@rho=6,0.2,1,-1,1.0,0.0,3108.3822233452415
wrapper@rho=6,0.2,2,-1,1.0,1.0,3184.4382343149437
wrapper@rho=6,0.2,3,-1,1.0,0.0,3150.975432923834
wrapper@rho=6,0.2,4,-1,1.0,0.0,3128.765603192906
wrapper@rho=6,0.2,5,-1,1.0,0.0,3097.1663762885782
wrapper@rho=6,0.2,6,-1,1.0,0.0,3116.562558010504
wrapper@rho=6,0.2,7,-1,1.0,0.0,3039.355831359749
wrapper@rho=6,0.2,8,-1,1.0,0.0,3111.3958827150095
wrapper@rho=6,0.2,9,-1,1.0,0.0,3085.791198443535
