method,knob,n_dec,feas,undecided_k0.25,feas_lo_k0.25,feas_hi_k0.25,undecided_k0.5,feas_lo_k0.5,feas_hi_k0.5,undecided_k1,feas_lo_k1,feas_hi_k1,lomo_flip_mean,lomo_any_frac,lomo_sd_median,target_inside_band,median_abs_z
cp@rho=1@cpalpha=0.1,0.1,95,0.9894736842105263,0.08421052631578947,0.9157894736842105,1.0,0.30526315789473685,0.6947368421052632,1.0,1.0,0.0,1.0,0.003508771929824561,0.010526315789473684,0.0108610205866654,True,0.6004771168852946
cp@rho=1@cpalpha=0.2,0.1,87,0.9655172413793104,0.12643678160919541,0.8735632183908046,1.0,0.27586206896551724,0.7241379310344828,1.0,1.0,0.0,1.0,0.0,0.0,0.0108213190243861,True,0.6531362005990672
cp@rho=1@cpalpha=0.3,0.1,73,1.0,0.0410958904109589,0.958904109589041,1.0,0.2191780821917808,0.7808219178082192,1.0,1.0,0.0,1.0,0.0022831050228310492,0.0136986301369863,0.0108463489709468,True,0.6886402795441519
margin,0.0,138,0.8913043478260869,0.17391304347826086,0.8043478260869565,0.9782608695652174,0.41304347826086957,0.5869565217391305,1.0,0.9927536231884058,0.007246376811594203,1.0,0.021739130434782605,0.07246376811594203,0.011056932393676201,True,0.5343660424256785
margin,0.1,135,0.9037037037037037,0.17777777777777778,0.8,0.9777777777777779,0.37037037037037035,0.6296296296296297,1.0,0.9925925925925926,0.007407407407407408,1.0,0.016049382716049377,0.07407407407407407,0.0106842753209907,True,0.5355312677385238
margin,0.2,134,0.9253731343283582,0.17164179104477612,0.8283582089552238,1.0,0.3582089552238806,0.6417910447761194,1.0,0.9925373134328358,0.007462686567164179,1.0,0.01741293532338308,0.06716417910447761,0.011005917233938501,True,0.5656540640815478
margin,0.3,128,0.921875,0.125,0.875,1.0,0.34375,0.65625,1.0,0.9921875,0.0078125,1.0,0.009114583333333332,0.03125,0.0109034769330413,True,0.5957156376632817
margin,0.4,121,0.9504132231404959,0.0743801652892562,0.9256198347107438,1.0,0.2644628099173554,0.7355371900826446,1.0,0.9752066115702479,0.024793388429752067,1.0,0.002754820936639118,0.008264462809917356,0.0108590522545109,True,0.640880729002893
margin,0.5,95,0.9578947368421052,0.06315789473684211,0.9368421052631579,1.0,0.15789473684210525,0.8421052631578947,1.0,0.9578947368421052,0.042105263157894736,1.0,0.005263157894736842,0.010526315789473684,0.010515910396133,True,0.6904438327326934
margin,0.625,61,0.9836065573770492,0.06557377049180328,0.9344262295081968,1.0,0.16393442622950818,0.8360655737704918,1.0,1.0,0.0,1.0,0.00546448087431694,0.01639344262295082,0.0098160667008069,True,0.7307241750371407
margin,0.75,30,1.0,0.0,1.0,1.0,0.03333333333333333,0.9666666666666667,1.0,1.0,0.0,1.0,0.0,0.0,0.011445506812943599,False,0.7532767232440899
margin,0.875,1,1.0,0.0,1.0,1.0,0.0,1.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0119392605104412,False,1.0226462181695817
nominal,0.0,138,0.8913043478260869,0.17391304347826086,0.8043478260869565,0.9782608695652174,0.41304347826086957,0.5869565217391305,1.0,0.9927536231884058,0.007246376811594203,1.0,0.021739130434782605,0.07246376811594203,0.011056932393676201,True,0.5343660424256785
wrapper@rho=0.5,0.0,79,0.9493670886075949,0.08860759493670886,0.9113924050632911,1.0,0.26582278481012656,0.7341772151898734,1.0,0.9746835443037974,0.02531645569620253,1.0,0.016877637130801686,0.0379746835443038,0.0092944383797186,True,0.624895491291965
wrapper@rho=0.5,0.05,86,0.9534883720930233,0.1511627906976744,0.8488372093023255,1.0,0.32558139534883723,0.6744186046511628,1.0,0.9883720930232558,0.011627906976744186,1.0,0.0019379844961240303,0.011627906976744186,0.00999963375012335,True,0.560911295288276
wrapper@rho=0.5,0.1,90,0.9333333333333333,0.14444444444444443,0.8555555555555555,1.0,0.37777777777777777,0.6222222222222222,1.0,0.9888888888888889,0.011111111111111112,1.0,0.005555555555555554,0.022222222222222223,0.0096446609374878,True,0.5428341857199341
wrapper@rho=0.5,0.15,93,0.946236559139785,0.13978494623655913,0.8387096774193549,0.978494623655914,0.3763440860215054,0.6236559139784946,1.0,0.989247311827957,0.010752688172043012,1.0,0.005376344086021504,0.021505376344086023,0.0097703562093227,True,0.5437123140475044
wrapper@rho=0.5,0.2,98,0.9387755102040817,0.1326530612244898,0.8367346938775511,0.9693877551020409,0.3673469387755102,0.6326530612244898,1.0,0.9897959183673469,0.01020408163265306,1.0,0.006802721088435373,0.030612244897959183,0.0103429165093018,True,0.5423827341950691
wrapper@rho=0.5,0.3,100,0.9,0.14,0.83,0.97,0.43,0.57,1.0,0.99,0.01,1.0,0.01833333333333333,0.06,0.0101909714541816,True,0.5190395688833427
wrapper@rho=0.5,0.4,100,0.9,0.14,0.83,0.97,0.44,0.56,1.0,0.99,0.01,1.0,0.014999999999999998,0.05,0.01026073189541965,True,0.5190395688833427
wrapper@rho=0.5,0.5,101,0.8910891089108911,0.16831683168316833,0.801980198019802,0.9702970297029704,0.45544554455445546,0.5445544554455446,1.0,0.9900990099009901,0.009900990099009901,1.0,0.024752475247524747,0.0891089108910891,0.0103475700272041,True,0.5178707348434584
wrapper@rho=0.5,0.6,102,0.8725490196078431,0.17647058823529413,0.7843137254901961,0.9607843137254902,0.47058823529411764,0.5294117647058824,1.0,0.9901960784313726,0.00980392156862745,1.0,0.014705882352941175,0.058823529411764705,0.0103429165093018,True,0.5156787143677107
wrapper@rho=0.5,0.7,102,0.8725490196078431,0.19607843137254902,0.7745098039215687,0.9705882352941176,0.46078431372549017,0.5392156862745098,1.0,0.9901960784313726,0.00980392156862745,1.0,0.019607843137254898,0.0784313725490196,0.0103429165093018,True,0.5186397567973322
wrapper@rho=0.5,0.8,102,0.8627450980392157,0.18627450980392157,0.7745098039215687,0.9607843137254902,0.46078431372549017,0.5392156862745098,1.0,0.9901960784313726,0.00980392156862745,1.0,0.017973856209150325,0.06862745098039216,0.0103429165093018,True,0.5186397567973322
wrapper@rho=0.5,0.9,102,0.8627450980392157,0.18627450980392157,0.7745098039215687,0.9607843137254902,0.46078431372549017,0.5392156862745098,1.0,0.9901960784313726,0.00980392156862745,1.0,0.017973856209150325,0.06862745098039216,0.0103429165093018,True,0.5186397567973322
wrapper@rho=0.5,0.95,102,0.8627450980392157,0.18627450980392157,0.7745098039215687,0.9607843137254902,0.46078431372549017,0.5392156862745098,1.0,0.9901960784313726,0.00980392156862745,1.0,0.017973856209150325,0.06862745098039216,0.0103429165093018,True,0.5186397567973322
wrapper@rho=1,0.0,39,1.0,0.0,1.0,1.0,0.02564102564102564,0.9743589743589743,1.0,0.9743589743589743,0.02564102564102564,1.0,0.0,0.0,0.0114174693127761,False,0.6904438327326934
wrapper@rho=1,0.05,51,0.9803921568627451,0.0784313725490196,0.9215686274509803,1.0,0.1568627450980392,0.8431372549019608,1.0,1.0,0.0,1.0,0.02287581699346405,0.058823529411764705,0.010515910396133,True,0.7043297931627122
wrapper@rho=1,0.1,64,0.96875,0.078125,0.921875,1.0,0.203125,0.796875,1.0,0.984375,0.015625,1.0,0.018229166666666664,0.046875,0.0102471335667714,True,0.6407997674315797
wrapper@rho=1,0.15,69,0.9710144927536232,0.08695652173913043,0.8985507246376812,0.9855072463768115,0.2608695652173913,0.7391304347826086,1.0,0.9855072463768116,0.014492753623188406,1.0,0.007246376811594201,0.028985507246376812,0.0100776446148107,True,0.6289743175402676
wrapper@rho=1,0.2,74,0.9594594594594594,0.0945945945945946,0.8918918918918919,0.9864864864864865,0.2972972972972973,0.7027027027027027,1.0,1.0,0.0,1.0,0.02027027027027027,0.05405405405405406,0.01013042270712525,True,0.5839507630406837
wrapper@rho=1,0.3,82,0.9390243902439024,0.14634146341463414,0.8414634146341463,0.9878048780487805,0.32926829268292684,0.6707317073170732,1.0,1.0,0.0,1.0,0.014227642276422762,0.04878048780487805,0.0103831567020589,True,0.5818579104808531
wrapper@rho=1,0.4,86,0.9302325581395349,0.1511627906976744,0.8372093023255814,0.9883720930232558,0.36046511627906974,0.6395348837209303,1.0,1.0,0.0,1.0,0.017441860465116275,0.08139534883720931,0.01139123488628575,True,0.5659782743352653
wrapper@rho=1,0.5,89,0.9213483146067416,0.15730337078651685,0.8314606741573034,0.9887640449438202,0.3707865168539326,0.6292134831460674,1.0,1.0,0.0,1.0,0.01872659176029962,0.07865168539325842,0.0114393995027416,True,0.5669665934390092
wrapper@rho=1,0.6,93,0.9032258064516129,0.1827956989247312,0.8064516129032258,0.989247311827957,0.41935483870967744,0.5806451612903226,1.0,1.0,0.0,1.0,0.019713261648745515,0.08602150537634409,0.0114393995027416,True,0.5419560573923639
wrapper@rho=1,0.7,94,0.8723404255319149,0.20212765957446807,0.776595744680851,0.9787234042553191,0.43617021276595747,0.5638297872340425,1.0,1.0,0.0,1.0,0.015957446808510634,0.07446808510638298,0.01153019670452805,True,0.5370989663318894
wrapper@rho=1,0.8,94,0.8723404255319149,0.22340425531914893,0.7553191489361702,0.9787234042553192,0.43617021276595747,0.5638297872340425,1.0,1.0,0.0,1.0,0.019503546099290774,0.0851063829787234,0.0114649666923257,True,0.5370989663318894
wrapper@rho=1,0.9,95,0.8421052631578947,0.25263157894736843,0.7263157894736842,0.9789473684210527,0.45263157894736844,0.5473684210526316,1.0,1.0,0.0,1.0,0.024561403508771926,0.10526315789473684,0.0113430702698299,True,0.5329888083134935
wrapper@rho=1,0.95,96,0.8229166666666666,0.22916666666666666,0.71875,0.9479166666666666,0.4270833333333333,0.5416666666666666,0.96875,1.0,0.0,1.0,0.01909722222222222,0.08333333333333333,0.01139123488628575,True,0.5414765864716546
