method,knob,feas,obj,solved,status,n_capped,master_time_s,test_time_s,test_time_per_point_s
nominal,0.0,0.8911458333333333,11.302147218982885,0.9510354510354511,optimal,0,0.7533453702926636,3.208454430103302,0.08850908772698764
cp@rho=0.05,0.01,0.9047461797461798,11.114208974372588,0.8869340119340119,coverage_cap,0,472.0940608382225,9.770436704158783,0.2695292883905871
cp@rho=0.1,0.01,0.9129117147707979,11.100780563712872,0.8801626301626302,coverage_cap,0,200.56572329998016,7.461114406585693,0.20582384569891568
cp@rho=0.2,0.01,0.9099662162162162,11.075956714523912,0.859058734058734,coverage_cap,0,122.82819724082947,8.455877006053925,0.23326557258079791
cp@rho=0.3,0.01,0.9185159214651049,10.765803100385737,0.8422838422838422,coverage_cap,0,206.8740378022194,9.447019636631012,0.26060743825189
cp@rho=0.5,0.01,0.96875,10.663119246715393,0.7357259857259857,coverage_cap,0,349.56465035676956,14.01298326253891,0.38656505551831477
cp@rho=0.75,0.01,0.9677018633540372,10.047264651728291,0.7089475839475841,coverage_cap,0,518.9639005661011,16.581745982170105,0.4574274753702098
cp@rho=1,0.01,0.9802631578947368,9.500214743650314,0.7276237276237276,coverage_cap,0,675.4425155520439,25.386971354484558,0.700330244261643
wrapper@rho=0.05,0.2,0.8969386469386469,11.183079908091381,0.8523019773019772,optimal,0,15.376409709453583,40.61150234937668,1.1203173061897014
wrapper@rho=0.1,0.2,0.9153727591227592,11.110460726417205,0.8295747045747045,optimal,0,30.897009193897247,38.82439464330673,1.071017783263634
wrapper@rho=0.2,0.2,0.9091589150887063,11.037125476526896,0.7754767754767755,optimal,0,24.100275814533234,50.230430603027344,1.3856670511179956
wrapper@rho=0.3,0.2,0.9305208333333334,11.087711799282005,0.6935474435474436,optimal,0,13.164070010185242,48.59150302410126,1.340455255837276
wrapper@rho=0.5,0.2,0.9410714285714286,10.879815703047623,0.6789078039078039,optimal,0,37.21580457687378,48.24578332901001,1.330918160800276
wrapper@rho=0.75,0.2,0.9025557775557775,10.956729861702982,0.6215923715923716,optimal,0,17.38635414838791,50.47628915309906,1.3924493559475604
wrapper@rho=1,0.2,0.96875,10.627756170988972,0.5052650052650052,optimal,0,17.548223733901978,51.032535552978516,1.4077940842200969
margin@margin=0.05,0.05,0.9036992521367521,11.254503458006337,0.9450830700830701,optimal,0,0.6000675559043884,3.056810200214386,0.08432579862660375
margin@margin=0.1,0.1,0.8993341727716727,11.191827885261361,0.929931554931555,optimal,0,0.625931978225708,3.329657733440399,0.09185262712939032
margin@margin=0.2,0.2,0.9306223290598291,10.974085279495563,0.9223557973557974,optimal,0,0.7614214420318604,3.575214922428131,0.09862661854974154
margin@margin=0.3,0.3,0.9281536172161172,10.681606589921408,0.8777202527202528,optimal,0,0.6761939525604248,3.14280766248703,0.0866981424134353
margin@margin=0.5,0.5,0.9615942028985507,9.852660515016348,0.6488826488826489,optimal,0,0.9664668440818787,3.3553743958473206,0.09256205229923643
margin@margin=0.75,0.75,1.0,8.78250046992688,0.20287820287820288,optimal,0,1.092896282672882,1.7696774005889893,0.048818686912799704
margin@margin=1,1.0,nan,nan,0.0,optimal,0,1.9915369153022766,0.42822396755218506,0.011813074966956829
cp@rho=1@tau=1,1.0,0.8911458333333333,11.301505295950882,0.9510354510354511,optimal,0,33.25121057033539,3.4758349657058716,0.09588510250223094
cp@rho=1@tau=0.1,0.1,0.9375,9.840606464476128,0.8701591201591201,coverage_cap,0,96.30065268278122,8.025173306465149,0.2213840912128317
cp@rho=1@tau=0.01,0.01,0.9802631578947368,9.500214743650314,0.7276237276237276,coverage_cap,0,723.9131560921669,25.758454263210297,0.7105780486402841
cp@rho=1@tau=0.001,0.001,0.984375,9.359614495574798,0.6405171405171406,coverage_cap,0,1152.7654131054878,33.70577293634415,0.9298144258301834
wrapper@rho=1@alpha=0,0.0,1.0,9.551926167441373,0.26292851292851294,optimal,0,28.75232082605362,37.33810079097748,1.0300165735442064
wrapper@rho=1@alpha=0.1,0.1,0.9772727272727273,10.555234064498418,0.43357318357318353,optimal,0,44.56342387199402,58.37375998497009,1.610310620275037
wrapper@rho=1@alpha=0.2,0.2,0.96875,10.627756170988972,0.5052650052650052,optimal,0,14.817867815494537,51.757755279541016,1.4278001456425107
wrapper@rho=1@alpha=0.3,0.3,0.9417613636363636,10.775712079978122,0.5642330642330642,optimal,0,18.913329124450684,49.18202704191208,1.3567455735699885
wrapper@rho=1@alpha=0.5,0.5,0.9192763157894737,10.870025028308001,0.6148063648063649,optimal,0,14.958148539066315,40.10566699504852,1.1063632274496145
