method,knob,fold,context_idx,solved,feasible,objective
cp@rho=0.5,0.3,2,127,1.0,1.0,12.363069725694615
cp@rho=0.5,0.3,2,132,1.0,1.0,9.126530117550901
cp@rho=0.5,0.3,2,135,1.0,1.0,10.608711559246215
cp@rho=0.5,0.3,2,136,1.0,1.0,10.6196498425845
cp@rho=0.5,0.3,2,137,1.0,1.0,10.6325397248928
cp@rho=0.5,0.3,2,193,1.0,0.0,11.891338132755877
cp@rho=0.5,0.3,2,194,1.0,1.0,11.56179778894569
cp@rho=0.5,0.3,2,218,1.0,1.0,10.384419255807243
cp@rho=0.5,0.3,2,232,1.0,1.0,12.306616680034557
cp@rho=0.5,0.3,2,233,1.0,1.0,12.342303915857007
cp@rho=0.5,0.3,2,236,1.0,1.0,10.61445439175357
cp@rho=0.5,0.3,2,243,1.0,1.0,11.375555954898871
cp@rho=0.5,0.3,2,252,1.0,1.0,10.405720485454129
cp@rho=0.5,0.3,2,269,1.0,1.0,12.519900055360806
cp@rho=0.5,0.3,2,271,1.0,1.0,12.159448288033397
cp@rho=0.5,0.3,2,276,1.0,1.0,12.244475805716291
cp@rho=0.5,0.3,2,277,1.0,1.0,11.981372892067156
cp@rho=0.5,0.3,2,286,1.0,0.0,11.578768072791574
