method,knob,n_dec,feas,undecided_k0.25,feas_lo_k0.25,feas_hi_k0.25,undecided_k0.5,feas_lo_k0.5,feas_hi_k0.5,undecided_k1,feas_lo_k1,feas_hi_k1,lomo_flip_mean,lomo_any_frac,lomo_sd_median,target_inside_band,median_abs_z
wrapper@rho=5,0.3,10,0.1,0.1,0.0,0.1,0.1,0.0,0.1,0.6,0.0,0.6,0.04285714285714285,0.1,0.4592194135198846,False,0.8588122898852477
wrapper@rho=5,0.4,10,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2,0.0,0.2,0.0,0.0,0.542682972601024,False,1.4732389059063693
wrapper@rho=5,0.5,10,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1,0.0,0.1,0.0,0.0,0.4600716778348001,False,2.004594127965338
wrapper@rho=5,0.6,10,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.3970217233418686,False,2.234558832833631
wrapper@rho=5,0.7,10,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.33761819525208653,False,3.094046147274968
wrapper@rho=5,0.8,10,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.4394037179836249,False,4.119482891177462
wrapper@rho=5,0.9,10,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.7144860149857866,False,7.795510785772035
wrapper@rho=5,0.95,10,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.7830171705030178,False,12.301817173079684
wrapper@rho=6,0.0,10,1.0,0.0,1.0,1.0,0.1,0.9,1.0,0.3,0.7,1.0,0.01428571428571428,0.1,0.38242929581444207,False,1.4168030746581222
wrapper@rho=6,0.05,10,1.0,0.0,1.0,1.0,0.1,0.9,1.0,0.4,0.6,1.0,0.0,0.0,0.3873132711588556,False,1.1493986850792777
wrapper@rho=6,0.1,10,1.0,0.0,1.0,1.0,0.1,0.9,1.0,0.5,0.5,1.0,0.01428571428571428,0.1,0.3683155382803436,False,0.858235293435202
wrapper@rho=6,0.15,10,1.0,0.3,0.7,1.0,0.6,0.4,1.0,0.9,0.1,1.0,0.12857142857142856,0.4,0.4113107931125941,True,0.435328827990482
wrapper@rho=6,0.2,10,0.6,0.3,0.4,0.7,0.4,0.4,0.8,0.8,0.2,1.0,0.0857142857142857,0.4,0.34184674387902136,False,0.57343249289708
wrapper@rho=6,0.3,10,0.3,0.2,0.1,0.30000000000000004,0.4,0.0,0.4,0.5,0.0,0.5,0.02857142857142857,0.1,0.42222524917499593,False,0.8710452542726455
wrapper@rho=6,0.4,10,0.2,0.2,0.0,0.2,0.2,0.0,0.2,0.4,0.0,0.4,0.01428571428571428,0.1,0.39964672030177656,False,1.2652723471451357
wrapper@rho=6,0.5,10,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.44337038173261145,False,1.663212506360393
wrapper@rho=6,0.6,10,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.3359936344339408,False,2.3292628936792346
wrapper@rho=6,0.7,10,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5089617785554972,False,3.5758439232238075
wrapper@rho=6,0.8,10,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.458071306366052,False,4.397216230729644
wrapper@rho=6,0.9,10,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.8917173153426368,False,8.433730022487996
wrapper@rho=6,0.95,10,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.9787538501544024,False,13.362640372255438
