feas_target,min_solved,method,param_swept,rho_star,feasibility,objective,solved_frac,n_capped,master_time_s,test_time_per_point_s,bound,note
0.9,0.5,cp,rho,1.0,0.9805097451274363,9.536003895221736,0.6672955422955423,0,965.9963037967682,0.8658877372741699,grid_max,censored at grid max
0.9,0.5,wrapper,rho,1.0,0.9615384615384616,10.68559795497777,0.5845325845325845,0,96.96120077371597,2.6767164033034754,grid_max,censored at grid max
0.9,0.5,margin,margin,0.5,0.9615942028985507,9.852660515016348,0.6488826488826489,0,18.725779473781586,0.11343752269087166,solved_floor,NOT grid-censored: solved_frac<0.5 above rho=0.5
0.9,0.5,nominal,none,,0.8911458333333333,11.302147218982885,0.9510354510354511,0,47.653678238391876,0.5414329397267309,no_param,no swept parameter; constant reference level
