feas_target,min_solved,objective_sense,method,rho,dial_name,dial_star,feasibility,objective,solved_frac,n_capped,master_time_s,test_time_per_point_s,bound,note,search,n_grid,n_evaluated,n_pruned,n_unreached,monotone_note,feas_wobble,best_feasibility,best_feas_dial,best_feas_objective,best_feas_solved_frac
0.9,0.5,max,cmicl,,alpha,0.6,0.91878078817734,9.781394321174814,0.8928863928863928,0,12.975501835346222,125.97006001472474,interior,,adaptive,16,10,4,2,,,0.9795833333333334,0.3,8.858717649766053,0.635076635076635
0.9,0.5,max,cp,0.5,tau,0.03,0.9736842105263158,10.784377248888688,0.8211945711945712,0,68.51817148923874,0.2613052877886542,interior,,adaptive,11,11,0,0,,"feasibility dips 0.891->0.881 (0.010) between tau=0.3 and 0.1, both below the target; feasibility dips 0.974->0.969 (0.005) between tau=0.03 and 0.01, both above the target",0.9736842105263158,0.03,10.784377248888688,0.8211945711945712
0.9,0.5,max,cp,1.0,tau,0.1,0.9375,9.840606464476128,0.8701591201591201,0,49.014628887176514,0.2784455250049459,interior,,adaptive,11,11,0,0,,"feasibility dips 0.891->0.847 (0.044) between tau=1 and 0.3, both below the target",0.984375,0.003,9.43075176639027,0.6329413829413829
0.9,0.5,max,margin,,margin,0.2,0.9306223290598292,10.974085279495563,0.9223557973557974,0,0.5113446712493896,0.1597400155560723,interior,,adaptive,18,18,0,0,,"feasibility dips 0.931->0.928 (0.002) between margin=0.2 and 0.3, both above the target",0.9615942028985508,0.5,9.852660515016348,0.6488826488826489
0.9,0.5,max,wrapper,0.5,alpha,0.2,0.9410714285714286,10.879815703047624,0.6789078039078039,0,19.30994027853012,1.2525304481900972,interior,,adaptive,13,13,0,0,,"feasibility dips 0.899->0.897 (0.003) between alpha=0.4 and 0.3, both below the target; feasibility dips 0.950->0.934 (0.015) between alpha=0.15 and 0.1, both above the target",0.9545454545454546,0.0,10.407502382017157,0.5455715455715455
0.9,0.5,max,wrapper,1.0,alpha,0.6,0.9026124338624338,10.901127495774986,0.6434713934713934,0,9.31271243095398,0.99026978920246,interior,,adaptive,13,13,0,0,,"feasibility dips 0.978->0.977 (0.001) between alpha=0.15 and 0.1, both below the target",0.96875,0.2,10.627756170988972,0.5052650052650052
0.9,0.5,max,nominal,,none,,0.8911458333333333,11.302147218982885,0.9510354510354512,0,0.3097859025001526,0.1639275271317054,no_dial,"reference level, nothing to move",none,1,1,0,0,,,0.8911458333333333,,11.302147218982885,0.9510354510354512
