method,knob,feas,obj,solved,status,n_capped,master_time_s,test_time_s,test_time_per_point_s
nominal,0.0,0.8911458333333333,11.302147218982885,0.9510354510354511,optimal,0,47.653678238391876,19.626944065093994,0.5414329397267309
cp@rho=0.05,0.01,0.8920258620689655,11.036555596983543,0.9012811512811514,coverage_cap|optimal,0,858.3230114579201,7.8414817452430725,0.2163167377998089
cp@rho=0.1,0.01,0.8890276640276641,11.014814531658644,0.87502925002925,coverage_cap,0,1123.9022344350815,10.942259550094604,0.3018554358646787
cp@rho=0.2,0.01,0.8895668219672015,10.865234536870114,0.8817860067860068,coverage_cap,0,1151.5780813694,13.315879821777344,0.3673346157731681
cp@rho=0.3,0.01,0.9074129893095411,10.784306266591182,0.782014157014157,coverage_cap,0,1474.7398905158043,14.306942641735077,0.39467427977200215
cp@rho=0.5,0.01,0.9159288598943771,10.649952504490567,0.7798204048204048,coverage_cap,0,539.7602922320366,15.467432379722595,0.4266877897854509
cp@rho=0.75,0.01,0.9562020460358056,10.050624557074798,0.7249034749034748,coverage_cap,0,693.0765584111214,25.082448542118073,0.6919296149549813
cp@rho=1,0.01,0.9805097451274363,9.536003895221736,0.6672955422955423,coverage_cap,0,965.9963037967682,31.38843047618866,0.8658877372741699
wrapper@rho=0.05,0.2,0.8768561187916026,10.97419172822076,0.8631391131391132,optimal,0,45.34914231300354,61.367431819438934,1.6928946708810741
wrapper@rho=0.1,0.2,0.9056194125159642,10.963845205824034,0.8285217035217035,optimal,0,65.46865350008011,58.95188170671463,1.6262588057024725
wrapper@rho=0.2,0.2,0.8704798394453567,10.863878618522296,0.7911840411840412,optimal,0,117.76531612873077,67.09306979179382,1.850843304601209
wrapper@rho=0.3,0.2,0.868786717752235,11.030400491130365,0.7505996255996256,optimal,0,39.910535633563995,64.32324767112732,1.7744344185138572
wrapper@rho=0.5,0.2,0.9211538461538461,10.843291808873861,0.6770650520650521,optimal,0,159.9408627152443,65.45923513174057,1.8057720036342226
wrapper@rho=0.75,0.2,0.9472222222222222,10.81870687089306,0.6216069966069967,optimal,0,138.8312394618988,72.67517906427383,2.0048325259110023
wrapper@rho=1,0.2,0.9615384615384616,10.68559795497777,0.5845325845325845,optimal,0,96.96120077371597,97.03096961975098,2.6767164033034754
margin@margin=0.05,0.05,0.9036992521367521,11.254503458006337,0.9450830700830701,optimal,0,1.7000601291656494,4.557860612869263,0.1257340858722555
margin@margin=0.1,0.1,0.8993341727716727,11.191827885261361,0.929931554931555,optimal,0,0.6251386404037476,3.1760950088500977,0.08761641403724407
margin@margin=0.2,0.2,0.9306223290598291,10.974085279495563,0.9223557973557974,optimal,0,0.7494003176689148,3.4606452584266663,0.09546607609452873
margin@margin=0.3,0.3,0.9281536172161172,10.681606589921408,0.8777202527202528,optimal,0,0.6557414531707764,3.16434907913208,0.08729238838985048
margin@margin=0.5,0.5,0.9615942028985507,9.852660515016348,0.6488826488826489,optimal,0,18.725779473781586,4.112110197544098,0.11343752269087166
margin@margin=0.75,0.75,1.0,8.78250046992688,0.20287820287820288,optimal,0,1.3237678408622742,2.423923909664154,0.06686686647349391
margin@margin=1,1.0,nan,nan,0.0,optimal,0,67.18192207813263,0.4501655101776123,0.012418358901451374
